volume_id,slice_index,lits_masks_path,lits_png_ct_path,lits_png_liver_path,lits_png_tumor_path,legacy_512_path,lits_masks_path_available,lits_png_ct_path_available,lits_png_liver_path_available,lits_png_tumor_path_available,legacy_512_path_available,sample_id
0,10,D:\DATA SCIENCE AND ANALYTICS\Dataset\LiTS_masks\mask-000-010.png,D:\DATA SCIENCE AND ANALYTICS\Dataset\lits-png\dataset_6\dataset_6\volume-0_10.png,,,D:\DATA SCIENCE AND ANALYTICS\Dataset\Liver Img Dataset\Volume-000-010.png,True,True,False,False,True,v000_s0010
0,11,D:\DATA SCIENCE AND ANALYTICS\Dataset\LiTS_masks\mask-000-011.png,D:\DATA SCIENCE AND ANALYTICS\Dataset\lits-png\dataset_6\dataset_6\volume-0_11.png,,,D:\DATA SCIENCE AND ANALYTICS\Dataset\Liver Img Dataset\Volume-000-011.png,True,True,False,False,True,v000_s0011
0,12,D:\DATA SCIENCE AND ANALYTICS\Dataset\LiTS_masks\mask-000-012.png,D:\DATA SCIENCE AND ANALYTICS\Dataset\lits-png\dataset_6\dataset_6\volume-0_12.png,,,D:\DATA SCIENCE AND ANALYTICS\Dataset\Liver Img Dataset\Volume-000-012.png,True,True,False,False,True,v000_s0012
0,13,D:\DATA SCIENCE AND ANALYTICS\Dataset\LiTS_masks\mask-000-013.png,D:\DATA SCIENCE AND ANALYTICS\Dataset\lits-png\dataset_6\dataset_6\volume-0_13.png,,,D:\DATA SCIENCE AND ANALYTICS\Dataset\Liver Img Dataset\Volume-000-013.png,True,True,False,False,True,v000_s0013
0,14,D:\DATA SCIENCE AND ANALYTICS\Dataset\LiTS_masks\mask-000-014.png,D:\DATA SCIENCE AND ANALYTICS\Dataset\lits-png\dataset_6\dataset_6\volume-0_14.png,,,D:\DATA SCIENCE AND ANALYTICS\Dataset\Liver Img Dataset\Volume-000-014.png,True,True,False,False,True,v000_s0014
0,15,D:\DATA SCIENCE AND ANALYTICS\Dataset\LiTS_masks\mask-000-015.png,D:\DATA SCIENCE AND ANALYTICS\Dataset\lits-png\dataset_6\dataset_6\volume-0_15.png,,,D:\DATA SCIENCE AND ANALYTICS\Dataset\Liver Img Dataset\Volume-000-015.png,True,True,False,False,True,v000_s0015
0,16,D:\DATA SCIENCE AND ANALYTICS\Dataset\LiTS_masks\mask-000-016.png,D:\DATA SCIENCE AND ANALYTICS\Dataset\lits-png\dataset_6\dataset_6\volume-0_16.png,,,D:\DATA SCIENCE AND ANALYTICS\Dataset\Liver Img Dataset\Volume-000-016.png,True,True,False,False,True,v000_s0016
0,17,D:\DATA SCIENCE AND ANALYTICS\Dataset\LiTS_masks\mask-000-017.png,D:\DATA SCIENCE AND ANALYTICS\Dataset\lits-png\dataset_6\dataset_6\volume-0_17.png,,,D:\DATA SCIENCE AND ANALYTICS\Dataset\Liver Img Dataset\Volume-000-017.png,True,True,False,False,True,v000_s0017
0,18,D:\DATA SCIENCE AND ANALYTICS\Dataset\LiTS_masks\mask-000-018.png,D:\DATA SCIENCE AND ANALYTICS\Dataset\lits-png\dataset_6\dataset_6\volume-0_18.png,,,D:\DATA SCIENCE AND ANALYTICS\Dataset\Liver Img Dataset\Volume-000-018.png,True,True,False,False,True,v000_s0018
0,19,D:\DATA SCIENCE AND ANALYTICS\Dataset\LiTS_masks\mask-000-019.png,D:\DATA SCIENCE AND ANALYTICS\Dataset\lits-png\dataset_6\dataset_6\volume-0_19.png,,,D:\DATA SCIENCE AND ANALYTICS\Dataset\Liver Img Dataset\Volume-000-019.png,True,True,False,False,True,v000_s0019
0,20,D:\DATA SCIENCE AND ANALYTICS\Dataset\LiTS_masks\mask-000-020.png,D:\DATA SCIENCE AND ANALYTICS\Dataset\lits-png\dataset_6\dataset_6\volume-0_20.png,,,D:\DATA SCIENCE AND ANALYTICS\Dataset\Liver Img Dataset\Volume-000-020.png,True,True,False,False,True,v000_s0020
0,21,D:\DATA SCIENCE AND ANALYTICS\Dataset\LiTS_masks\mask-000-021.png,D:\DATA SCIENCE AND ANALYTICS\Dataset\lits-png\dataset_6\dataset_6\volume-0_21.png,,,D:\DATA SCIENCE AND ANALYTICS\Dataset\Liver Img Dataset\Volume-000-021.png,True,True,False,False,True,v000_s0021
0,22,D:\DATA SCIENCE AND ANALYTICS\Dataset\LiTS_masks\mask-000-022.png,D:\DATA SCIENCE AND ANALYTICS\Dataset\lits-png\dataset_6\dataset_6\volume-0_22.png,,,D:\DATA SCIENCE AND ANALYTICS\Dataset\Liver Img Dataset\Volume-000-022.png,True,True,False,False,True,v000_s0022
0,23,D:\DATA SCIENCE AND ANALYTICS\Dataset\LiTS_masks\mask-000-023.png,D:\DATA SCIENCE AND ANALYTICS\Dataset\lits-png\dataset_6\dataset_6\volume-0_23.png,,,D:\DATA SCIENCE AND ANALYTICS\Dataset\Liver Img Dataset\Volume-000-023.png,True,True,False,False,True,v000_s0023
0,24,D:\DATA SCIENCE AND ANALYTICS\Dataset\LiTS_masks\mask-000-024.png,D:\DATA SCIENCE AND ANALYTICS\Dataset\lits-png\dataset_6\dataset_6\volume-0_24.png,,,D:\DATA SCIENCE AND ANALYTICS\Dataset\Liver Img Dataset\Volume-000-024.png,True,True,False,False,True,v000_s0024
0,25,D:\DATA SCIENCE AND ANALYTICS\Dataset\LiTS_masks\mask-000-025.png,D:\DATA SCIENCE AND ANALYTICS\Dataset\lits-png\dataset_6\dataset_6\volume-0_25.png,,,D:\DATA SCIENCE AND ANALYTICS\Dataset\Liver Img Dataset\Volume-000-025.png,True,True,False,False,True,v000_s0025
0,26,D:\DATA SCIENCE AND ANALYTICS\Dataset\LiTS_masks\mask-000-026.png,D:\DATA SCIENCE AND ANALYTICS\Dataset\lits-png\dataset_6\dataset_6\volume-0_26.png,,,D:\DATA SCIENCE AND ANALYTICS\Dataset\Liver Img Dataset\Volume-000-026.png,True,True,False,False,True,v000_s0026
0,27,D:\DATA SCIENCE AND ANALYTICS\Dataset\LiTS_masks\mask-000-027.png,D:\DATA SCIENCE AND ANALYTICS\Dataset\lits-png\dataset_6\dataset_6\volume-0_27.png,,,D:\DATA SCIENCE AND ANALYTICS\Dataset\Liver Img Dataset\Volume-000-027.png,True,True,False,False,True,v000_s0027
0,28,D:\DATA SCIENCE AND ANALYTICS\Dataset\LiTS_masks\mask-000-028.png,D:\DATA SCIENCE AND ANALYTICS\Dataset\lits-png\dataset_6\dataset_6\volume-0_28.png,,,D:\DATA SCIENCE AND ANALYTICS\Dataset\Liver Img Dataset\Volume-000-028.png,True,True,False,False,True,v000_s0028
0,29,D:\DATA SCIENCE AND ANALYTICS\Dataset\LiTS_masks\mask-000-029.png,D:\DATA SCIENCE AND ANALYTICS\Dataset\lits-png\dataset_6\dataset_6\volume-0_29.png,,,D:\DATA SCIENCE AND ANALYTICS\Dataset\Liver Img Dataset\Volume-000-029.png,True,True,False,False,True,v000_s0029
0,30,D:\DATA SCIENCE AND ANALYTICS\Dataset\LiTS_masks\mask-000-030.png,D:\DATA SCIENCE AND ANALYTICS\Dataset\lits-png\dataset_6\dataset_6\volume-0_30.png,,,D:\DATA SCIENCE AND ANALYTICS\Dataset\Liver Img Dataset\Volume-000-030.png,True,True,False,False,True,v000_s0030
0,31,D:\DATA SCIENCE AND ANALYTICS\Dataset\LiTS_masks\mask-000-031.png,D:\DATA SCIENCE AND ANALYTICS\Dataset\lits-png\dataset_6\dataset_6\volume-0_31.png,,,D:\DATA SCIENCE AND ANALYTICS\Dataset\Liver Img Dataset\Volume-000-031.png,True,True,False,False,True,v000_s0031
0,32,D:\DATA SCIENCE AND ANALYTICS\Dataset\LiTS_masks\mask-000-032.png,D:\DATA SCIENCE AND ANALYTICS\Dataset\lits-png\dataset_6\dataset_6\volume-0_32.png,,,D:\DATA SCIENCE AND ANALYTICS\Dataset\Liver Img Dataset\Volume-000-032.png,True,True,False,False,True,v000_s0032
0,33,D:\DATA SCIENCE AND ANALYTICS\Dataset\LiTS_masks\mask-000-033.png,D:\DATA SCIENCE AND ANALYTICS\Dataset\lits-png\dataset_6\dataset_6\volume-0_33.png,,,D:\DATA SCIENCE AND ANALYTICS\Dataset\Liver Img Dataset\Volume-000-033.png,True,True,False,False,True,v000_s0033
0,34,D:\DATA SCIENCE AND ANALYTICS\Dataset\LiTS_masks\mask-000-034.png,D:\DATA SCIENCE AND ANALYTICS\Dataset\lits-png\dataset_6\dataset_6\volume-0_34.png,,,D:\DATA SCIENCE AND ANALYTICS\Dataset\Liver Img Dataset\Volume-000-034.png,True,True,False,False,True,v000_s0034
0,35,D:\DATA SCIENCE AND ANALYTICS\Dataset\LiTS_masks\mask-000-035.png,D:\DATA SCIENCE AND ANALYTICS\Dataset\lits-png\dataset_6\dataset_6\volume-0_35.png,,,D:\DATA SCIENCE AND ANALYTICS\Dataset\Liver Img Dataset\Volume-000-035.png,True,True,False,False,True,v000_s0035
0,36,D:\DATA SCIENCE AND ANALYTICS\Dataset\LiTS_masks\mask-000-036.png,D:\DATA SCIENCE AND ANALYTICS\Dataset\lits-png\dataset_6\dataset_6\volume-0_36.png,,,D:\DATA SCIENCE AND ANALYTICS\Dataset\Liver Img Dataset\Volume-000-036.png,True,True,False,False,True,v000_s0036
0,37,D:\DATA SCIENCE AND ANALYTICS\Dataset\LiTS_masks\mask-000-037.png,D:\DATA SCIENCE AND ANALYTICS\Dataset\lits-png\dataset_6\dataset_6\volume-0_37.png,,,D:\DATA SCIENCE AND ANALYTICS\Dataset\Liver Img Dataset\Volume-000-037.png,True,True,False,False,True,v000_s0037
0,38,D:\DATA SCIENCE AND ANALYTICS\Dataset\LiTS_masks\mask-000-038.png,D:\DATA SCIENCE AND ANALYTICS\Dataset\lits-png\dataset_6\dataset_6\volume-0_38.png,,,D:\DATA SCIENCE AND ANALYTICS\Dataset\Liver Img Dataset\Volume-000-038.png,True,True,False,False,True,v000_s0038
0,39,D:\DATA SCIENCE AND ANALYTICS\Dataset\LiTS_masks\mask-000-039.png,D:\DATA SCIENCE AND ANALYTICS\Dataset\lits-png\dataset_6\dataset_6\volume-0_39.png,,,D:\DATA SCIENCE AND ANALYTICS\Dataset\Liver Img Dataset\Volume-000-039.png,True,True,False,False,True,v000_s0039
0,40,D:\DATA SCIENCE AND ANALYTICS\Dataset\LiTS_masks\mask-000-040.png,D:\DATA SCIENCE AND ANALYTICS\Dataset\lits-png\dataset_6\dataset_6\volume-0_40.png,,,D:\DATA SCIENCE AND ANALYTICS\Dataset\Liver Img Dataset\Volume-000-040.png,True,True,False,False,True,v000_s0040
0,41,D:\DATA SCIENCE AND ANALYTICS\Dataset\LiTS_masks\mask-000-041.png,D:\DATA SCIENCE AND ANALYTICS\Dataset\lits-png\dataset_6\dataset_6\volume-0_41.png,,,D:\DATA SCIENCE AND ANALYTICS\Dataset\Liver Img Dataset\Volume-000-041.png,True,True,False,False,True,v000_s0041
0,42,D:\DATA SCIENCE AND ANALYTICS\Dataset\LiTS_masks\mask-000-042.png,D:\DATA SCIENCE AND ANALYTICS\Dataset\lits-png\dataset_6\dataset_6\volume-0_42.png,,,D:\DATA SCIENCE AND ANALYTICS\Dataset\Liver Img Dataset\Volume-000-042.png,True,True,False,False,True,v000_s0042
0,43,D:\DATA SCIENCE AND ANALYTICS\Dataset\LiTS_masks\mask-000-043.png,D:\DATA SCIENCE AND ANALYTICS\Dataset\lits-png\dataset_6\dataset_6\volume-0_43.png,,,D:\DATA SCIENCE AND ANALYTICS\Dataset\Liver Img Dataset\Volume-000-043.png,True,True,False,False,True,v000_s0043
0,44,D:\DATA SCIENCE AND ANALYTICS\Dataset\LiTS_masks\mask-000-044.png,D:\DATA SCIENCE AND ANALYTICS\Dataset\lits-png\dataset_6\dataset_6\volume-0_44.png,,,D:\DATA SCIENCE AND ANALYTICS\Dataset\Liver Img Dataset\Volume-000-044.png,True,True,False,False,True,v000_s0044
0,45,D:\DATA SCIENCE AND ANALYTICS\Dataset\LiTS_masks\mask-000-045.png,D:\DATA SCIENCE AND ANALYTICS\Dataset\lits-png\dataset_6\dataset_6\volume-0_45.png,,,D:\DATA SCIENCE AND ANALYTICS\Dataset\Liver Img Dataset\Volume-000-045.png,True,True,False,False,True,v000_s0045
0,46,D:\DATA SCIENCE AND ANALYTICS\Dataset\LiTS_masks\mask-000-046.png,D:\DATA SCIENCE AND ANALYTICS\Dataset\lits-png\dataset_6\dataset_6\volume-0_46.png,,,D:\DATA SCIENCE AND ANALYTICS\Dataset\Liver Img Dataset\Volume-000-046.png,True,True,False,False,True,v000_s0046
0,47,D:\DATA SCIENCE AND ANALYTICS\Dataset\LiTS_masks\mask-000-047.png,D:\DATA SCIENCE AND ANALYTICS\Dataset\lits-png\dataset_6\dataset_6\volume-0_47.png,,,D:\DATA SCIENCE AND ANALYTICS\Dataset\Liver Img Dataset\Volume-000-047.png,True,True,False,False,True,v000_s0047
0,48,D:\DATA SCIENCE AND ANALYTICS\Dataset\LiTS_masks\mask-000-048.png,D:\DATA SCIENCE AND ANALYTICS\Dataset\lits-png\dataset_6\dataset_6\volume-0_48.png,,,D:\DATA SCIENCE AND ANALYTICS\Dataset\Liver Img Dataset\Volume-000-048.png,True,True,False,False,True,v000_s0048
0,49,D:\DATA SCIENCE AND ANALYTICS\Dataset\LiTS_masks\mask-000-049.png,D:\DATA SCIENCE AND ANALYTICS\Dataset\lits-png\dataset_6\dataset_6\volume-0_49.png,,,D:\DATA SCIENCE AND ANALYTICS\Dataset\Liver Img Dataset\Volume-000-049.png,True,True,False,False,True,v000_s0049
0,50,D:\DATA SCIENCE AND ANALYTICS\Dataset\LiTS_masks\mask-000-050.png,D:\DATA SCIENCE AND ANALYTICS\Dataset\lits-png\dataset_6\dataset_6\volume-0_50.png,,,D:\DATA SCIENCE AND ANALYTICS\Dataset\Liver Img Dataset\Volume-000-050.png,True,True,False,False,True,v000_s0050
0,51,D:\DATA SCIENCE AND ANALYTICS\Dataset\LiTS_masks\mask-000-051.png,D:\DATA SCIENCE AND ANALYTICS\Dataset\lits-png\dataset_6\dataset_6\volume-0_51.png,,,D:\DATA SCIENCE AND ANALYTICS\Dataset\Liver Img Dataset\Volume-000-051.png,True,True,False,False,True,v000_s0051
0,52,D:\DATA SCIENCE AND ANALYTICS\Dataset\LiTS_masks\mask-000-052.png,D:\DATA SCIENCE AND ANALYTICS\Dataset\lits-png\dataset_6\dataset_6\volume-0_52.png,,,D:\DATA SCIENCE AND ANALYTICS\Dataset\Liver Img Dataset\Volume-000-052.png,True,True,False,False,True,v000_s0052
0,53,D:\DATA SCIENCE AND ANALYTICS\Dataset\LiTS_masks\mask-000-053.png,D:\DATA SCIENCE AND ANALYTICS\Dataset\lits-png\dataset_6\dataset_6\volume-0_53.png,,,D:\DATA SCIENCE AND ANALYTICS\Dataset\Liver Img Dataset\Volume-000-053.png,True,True,False,False,True,v000_s0053
0,54,D:\DATA SCIENCE AND ANALYTICS\Dataset\LiTS_masks\mask-000-054.png,D:\DATA SCIENCE AND ANALYTICS\Dataset\lits-png\dataset_6\dataset_6\volume-0_54.png,,,D:\DATA SCIENCE AND ANALYTICS\Dataset\Liver Img Dataset\Volume-000-054.png,True,True,False,False,True,v000_s0054
0,55,D:\DATA SCIENCE AND ANALYTICS\Dataset\LiTS_masks\mask-000-055.png,D:\DATA SCIENCE AND ANALYTICS\Dataset\lits-png\dataset_6\dataset_6\volume-0_55.png,,,D:\DATA SCIENCE AND ANALYTICS\Dataset\Liver Img Dataset\Volume-000-055.png,True,True,False,False,True,v000_s0055
0,56,D:\DATA SCIENCE AND ANALYTICS\Dataset\LiTS_masks\mask-000-056.png,D:\DATA SCIENCE AND ANALYTICS\Dataset\lits-png\dataset_6\dataset_6\volume-0_56.png,,,D:\DATA SCIENCE AND ANALYTICS\Dataset\Liver Img Dataset\Volume-000-056.png,True,True,False,False,True,v000_s0056
0,57,D:\DATA SCIENCE AND ANALYTICS\Dataset\LiTS_masks\mask-000-057.png,D:\DATA SCIENCE AND ANALYTICS\Dataset\lits-png\dataset_6\dataset_6\volume-0_57.png,,,D:\DATA SCIENCE AND ANALYTICS\Dataset\Liver Img Dataset\Volume-000-057.png,True,True,False,False,True,v000_s0057
0,58,D:\DATA SCIENCE AND ANALYTICS\Dataset\LiTS_masks\mask-000-058.png,D:\DATA SCIENCE AND ANALYTICS\Dataset\lits-png\dataset_6\dataset_6\volume-0_58.png,,,D:\DATA SCIENCE AND ANALYTICS\Dataset\Liver Img Dataset\Volume-000-058.png,True,True,False,False,True,v000_s0058
0,59,D:\DATA SCIENCE AND ANALYTICS\Dataset\LiTS_masks\mask-000-059.png,D:\DATA SCIENCE AND ANALYTICS\Dataset\lits-png\dataset_6\dataset_6\volume-0_59.png,,,D:\DATA SCIENCE AND ANALYTICS\Dataset\Liver Img Dataset\Volume-000-059.png,True,True,False,False,True,v000_s0059
0,60,D:\DATA SCIENCE AND ANALYTICS\Dataset\LiTS_masks\mask-000-060.png,D:\DATA SCIENCE AND ANALYTICS\Dataset\lits-png\dataset_6\dataset_6\volume-0_60.png,,,D:\DATA SCIENCE AND ANALYTICS\Dataset\Liver Img Dataset\Volume-000-060.png,True,True,False,False,True,v000_s0060
0,61,D:\DATA SCIENCE AND ANALYTICS\Dataset\LiTS_masks\mask-000-061.png,D:\DATA SCIENCE AND ANALYTICS\Dataset\lits-png\dataset_6\dataset_6\volume-0_61.png,,,D:\DATA SCIENCE AND ANALYTICS\Dataset\Liver Img Dataset\Volume-000-061.png,True,True,False,False,True,v000_s0061
0,62,D:\DATA SCIENCE AND ANALYTICS\Dataset\LiTS_masks\mask-000-062.png,D:\DATA SCIENCE AND ANALYTICS\Dataset\lits-png\dataset_6\dataset_6\volume-0_62.png,,,D:\DATA SCIENCE AND ANALYTICS\Dataset\Liver Img Dataset\Volume-000-062.png,True,True,False,False,True,v000_s0062
0,63,D:\DATA SCIENCE AND ANALYTICS\Dataset\LiTS_masks\mask-000-063.png,D:\DATA SCIENCE AND ANALYTICS\Dataset\lits-png\dataset_6\dataset_6\volume-0_63.png,,,D:\DATA SCIENCE AND ANALYTICS\Dataset\Liver Img Dataset\Volume-000-063.png,True,True,False,False,True,v000_s0063
0,64,D:\DATA SCIENCE AND ANALYTICS\Dataset\LiTS_masks\mask-000-064.png,D:\DATA SCIENCE AND ANALYTICS\Dataset\lits-png\dataset_6\dataset_6\volume-0_64.png,,,D:\DATA SCIENCE AND ANALYTICS\Dataset\Liver Img Dataset\Volume-000-064.png,True,True,False,False,True,v000_s0064
0,65,D:\DATA SCIENCE AND ANALYTICS\Dataset\LiTS_masks\mask-000-065.png,D:\DATA SCIENCE AND ANALYTICS\Dataset\lits-png\dataset_6\dataset_6\volume-0_65.png,,,D:\DATA SCIENCE AND ANALYTICS\Dataset\Liver Img Dataset\Volume-000-065.png,True,True,False,False,True,v000_s0065
0,66,D:\DATA SCIENCE AND ANALYTICS\Dataset\LiTS_masks\mask-000-066.png,D:\DATA SCIENCE AND ANALYTICS\Dataset\lits-png\dataset_6\dataset_6\volume-0_66.png,,,D:\DATA SCIENCE AND ANALYTICS\Dataset\Liver Img Dataset\Volume-000-066.png,True,True,False,False,True,v000_s0066
0,67,D:\DATA SCIENCE AND ANALYTICS\Dataset\LiTS_masks\mask-000-067.png,D:\DATA SCIENCE AND ANALYTICS\Dataset\lits-png\dataset_6\dataset_6\volume-0_67.png,,,D:\DATA SCIENCE AND ANALYTICS\Dataset\Liver Img Dataset\Volume-000-067.png,True,True,False,False,True,v000_s0067
0,68,D:\DATA SCIENCE AND ANALYTICS\Dataset\LiTS_masks\mask-000-068.png,D:\DATA SCIENCE AND ANALYTICS\Dataset\lits-png\dataset_6\dataset_6\volume-0_68.png,,,D:\DATA SCIENCE AND ANALYTICS\Dataset\Liver Img Dataset\Volume-000-068.png,True,True,False,False,True,v000_s0068
0,69,D:\DATA SCIENCE AND ANALYTICS\Dataset\LiTS_masks\mask-000-069.png,D:\DATA SCIENCE AND ANALYTICS\Dataset\lits-png\dataset_6\dataset_6\volume-0_69.png,,,D:\DATA SCIENCE AND ANALYTICS\Dataset\Liver Img Dataset\Volume-000-069.png,True,True,False,False,True,v000_s0069
0,70,D:\DATA SCIENCE AND ANALYTICS\Dataset\LiTS_masks\mask-000-070.png,D:\DATA SCIENCE AND ANALYTICS\Dataset\lits-png\dataset_6\dataset_6\volume-0_70.png,,,D:\DATA SCIENCE AND ANALYTICS\Dataset\Liver Img Dataset\Volume-000-070.png,True,True,False,False,True,v000_s0070
0,71,D:\DATA SCIENCE AND ANALYTICS\Dataset\LiTS_masks\mask-000-071.png,D:\DATA SCIENCE AND ANALYTICS\Dataset\lits-png\dataset_6\dataset_6\volume-0_71.png,,,D:\DATA SCIENCE AND ANALYTICS\Dataset\Liver Img Dataset\Volume-000-071.png,True,True,False,False,True,v000_s0071
0,72,D:\DATA SCIENCE AND ANALYTICS\Dataset\LiTS_masks\mask-000-072.png,D:\DATA SCIENCE AND ANALYTICS\Dataset\lits-png\dataset_6\dataset_6\volume-0_72.png,,,D:\DATA SCIENCE AND ANALYTICS\Dataset\Liver Img Dataset\Volume-000-072.png,True,True,False,False,True,v000_s0072
0,73,D:\DATA SCIENCE AND ANALYTICS\Dataset\LiTS_masks\mask-000-073.png,D:\DATA SCIENCE AND ANALYTICS\Dataset\lits-png\dataset_6\dataset_6\volume-0_73.png,,,D:\DATA SCIENCE AND ANALYTICS\Dataset\Liver Img Dataset\Volume-000-073.png,True,True,False,False,True,v000_s0073
0,74,D:\DATA SCIENCE AND ANALYTICS\Dataset\LiTS_masks\mask-000-074.png,D:\DATA SCIENCE AND ANALYTICS\Dataset\lits-png\dataset_6\dataset_6\volume-0_74.png,,,D:\DATA SCIENCE AND ANALYTICS\Dataset\Liver Img Dataset\Volume-000-074.png,True,True,False,False,True,v000_s0074
1,0,D:\DATA SCIENCE AND ANALYTICS\Dataset\LiTS_masks\mask-001-000.png,D:\DATA SCIENCE AND ANALYTICS\Dataset\lits-png\dataset_6\dataset_6\volume-1_0.png,,,D:\DATA SCIENCE AND ANALYTICS\Dataset\Liver Img Dataset\Volume-001-000.png,True,True,False,False,True,v001_s0000
1,1,D:\DATA SCIENCE AND ANALYTICS\Dataset\LiTS_masks\mask-001-001.png,D:\DATA SCIENCE AND ANALYTICS\Dataset\lits-png\dataset_6\dataset_6\volume-1_1.png,,,D:\DATA SCIENCE AND ANALYTICS\Dataset\Liver Img Dataset\Volume-001-001.png,True,True,False,False,True,v001_s0001
1,2,D:\DATA SCIENCE AND ANALYTICS\Dataset\LiTS_masks\mask-001-002.png,D:\DATA SCIENCE AND ANALYTICS\Dataset\lits-png\dataset_6\dataset_6\volume-1_2.png,,,D:\DATA SCIENCE AND ANALYTICS\Dataset\Liver Img Dataset\Volume-001-002.png,True,True,False,False,True,v001_s0002
1,3,D:\DATA SCIENCE AND ANALYTICS\Dataset\LiTS_masks\mask-001-003.png,D:\DATA SCIENCE AND ANALYTICS\Dataset\lits-png\dataset_6\dataset_6\volume-1_3.png,,,D:\DATA SCIENCE AND ANALYTICS\Dataset\Liver Img Dataset\Volume-001-003.png,True,True,False,False,True,v001_s0003
1,4,D:\DATA SCIENCE AND ANALYTICS\Dataset\LiTS_masks\mask-001-004.png,D:\DATA SCIENCE AND ANALYTICS\Dataset\lits-png\dataset_6\dataset_6\volume-1_4.png,,,D:\DATA SCIENCE AND ANALYTICS\Dataset\Liver Img Dataset\Volume-001-004.png,True,True,False,False,True,v001_s0004
1,5,D:\DATA SCIENCE AND ANALYTICS\Dataset\LiTS_masks\mask-001-005.png,D:\DATA SCIENCE AND ANALYTICS\Dataset\lits-png\dataset_6\dataset_6\volume-1_5.png,,,D:\DATA SCIENCE AND ANALYTICS\Dataset\Liver Img Dataset\Volume-001-005.png,True,True,False,False,True,v001_s0005
1,6,D:\DATA SCIENCE AND ANALYTICS\Dataset\LiTS_masks\mask-001-006.png,D:\DATA SCIENCE AND ANALYTICS\Dataset\lits-png\dataset_6\dataset_6\volume-1_6.png,,,D:\DATA SCIENCE AND ANALYTICS\Dataset\Liver Img Dataset\Volume-001-006.png,True,True,False,False,True,v001_s0006
