volume_id,slice_count,organ_positive_slices,tumor_positive_slices,identity_organ_mean_intensity,rot180_organ_mean_intensity,organ_intensity_delta_rot_minus_identity,identity_organ_nonair_fraction,rot180_organ_nonair_fraction,organ_nonair_delta_rot_minus_identity,identity_boundary_gradient,rot180_boundary_gradient,identity_tumor_mean_intensity,rot180_tumor_mean_intensity,identity_tumor_nonair_fraction,rot180_tumor_nonair_fraction,median_adjacent_organ_dice,max_normalized_organ_area_jump,identity_centroid_y,identity_centroid_x,rot180_centroid_y,rot180_centroid_x,tumor_component_count_2d,tiny_tumor_component_count_lt10px,tiny_organ_slices_lt100px,tiny_tumor_slices_lt10px,identity_centroid_distance_to_70_82_reference,rot180_centroid_distance_to_70_82_reference,centroid_distance_improvement_if_rotated,recommended_transform,orientation_confidence,affine_match_bool
10,501,181,81,159.96695870149986,85.15956844358203,-74.80739025791783,1.0,0.7539467730428531,-0.24605322695714693,199.78529357910156,112.48188781738281,132.85093372996198,98.50305734589324,1.0,0.9545529664518262,0.9845953276787949,1.0,-0.1642231961376995,0.05716798350477584,0.1913291333392291,-0.22367821476577351,99,18,5,10,0.32457435254911454,0.29545346916217996,0.029120883386934582,identity,anatomy_metrics_support_identity,True
11,466,167,53,152.3260055118033,119.55545393917401,-32.77055157262929,0.9999865147161225,0.9138229063483813,-0.08616360836774124,163.6075225830078,115.99955444335937,137.0579268292683,107.05754573170732,1.0,0.8109756097560976,0.983100595097766,1.0,-0.21521353119550482,0.08654634541549222,0.22884459872158985,-0.06262125987614411,77,26,5,7,0.3756655136354445,0.14948883212970476,0.22617668150573972,identity,anatomy_metrics_support_identity,True
12,455,189,9,155.09900640675016,80.2877415611162,-74.81126484563394,1.0,0.6573106869539161,-0.3426893130460839,152.04351196289062,81.87782196998596,138.58333333333334,0.0,1.0,0.0,0.9838442435949674,1.0,-0.10662899889719475,0.12624879908580244,0.15857478322976423,-0.2338003965113935,10,2,5,1,0.2725636637288031,0.3039235807599534,-0.03135991703115032,identity,anatomy_metrics_support_identity,True
13,605,142,63,136.67977302326364,126.42885095657186,-10.250922066691775,0.9999978960258031,0.9341813751996145,-0.0658165208261886,209.1270721435547,127.93217620849609,125.31440606571188,78.82780117944398,1.0,0.8761583824768323,0.973404255319149,1.0,-0.20423141638231457,0.043186820384583116,0.17781777180474695,0.035860838958401114,113,32,8,4,0.36531820719402297,0.038572378105445504,0.32674582908857747,identity,anatomy_metrics_support_identity,True
14,588,139,16,169.51755076403936,112.074242366505,-57.443308397534366,1.0,0.7983025435566167,-0.2016974564433833,147.60928649902343,164.70285339355468,152.17873651771956,198.42526964560864,1.0,1.0,0.980466097956399,1.0,-0.18852316797093518,0.03773856905223298,0.23044384749408464,-0.0671983498191174,23,11,3,4,0.35011642327401626,0.15429015855387465,0.1958262647201416,identity,anatomy_metrics_support_identity,True
15,565,133,12,141.9545286629791,102.14884437520153,-39.805684287777574,0.9999975290002706,0.7982082780961935,-0.20178925090407704,140.36956787109375,107.43124084472656,131.33624454148472,185.59825327510916,1.0,1.0,0.9798185002367751,1.0,-0.198263390072701,0.01897240187717617,0.23475523246461277,0.03399615149148937,23,17,3,6,0.3619876653093005,0.08294208289940562,0.27904558240989485,identity,anatomy_metrics_support_identity,True
16,689,187,120,167.41852619920778,92.7702482327613,-74.64827796644649,1.0,0.7739335823383492,-0.22606641766165078,195.85979309082032,68.49452514648438,148.05181786016792,90.42912436072007,1.0,0.8022279642753756,0.9870937332945352,1.0,-0.17778366836364343,0.07356904982691297,0.2711788458205676,0.12997042320685043,540,198,7,7,0.33789393308836896,0.12618354686205688,0.21171038622631208,identity,anatomy_metrics_support_identity,True
17,826,198,53,162.0461318830427,106.60352436536894,-55.44260751767376,1.0,0.9685817014985404,-0.03141829850145965,134.3719924926758,102.1313232421875,141.5771112529249,107.12348436502872,1.0,0.9828759838332269,0.9888418079096045,1.0,-0.21461779928215072,0.08830418369381589,0.23144435998739005,0.054997211204617376,121,27,5,1,0.3751514509240659,0.07293659036304578,0.3022148605610201,identity,anatomy_metrics_support_identity,True
18,845,189,43,163.480039694141,99.04951885265815,-64.43052084148285,1.0,0.9642588025051779,-0.035741197494822054,151.53289947509765,126.35330963134766,152.65962441314554,64.85876369327073,1.0,1.0,0.9880551073146575,1.0,-0.22171663558370316,0.08726538369398439,0.17268806156983302,0.05769339925818662,87,25,9,4,0.3821940859620352,0.017693208006440544,0.36450087795559466,identity,anatomy_metrics_support_identity,True
19,547,188,48,144.94238704337258,101.20434601996229,-43.73804102341029,0.999995876836998,0.8679062269038448,-0.13208964993315322,142.69604949951173,90.06521301269531,131.67267985220604,67.73136274722886,1.0,0.9991306237774397,0.9837204254395485,1.0,-0.19335131659894741,0.09846065594345925,0.14826050619610068,-0.05761025812695619,137,59,5,10,0.3545784372968086,0.12827651286889755,0.22630192442791106,identity,anatomy_metrics_support_identity,True
20,574,194,22,148.6436366102318,101.89827501534012,-46.745361594891655,0.9999967186900135,0.8578438074571051,-0.14215291123290846,150.8294761657715,129.7170166015625,127.61697247706422,97.64908256880734,1.0,1.0,0.9827809664876874,1.0,-0.15762593544830758,0.09986099810173393,0.11645878904360724,-0.056900127906586405,34,21,2,7,0.3191076083998849,0.13430514949187364,0.18480245890801125,identity,anatomy_metrics_support_identity,True
21,437,175,68,160.68067351300905,108.56113394253356,-52.11953957047551,0.9999947125686209,0.8856645838593226,-0.11433012870929835,121.70719451904297,87.64236373901367,147.81330376940133,114.68536585365854,1.0,1.0,0.9869395830344365,1.0,-0.15322822455243662,0.11052430600192521,0.18462278085105346,-0.25568667908239845,122,32,2,2,0.3159153850116618,0.3267282116225946,-0.010812826610932802,identity,anatomy_metrics_support_identity,True
22,247,46,12,165.64940438638808,119.98370876164323,-45.66569562474487,0.9998701154117341,0.8825472223253052,-0.11732289308642892,161.47151641845704,125.45362548828125,131.74025423728813,206.614406779661,1.0,1.0,0.9498037595538112,1.0,-0.2002749349377574,0.019560832987669016,0.18610167317798126,-0.08053379800346071,19,5,3,0,0.363896919418161,0.1528818277587639,0.21101509165939708,identity,anatomy_metrics_support_identity,True
23,391,116,32,160.7215069369404,129.77800621627355,-30.943500720666854,0.9999732777064255,0.8637847786475513,-0.13618849905887423,137.90781860351564,76.97001266479492,130.45413057651112,146.7468566638726,1.0,0.9306137654838409,0.9796643282124146,1.0,-0.20071966185985554,0.023879342857132998,0.20973688254781553,0.1263050839564925,46,16,2,2,0.36376320638724663,0.07497587008475179,0.28878733630249487,identity,anatomy_metrics_support_identity,True
24,276,118,7,160.94358455169603,110.13947103540922,-50.80411351628683,1.0,0.9182701534099142,-0.08172984659008574,118.1929817199707,77.92459411621094,154.2215909090909,194.67045454545453,1.0,1.0,0.9815266643429766,1.0,-0.22091496492826906,0.0629763595454223,0.22316319378666738,-0.0715834056158831,10,4,4,1,0.3810745719485636,0.15510504909482667,0.22596952285373692,identity,anatomy_metrics_support_identity,True
25,601,229,11,180.05176258650243,127.36929533574587,-52.68246725075657,1.0,0.8725676147546187,-0.12743238524538125,182.08779602050782,94.77772233486175,153.1764705882353,166.35294117647058,1.0,1.0,0.9855770347149657,1.0,-0.103518737711622,0.10791610800187042,0.11479129727058168,-0.045308621727097,13,8,12,6,0.26630726232221474,0.12399935405224802,0.14230790826996673,identity,anatomy_metrics_support_identity,True
26,668,191,85,157.32514392045124,107.19000236019278,-50.13514156025846,1.0,0.8697464332014134,-0.13025356679858663,159.67721405029297,184.50755310058594,133.66989989912315,135.61790952122294,1.0,0.9999224024210445,0.9873005152686514,1.0,-0.15364158383952056,0.11188153470060483,0.13517671829698924,-0.1729561603916745,107,15,3,3,0.31650157823625386,0.24434919479911693,0.07215238343713692,identity,anatomy_metrics_support_identity,True
27,861,229,144,158.22734495620358,122.59938123702752,-35.62796371917607,0.9999988132662592,0.9061495355717505,-0.09384927769450863,191.77460174560548,135.44631423950196,135.33546032694525,107.43281830210422,1.0,0.9835460326945239,0.9898276057186424,1.0,-0.1727551040061061,0.10561348217967538,0.179620684224656,0.024273330032364076,411,131,5,8,0.3347349115045624,0.04983177197288824,0.2849031395316742,identity,anatomy_metrics_support_identity,True
28,129,98,74,171.96079236174225,128.38768150844143,-43.57311085330083,1.0,0.8752682227424964,-0.1247317772575036,204.7102081298828,120.01688385009766,152.20476643711626,149.83994923763134,1.0,0.9641117518615979,0.9770692826486818,1.0,-0.16118664971682262,0.0905750049745603,0.1542896481933711,-0.05408542580808908,117,0,1,0,0.32192984276955755,0.12434030773725671,0.19758953503230084,identity,anatomy_metrics_support_identity,True
29,172,114,22,163.04799990290792,110.56522646730424,-52.48277343560367,1.0,0.9128282926355649,-0.08717170736443516,191.46543884277344,119.43700866699218,152.75249216747366,179.97465109655369,1.0,1.0,0.9768592635715325,1.0,-0.1471786537485849,0.07157780543578882,0.15611595978057016,0.004605724814936526,22,0,3,0,0.3072747697847607,0.06563425129184897,0.24164051849291174,identity,anatomy_metrics_support_identity,True
30,200,123,18,168.06269000096,94.29875350949142,-73.76393649146858,0.9996025243074912,0.8694157612585832,-0.13018676304890803,184.0992904663086,96.4904800415039,155.77161362996338,74.26020839200226,1.0,0.6823430019712757,0.9763828934625135,1.0,-0.18089517333544652,0.056026527003237465,0.23010829563657034,-0.1272245454378389,18,0,2,0,0.34127892986924563,0.20939632358032306,0.13188260628892257,identity,anatomy_metrics_support_identity,True
31,91,67,37,168.6409766334339,115.17208730489588,-53.46888932853802,1.0,0.9284482819532669,-0.07155171804673313,125.95006561279297,120.28722534179687,140.00117855038303,103.85444902769594,1.0,0.9622863877430761,0.9636681718663466,1.0,-0.20546936100883503,0.08749628242979442,0.16449779287154603,-0.10297833271730986,56,15,1,9,0.3659747857511781,0.17315377039420024,0.19282101535697785,identity,anatomy_metrics_support_identity,True
32,139,119,0,149.84381289478392,98.16328874412825,-51.68052415065566,0.9999943518248312,0.8108275517984731,-0.18916680002635816,202.7325180053711,115.16576080322265,,,,,0.9738664676490074,1.0,-0.19060523256158285,0.11382393074527776,0.09317605747470305,-0.1880783231858507,0,0,3,0,0.3534106603978066,0.26672812400671686,0.08668253639108975,identity,anatomy_metrics_support_identity,True
33,135,96,78,167.39021749117305,85.69665647245155,-81.69356101872148,0.9999781240019076,0.8178779406810436,-0.182100183320864,225.50191650390624,108.60535507202148,147.9950521000984,86.17462959727038,1.0,0.8432214691032162,0.9749185954413447,1.0,-0.22525727770188111,0.05507188785754612,0.23571818149678353,-0.11229127418805429,338,27,1,0,0.3856436153680599,0.19746612897371865,0.18817748639434126,identity,anatomy_metrics_support_identity,True
34,151,98,0,178.51694803951077,102.84900265411662,-75.66794538539415,1.0,0.8072919801898925,-0.19270801981010754,121.13835144042969,96.29040451049805,,,,,0.9688777114115058,1.0,-0.09660567318710817,0.05414933817198073,0.1609569647427458,0.08889406462073694,0,0,2,0,0.2571946235361152,0.01879455484389088,0.23840006869222435,identity,anatomy_metrics_support_identity,True
35,124,116,29,206.16159263696522,140.26116728187023,-65.900425355095,0.9999713858812962,0.8388291102626403,-0.1611422756186559,176.23733215332032,80.40691590309143,188.4611429701404,187.70278821435633,1.0,0.995847340320348,0.9811766845503319,1.0,-0.06041038268324579,0.12955225123144337,0.011094123622340076,-0.08842548259994898,42,1,1,1,0.22837218341750332,0.21757077060097413,0.010801412816529188,identity,anatomy_metrics_support_identity,True
36,111,89,30,157.8492331908868,78.44795433281918,-79.40127885806761,1.0,0.724713631881053,-0.2752863681189471,147.4183864593506,108.36567687988281,138.89090173059407,124.93897378807813,1.0,1.0,0.9614894688350367,1.0,-0.17414644736917087,0.0873633003663023,0.2161893320519343,-0.08931082445549392,31,1,5,0,0.3346836265262516,0.1690113360181218,0.16567229050812982,identity,anatomy_metrics_support_identity,True
37,122,99,48,167.60869918247514,93.62800695729469,-73.98069222518045,0.999512818430848,0.7211248766020367,-0.2783879418288112,227.76424560546874,88.5160629272461,141.71592424646573,135.7391304347826,1.0,0.7660709522539344,0.97421711097965,1.0,-0.18302524292345787,0.10952577690813475,0.13123423147751917,-0.2801019306177668,56,7,5,5,0.3453733558035323,0.35140828783543826,-0.006034932031905971,identity,anatomy_metrics_support_identity,True
38,132,96,0,168.4249881852552,76.49874763705104,-91.92624054820416,0.9996880907372401,0.7672329867674859,-0.23245510396975425,258.7314025878906,105.2212905883789,,,,,0.9779312415553221,1.0,-0.19258949728425145,0.1075512764482921,0.18110598626826416,-0.0540935727264375,0,0,1,0,0.35466300395282824,0.1259778598422485,0.22868514411057975,identity,anatomy_metrics_support_identity,True
39,260,239,76,178.94057756253576,132.85201127068066,-46.08856629185509,0.9998180603800144,0.9010404073532334,-0.09877765302678103,155.01636810302733,142.1786087036133,178.79294381867973,138.42913453495433,1.0,0.9999770828797653,0.9762349693664375,1.0,-0.1406523821847956,0.09064128891645165,0.12460372631004504,-0.01984219400160102,86,10,3,0,0.3014443988003228,0.09670858989053133,0.20473580890979148,identity,anatomy_metrics_support_identity,True
40,122,90,54,172.55119276585185,114.69736862513959,-57.85382414071225,0.9999476516937585,0.889205779253009,-0.11074187244074947,239.48773498535155,121.57213745117187,151.94326728140737,121.59682165979989,1.0,0.9692956641161468,0.9656305447854373,1.0,-0.19749256255838352,0.10971997562194784,0.19714224485646764,-0.1340911161086173,214,4,1,0,0.35977130776492305,0.2075442230191861,0.15222708474573696,identity,anatomy_metrics_support_identity,True
41,113,104,0,173.58782880398851,117.49866788776954,-56.08916091621896,1.0,0.853303589356815,-0.14669641064318492,199.8391540527344,141.77311096191406,,,,,0.9733688415446072,1.0,-0.13879535297407364,0.09453434219924399,0.19375709854761386,0.021525029288226208,0,0,2,0,0.29988352907894933,0.05911604715925334,0.240767481919696,identity,anatomy_metrics_support_identity,True
42,125,115,7,166.85053126718233,86.84101710821385,-80.0095141589685,0.9989348747902135,0.7431205865673317,-0.25581428822288177,226.80796813964844,107.92039947509765,147.57002457002457,123.2039312039312,1.0,0.9484029484029484,0.975115433915549,1.0,-0.1881762443350286,0.0652420319319656,0.17458743481319966,-0.30793333299504905,10,3,4,0,0.34830305038305953,0.3783304943550099,-0.030027443971950396,identity,anatomy_metrics_support_identity,True
43,155,113,15,119.83478383778301,72.77448692484714,-47.06029691293587,1.0,0.8206758354449203,-0.17932416455507966,131.8169143676758,87.40009918212891,111.26221498371335,60.306188925081436,1.0,1.0,0.9774283314566297,1.0,-0.16428980290628659,0.06790229085225737,0.15469959525881657,-0.017056258980428576,15,1,2,1,0.324390034596325,0.087342312481109,0.23704772211521596,identity,anatomy_metrics_support_identity,True
44,119,113,36,164.5859695296908,96.85251542409863,-67.73345410559217,0.9999012553858541,0.8354439994607025,-0.1644572559251516,207.72576599121095,106.8974380493164,147.5548531372296,67.16593557820497,0.9997204661764073,0.38057454952049197,0.9768204208540519,1.0,-0.15510210160138088,0.12110107371054923,0.1455170256481812,-0.2428036881942127,62,0,2,0,0.3192911935315292,0.31326235695031873,0.0060288365812104505,identity,anatomy_metrics_support_identity,True
45,74,59,11,134.24955179658284,86.00917383082,-48.24037796576283,0.9999967224613004,0.8366540262924155,-0.16334269616888503,152.8067939758301,95.79145317077636,159.61497797356827,76.7295154185022,1.0,1.0,0.9448048233077202,1.0,-0.14389359473594626,0.06891280023831461,0.17729870354400562,0.06481970534556364,11,0,1,0,0.3039886443583059,0.018003744200058614,0.2859849001582473,identity,anatomy_metrics_support_identity,True
46,124,41,33,185.7161718208816,129.95250440663085,-55.76366741425073,0.9997119400835374,0.8379114284342571,-0.1618005116492802,269.6959197998047,116.52912139892578,148.27363566487318,107.65872405841661,1.0,0.7519215987701768,0.917976332041711,1.0,-0.13229551673446058,0.058177906402197485,0.10999820440696409,-0.0399014834855954,163,20,2,0,0.29263192255107784,0.12088857449122217,0.17174334805985567,identity,anatomy_metrics_support_identity,True
47,225,85,0,155.89726756669313,78.95283390687962,-76.94443365981353,1.0,0.8473808053178035,-0.15261919468219654,129.1299793243408,105.72794647216797,,,,,0.9709172891787388,1.0,-0.1533496626677834,0.09350668380159725,0.15299393816946816,-0.09914476386619095,0,0,2,0,0.31431362018799136,0.1694129478137616,0.14490067237422977,identity,anatomy_metrics_support_identity,True
48,244,69,27,161.59158752306791,123.83506323986137,-37.75652428320655,0.9995588963406401,0.9627042354953415,-0.03685466084529865,189.59134368896486,115.67332153320312,150.40822072072072,162.3061936936937,1.0,0.9851351351351352,0.9446587010236062,1.0,-0.19214453558626454,0.054641348109771226,0.1791611290181259,-0.025025033703849932,27,0,0,0,0.35257709559198896,0.09703643030544078,0.2555406652865482,identity,anatomy_metrics_support_identity,False
49,254,73,23,171.91665110146678,126.575751249794,-45.3408998516728,0.9980992144152063,0.9069164423446685,-0.09118277207053782,172.3284652709961,87.56315441131592,153.59468937875752,80.07114228456913,1.0,0.7555110220440882,0.9631515724146064,1.0,-0.17069535075775316,0.03331196769027022,0.16373022366782122,0.18892248620401456,47,5,1,2,0.33282952299935203,0.1188587676421357,0.21397075535721632,identity,anatomy_metrics_support_identity,False
50,240,64,7,180.00812806911952,133.36603310852237,-46.64209496059715,0.999538753171072,0.9535209445435062,-0.04601780862756569,147.35299987792968,123.95290832519531,163.5328947368421,112.05657894736842,1.0,1.0,0.9561845676618844,1.0,-0.16862610595364108,0.06934907031743967,0.14475393299643036,0.0321275809194622,7,0,2,0,0.3287196635485735,0.040971383266768774,0.28774828028180477,identity,anatomy_metrics_support_identity,False
51,227,56,35,152.65534452749054,63.30304597112727,-89.35229855636327,0.998750895873861,0.6470205795024061,-0.3517303163714549,181.88175354003906,56.638539308309554,139.79812191526185,58.85270174988783,1.0,0.5733927312351772,0.937933025404157,1.0,-0.1510036848529741,0.09947212108210979,0.1821665140880349,-0.3171683540997502,85,0,0,0,0.3124780236507006,0.38791629897453944,-0.07543827532383884,identity,anatomy_metrics_support_identity,False
52,237,56,21,188.15728632894994,133.345823480775,-54.811462848174926,0.9987202645839807,0.8263351642853757,-0.17238510029860493,181.12720184326173,111.44631013870239,170.4813596491228,187.81776315789475,1.0,1.0,0.9400972590627763,1.0,-0.16136795765898967,0.07343093445509767,0.1917864818617718,0.013708108840361366,21,0,1,0,0.321477669199611,0.06470495918915317,0.25677271001045787,identity,anatomy_metrics_support_identity,False
53,105,44,10,161.66556232155762,102.78237007248606,-58.88319224907156,1.0,0.9722506457914434,-0.027749354208556648,205.2741325378418,126.41594696044922,155.48521739130436,83.89391304347826,1.0,1.0,0.9595706618962433,1.0,-0.16707038468681665,-0.04410182173884587,0.141442726204596,0.15472690019928384,10,0,3,0,0.3465287010373134,0.08663861705612573,0.2598900839811877,identity,anatomy_metrics_support_identity,True
54,96,29,4,151.75138205570806,78.27570395492255,-73.47567810078552,0.9999771875261393,0.7525759085067715,-0.2474012790193678,136.83201599121094,87.52797465324402,149.03787878787878,22.356060606060606,1.0,0.6212121212121212,0.9028024404139494,1.0,-0.20886969039572198,-0.05674935345178894,0.20673789669787102,0.1239025964791578,4,0,1,0,0.39016521036404544,0.07119277668270255,0.31897243368134287,identity,anatomy_metrics_support_identity,True
55,192,92,6,184.602251680534,149.62198326517182,-34.9802684153622,1.0,0.9371574296056033,-0.06284257039439665,83.91900100708008,99.37779083251954,122.88193456614509,189.8108108108108,1.0,1.0,0.9671675013912076,1.0,-0.12749417942640268,-0.07520675516906153,0.15036757772846351,-0.026430150036466916,6,0,2,0,0.3222202304980516,0.09703809336266381,0.2251821371353878,identity,anatomy_metrics_support_identity,True
56,239,91,66,170.08121953691503,95.7166875512517,-74.36453198566335,0.9999976965531221,0.8413984686685155,-0.15859922788460654,163.7361038208008,123.57687721252441,128.79291528759282,114.18551152458478,1.0,0.9243074812893223,0.9676466003368016,1.0,-0.15822149402026386,-0.07886501588183581,0.17608122652491,0.18015365902103575,73,3,3,2,0.3514544804499671,0.11118981031889576,0.24026467013107133,identity,anatomy_metrics_support_identity,True
57,366,149,21,164.21161861030274,120.99995878794002,-43.211659822362726,1.0,0.9690151780028635,-0.030984821997136428,177.98434753417968,104.38353157043457,140.65594660194174,77.66868932038835,1.0,0.8428398058252428,0.9801964404731586,1.0,-0.15492565352558169,-0.07015510142530809,0.1573967802565567,-0.06013906056332283,21,0,5,0,0.3448383226220446,0.13028634886792517,0.21455197375411944,identity,anatomy_metrics_support_identity,True
58,212,83,17,165.61458214877814,94.75451727006661,-70.86006487871153,1.0,0.8891196485536955,-0.11088035144630448,179.36839294433594,100.42651824951172,138.76308539944904,73.39118457300276,1.0,0.8677685950413223,0.9634990086634863,1.0,-0.0922039582415711,-0.10742922175168435,0.08882153052034471,-0.06554960101197799,21,5,2,2,0.30850784751236665,0.1532502834159302,0.15525756409643646,identity,anatomy_metrics_support_identity,True
59,216,77,4,174.10128955125322,96.29406987487918,-77.80721967637403,1.0,0.9076864497266727,-0.09231355027332735,132.69488677978515,93.99233551025391,140.26190476190476,68.95833333333333,1.0,1.0,0.9733927751511192,1.0,-0.21006500586335894,-0.051968847530605974,0.17187055302632964,-0.02568969172901893,4,0,3,0,0.3897720264401995,0.0965303049410981,0.2932417214991014,identity,anatomy_metrics_support_identity,True
60,244,79,18,152.3499788422568,99.2971057483143,-53.05287309394251,1.0,0.9145524871511896,-0.08544751284881039,149.00860290527345,83.66266403198242,141.3091804431938,78.92578262398874,1.0,1.0,0.9675047020939832,1.0,-0.1366686213484491,-0.04478067190375538,0.11409422798360877,0.07036464183578098,18,1,1,1,0.31822834610535633,0.04599908080420331,0.272229265301153,identity,anatomy_metrics_support_identity,True
61,193,61,11,163.9940436259383,87.33786799234534,-76.65617563359297,1.0,0.7842606257900051,-0.21573937420999484,79.59272117614746,72.16671371459961,146.81718963165076,36.30013642564802,1.0,0.9140518417462483,0.943115097087994,1.0,-0.0702276056914052,-0.10965021299262505,0.09142304329079212,0.05717638714171906,11,0,2,0,0.2921720966329338,0.06987873064702572,0.2222933659859081,identity,anatomy_metrics_support_identity,True
62,188,89,13,176.75080422375228,129.2745186577106,-47.4762855660417,0.9999635399868183,0.9031565957566154,-0.09680694423020292,165.52986907958984,101.65684051513672,153.6587795765878,149.12204234122044,1.0,0.9850560398505604,0.9786909199017368,1.0,-0.15920033631473124,-0.11186022062479423,0.15009752985842761,-0.03490679554306041,15,3,2,1,0.3675113527627555,0.10550072510087011,0.2620106276618854,identity,anatomy_metrics_support_identity,True
63,104,37,7,166.27683661987768,85.79918030210645,-80.47765631777122,1.0,0.8266502391833194,-0.1733497608166806,95.52512283325196,117.81732025146485,146.3918128654971,142.60233918128654,1.0,0.9707602339181286,0.9256467019568575,1.0,-0.18515944566043455,-0.057019507464830706,0.2155682964645493,-0.04098035384272167,8,2,0,2,0.3679175359430997,0.12418011412993629,0.24373742181316344,identity,anatomy_metrics_support_identity,True
