volume_id,saved_slice_index,candidate_source_slice,offset,image_correlation
11,386,384,-2,0.971957151101559
11,386,385,-1,0.9908266826196763
11,386,386,0,1.0
11,386,387,1,0.9910783269517859
11,386,388,2,0.9726630332503617
11,386,389,3,0.9543785288116203
11,386,390,4,0.9372709528126267
11,386,391,5,0.9204962048862769
12,396,391,-5,0.8989874340983013
12,396,392,-4,0.920713450191083
12,396,393,-3,0.9423053263357061
12,396,394,-2,0.9647582503843002
12,396,395,-1,0.9872676131222035
12,396,396,0,1.0
12,396,397,1,0.9885901900997544
12,396,398,2,0.9684194971876402
12,396,399,3,0.9511594584509151
12,396,400,4,0.9359493640379135
12,396,401,5,0.9218880578309633
13,372,367,-5,0.9481627567082307
13,372,368,-4,0.9596030729503123
13,372,369,-3,0.9720681218869502
13,372,370,-2,0.9836344282575835
13,372,371,-1,0.9944171029110371
13,372,372,0,1.0
13,372,373,1,0.9943091686093364
13,372,374,2,0.9825205472106749
13,372,375,3,0.969887994102797
13,372,376,4,0.9573799516935608
13,372,377,5,0.9456361508701793
14,353,348,-5,0.9378483902795807
14,353,349,-4,0.9504365671854003
14,353,350,-3,0.9641607416733365
14,353,351,-2,0.9778514345183328
14,353,352,-1,0.9926088260623648
14,353,353,0,1.0
14,353,354,1,0.9928213076354544
14,353,355,2,0.978148364678065
14,353,356,3,0.9637991851545533
14,353,357,4,0.9497516192716738
14,353,358,5,0.9359259406290907
15,324,319,-5,0.9313388668125839
15,324,320,-4,0.9428821111630794
15,324,321,-3,0.9572464315209699
15,324,322,-2,0.9740765249959119
15,324,323,-1,0.9913924652434093
15,324,324,0,1.0
15,324,325,1,0.9910972240166871
15,324,326,2,0.9724297479609636
15,324,327,3,0.9510866113827654
15,324,328,4,0.9312025178936044
15,324,329,5,0.9134432725070316
16,394,389,-5,0.9617082467918228
16,394,390,-4,0.9702670321118196
16,394,391,-3,0.9794570027491936
16,394,392,-2,0.9888374353212959
16,394,393,-1,0.9967277660284266
16,394,394,0,1.0
16,394,395,1,0.996677308640313
16,394,396,2,0.9885420385274775
16,394,397,3,0.9780178603476452
16,394,398,4,0.9669993449985408
16,394,399,5,0.9571277930196121
17,471,466,-5,0.9516236511837911
17,471,467,-4,0.9624890746887022
17,471,468,-3,0.9738869428225966
17,471,469,-2,0.9854999599687952
17,471,470,-1,0.9954625137931752
17,471,471,0,1.0
17,471,472,1,0.9950756259698115
17,471,473,2,0.9838701702373841
17,471,474,3,0.9717053573496371
17,471,475,4,0.9602192924575115
17,471,476,5,0.9498625723377973
18,494,489,-5,0.9626739109938359
18,494,490,-4,0.9719158993724503
18,494,491,-3,0.9810750575274138
18,494,492,-2,0.9900444856881288
18,494,493,-1,0.9971100468736521
18,494,494,0,1.0
18,494,495,1,0.9970659824368426
18,494,496,2,0.9899217578886458
18,494,497,3,0.9807001687887674
18,494,498,4,0.9712196686613888
18,494,499,5,0.962025751501296
19,442,437,-5,0.9415943114362659
19,442,438,-4,0.9534034070615072
19,442,439,-3,0.9648839087935835
19,442,440,-2,0.9766928047377187
19,442,441,-1,0.9895894097213208
19,442,442,0,1.0
19,442,443,1,0.9897737301507015
19,442,444,2,0.9769492875771006
19,442,445,3,0.9646968206436164
19,442,446,4,0.9515363338274118
19,442,447,5,0.9385051619410036
20,476,471,-5,0.9398561071755053
20,476,472,-4,0.9504875709001983
20,476,473,-3,0.9628367566757714
20,476,474,-2,0.9767500952062104
20,476,475,-1,0.9907781334785938
20,476,476,0,1.0
20,476,477,1,0.9907802676428019
20,476,478,2,0.977508962699385
20,476,479,3,0.9645837294881539
20,476,480,4,0.9505439789000066
20,476,481,5,0.9363494433442092
21,399,394,-5,0.9401600903129995
21,399,395,-4,0.9531297300971849
21,399,396,-3,0.9670205726322633
21,399,397,-2,0.9812253461352678
21,399,398,-1,0.9939343069452465
21,399,399,0,1.0
21,399,400,1,0.9945388672482676
21,399,401,2,0.9826625767557243
21,399,402,3,0.9688741548695656
21,399,403,4,0.9546704489585666
21,399,404,5,0.940610065222999
22,132,127,-5,0.9265787999901587
22,132,128,-4,0.9379400116815533
22,132,129,-3,0.9508109214674773
22,132,130,-2,0.9681656902528
22,132,131,-1,0.9878292739300295
22,132,132,0,1.0
22,132,133,1,0.9875613100473981
22,132,134,2,0.9647278261616007
22,132,135,3,0.9441304557852489
22,132,136,4,0.9221423295829491
22,132,137,5,0.8972169323817796
23,336,331,-5,0.9250631517424612
23,336,332,-4,0.9418392205329477
23,336,333,-3,0.9590000603095921
23,336,334,-2,0.9764046502890628
23,336,335,-1,0.9917925134033493
23,336,336,0,1.0
23,336,337,1,0.9920373710656857
23,336,338,2,0.9769137375225948
23,336,339,3,0.9621425405901556
23,336,340,4,0.9494604319778016
23,336,341,5,0.93482746275371
24,234,229,-5,0.8625089494054745
24,234,230,-4,0.8844754198008745
24,234,231,-3,0.9123989531265037
24,234,232,-2,0.9471214303972179
24,234,233,-1,0.9807259813273875
24,234,234,0,1.0
24,234,235,1,0.9804495169790989
24,234,236,2,0.9441847914862752
24,234,237,3,0.910657742543037
24,234,238,4,0.8828352798769306
24,234,239,5,0.856460990698646
25,512,507,-5,0.9799767760518726
25,512,508,-4,0.9848503815977996
25,512,509,-3,0.9895090658725442
25,512,510,-2,0.9938295234187133
25,512,511,-1,0.9980262901516779
25,512,512,0,1.0
25,512,513,1,0.9980741781403616
25,512,514,2,0.9940662267641455
25,512,515,3,0.9894415671446256
25,512,516,4,0.9843540683854086
25,512,517,5,0.9790703753975571
26,388,383,-5,0.9644395999852592
26,388,384,-4,0.9700820168428362
26,388,385,-3,0.9763776883790375
26,388,386,-2,0.9831936770135399
26,388,387,-1,0.9970289169729263
26,388,388,0,1.0
26,388,389,1,0.9910435631552911
26,388,390,2,0.9843655964970501
26,388,391,3,0.9632916606595757
26,388,392,4,0.9563444501221985
26,388,393,5,0.9435179738619769
27,490,485,-5,0.9697200743652694
27,490,486,-4,0.9764852875882329
27,490,487,-3,0.9831056966877035
27,490,488,-2,0.9896531502325566
27,490,489,-1,0.9965445386493923
27,490,490,0,1.0
27,490,491,1,0.9966758192412074
27,490,492,2,0.9904972044138056
27,490,493,3,0.983366640818314
27,490,494,4,0.9751815899653706
27,490,495,5,0.9673003939700854
28,96,91,-5,0.9193134088372749
28,96,92,-4,0.9310330888533418
28,96,93,-3,0.9453621591062586
28,96,94,-2,0.9643772954623211
28,96,95,-1,0.9829856260394745
28,96,96,0,1.0
28,96,97,1,0.9854686058217028
28,96,98,2,0.9621739863404173
28,96,99,3,0.938238708567403
28,96,100,4,0.9158006271184984
28,96,101,5,0.8884671106062961
29,126,121,-5,0.9395840026234281
29,126,122,-4,0.94967324189993
29,126,123,-3,0.9635609606532655
29,126,124,-2,0.97647446816997
29,126,125,-1,0.9896881142134344
29,126,126,0,1.0
29,126,127,1,0.988682664774008
29,126,128,2,0.9707230951957453
29,126,129,3,0.9524536871792117
29,126,130,4,0.937135398453115
29,126,131,5,0.9215174452714961
30,141,136,-5,0.910331720444628
30,141,137,-4,0.9278952089598101
30,141,138,-3,0.9490022231685863
30,141,139,-2,0.9707278433992782
30,141,140,-1,0.9890942105856402
30,141,141,0,1.0
30,141,142,1,0.9884345487228889
30,141,143,2,0.9678358652414083
30,141,144,3,0.9452438800993092
30,141,145,4,0.9252868621603589
30,141,146,5,0.9067376904621368
31,71,66,-5,0.9114635650683817
31,71,67,-4,0.9290549411939802
31,71,68,-3,0.9483453839898198
31,71,69,-2,0.9693164605809508
31,71,70,-1,0.990040245177398
31,71,71,0,1.0
31,71,72,1,0.9884341826517892
31,71,73,2,0.9641408373908891
31,71,74,3,0.9364784986711779
31,71,75,4,0.9114851990986456
31,71,76,5,0.8851875148445693
32,94,89,-5,0.8812734874915861
32,94,90,-4,0.9022997815045272
32,94,91,-3,0.9250659937445064
32,94,92,-2,0.9516739576668795
32,94,93,-1,0.9799127190324733
32,94,94,0,1.0
32,94,95,1,0.980863612399506
32,94,96,2,0.954424572306435
32,94,97,3,0.9278993264384078
32,94,98,4,0.8991191515181566
32,94,99,5,0.8733691209844885
33,19,14,-5,0.864569101013392
33,19,15,-4,0.8862377086524642
33,19,16,-3,0.9142120960765586
33,19,17,-2,0.9414871081252797
33,19,18,-1,0.9708771383421556
33,19,19,0,1.0
33,19,20,1,0.9721155256203275
33,19,21,2,0.9400774492597943
33,19,22,3,0.9113519064282736
33,19,23,4,0.8898920269685278
33,19,24,5,0.8710610831938767
33,37,32,-5,0.8799601286087281
33,37,33,-4,0.8990920716895237
33,37,34,-3,0.9206630374419207
33,37,35,-2,0.9439860573901225
33,37,36,-1,0.9732653427198872
33,37,37,0,1.0
33,37,38,1,0.9690838724102423
33,37,39,2,0.930599287659614
33,37,40,3,0.902196820880972
33,37,41,4,0.8747736747026238
33,37,42,5,0.8475428503190134
33,85,80,-5,0.8682178187233055
33,85,81,-4,0.8918090596750686
33,85,82,-3,0.9171025816756969
33,85,83,-2,0.9458423696727689
33,85,84,-1,0.9764987382036653
33,85,85,0,1.0
33,85,86,1,0.973990103025573
33,85,87,2,0.944114106163386
33,85,88,3,0.9186972373293014
33,85,89,4,0.8977697694864908
33,85,90,5,0.8799812388645366
33,99,94,-5,0.8765354476327253
33,99,95,-4,0.897471883564209
33,99,96,-3,0.9213810840216617
33,99,97,-2,0.9506116810517699
33,99,98,-1,0.9796946677704241
33,99,99,0,1.0
33,99,100,1,0.9788635168590122
33,99,101,2,0.9490268386686097
33,99,102,3,0.9178101391312482
33,99,103,4,0.8837302958317869
33,99,104,5,0.8537955025199859
33,100,95,-5,0.8742119312795434
33,100,96,-4,0.8961931037066203
33,100,97,-3,0.9219042344122595
33,100,98,-2,0.949165952268539
33,100,99,-1,0.9788635168590122
33,100,100,0,1.0
33,100,101,1,0.9785863245053485
33,100,102,2,0.9463248036252818
33,100,103,3,0.9109425637059562
33,100,104,4,0.8785669680634471
33,100,105,5,0.8488642589193334
33,132,127,-5,0.7060643912765983
33,132,128,-4,0.7534428943951554
33,132,129,-3,0.8131713956479105
33,132,130,-2,0.8861341828541385
33,132,131,-1,0.9615422824699904
33,132,132,0,1.0
33,132,133,1,0.967577780677435
33,132,134,2,0.9242931240876712
34,114,109,-5,0.9125296153806454
34,114,110,-4,0.9287339981214124
34,114,111,-3,0.9464210069245902
34,114,112,-2,0.966052745162094
34,114,113,-1,0.987872676541983
34,114,114,0,1.0
34,114,115,1,0.9901686304170421
34,114,116,2,0.9723707530825701
34,114,117,3,0.9532266895804741
34,114,118,4,0.9341461357598316
34,114,119,5,0.9153754450513112
35,99,94,-5,0.9125244793613566
35,99,95,-4,0.9289339415413744
35,99,96,-3,0.946069555101283
35,99,97,-2,0.9643327595225932
35,99,98,-1,0.9850064858655352
35,99,99,0,1.0
35,99,100,1,0.9860165249316826
35,99,101,2,0.9623949957132217
35,99,102,3,0.939557920776508
35,99,103,4,0.9166335359818942
35,99,104,5,0.8938657986281037
36,68,63,-5,0.906455491069211
36,68,64,-4,0.9234352217571384
36,68,65,-3,0.9423372935735193
36,68,66,-2,0.9643214112433844
36,68,67,-1,0.9867567009054546
36,68,68,0,1.0
36,68,69,1,0.9856879857662624
36,68,70,2,0.9633383040707164
36,68,71,3,0.9420776821022233
36,68,72,4,0.9221416380266841
36,68,73,5,0.900268863709623
37,76,71,-5,0.9286079194944848
37,76,72,-4,0.9428187803898171
37,76,73,-3,0.9572454614474629
37,76,74,-2,0.9721112781271507
37,76,75,-1,0.9881615472716423
37,76,76,0,1.0
37,76,77,1,0.987878076260419
37,76,78,2,0.9720145288055451
37,76,79,3,0.9564767633461249
37,76,80,4,0.9423098164575165
37,76,81,5,0.9308012143085171
38,98,93,-5,0.9016406688076808
38,98,94,-4,0.9216740798530026
38,98,95,-3,0.9421948150787555
38,98,96,-2,0.963418262603718
38,98,97,-1,0.9855547379970201
38,98,98,0,1.0
38,98,99,1,0.9829496896551119
38,98,100,2,0.9620555787395761
38,98,101,3,0.9437105031547318
38,98,102,4,0.9234932081074815
38,98,103,5,0.9026789942043247
39,190,185,-5,0.9690516918348479
39,190,186,-4,0.9746743025803469
39,190,187,-3,0.9814773539522145
39,190,188,-2,0.9891951389067749
39,190,189,-1,0.9963189876685407
39,190,190,0,1.0
39,190,191,1,0.9966645989815371
39,190,192,2,0.9889368439461517
39,190,193,3,0.9801314413812865
39,190,194,4,0.9713607733724758
39,190,195,5,0.9631935114095984
40,80,75,-5,0.895900396471193
40,80,76,-4,0.911922018326741
40,80,77,-3,0.9316999064863444
40,80,78,-2,0.9540928643468792
40,80,79,-1,0.979302881806728
40,80,80,0,1.0
40,80,81,1,0.9782379297797918
40,80,82,2,0.9462340070146796
40,80,83,3,0.9295453819433017
40,80,84,4,0.9113765114097493
40,80,85,5,0.8924303389702676
41,79,74,-5,0.9245424326126791
41,79,75,-4,0.9372804886689309
41,79,76,-3,0.9521764713256615
41,79,77,-2,0.9681006617582851
41,79,78,-1,0.9866965003432041
41,79,79,0,1.0
41,79,80,1,0.9858551072293303
41,79,81,2,0.9688958247771203
41,79,82,3,0.9512932721060525
41,79,83,4,0.9325234464125917
41,79,84,5,0.9124378193142497
42,83,78,-5,0.9323730776561109
42,83,79,-4,0.9430119692414745
42,83,80,-3,0.9538719205174988
42,83,81,-2,0.9678448783038434
42,83,82,-1,0.9842866248312319
42,83,83,0,1.0
42,83,84,1,0.9853586174743302
42,83,85,2,0.9699034087893019
42,83,86,3,0.9552998646496257
42,83,87,4,0.9420489707261819
42,83,88,5,0.9281063609134563
43,119,114,-5,0.8848962316107164
43,119,115,-4,0.9054076412484818
43,119,116,-3,0.9235864632233154
43,119,117,-2,0.944518019650697
43,119,118,-1,0.9747806022520891
43,119,119,0,1.0
43,119,120,1,0.9748145141691724
43,119,121,2,0.9457311474905045
43,119,122,3,0.9127999654989185
43,119,123,4,0.8796909613251305
43,119,124,5,0.850119697490089
44,1,0,-1,0.9637838838103394
44,1,1,0,1.0
44,1,2,1,0.9659724974909354
44,1,3,2,0.9245976217631201
44,1,4,3,0.8829686005006496
44,1,5,4,0.8535815990003088
44,1,6,5,0.8349743961212074
44,57,52,-5,0.8847545790431945
44,57,53,-4,0.9034942150106221
44,57,54,-3,0.9261606467106808
44,57,55,-2,0.952099399540669
44,57,56,-1,0.9798561859698052
44,57,57,0,1.0
44,57,58,1,0.9794750106835977
44,57,59,2,0.9506055682032366
44,57,60,3,0.9271923012607481
44,57,61,4,0.9089045862271838
44,57,62,5,0.8926415892013303
44,81,76,-5,0.9038035772539714
44,81,77,-4,0.9230601042138246
44,81,78,-3,0.9439709818634555
44,81,79,-2,0.9657861035330739
44,81,80,-1,0.9863241796095515
44,81,81,0,1.0
44,81,82,1,0.9857146780230929
44,81,83,2,0.9620431302514345
44,81,84,3,0.9364027152679765
44,81,85,4,0.9120309512950636
44,81,86,5,0.8902208319338638
44,97,92,-5,0.8257851614956165
44,97,93,-4,0.8533882940448385
44,97,94,-3,0.8852845245802453
44,97,95,-2,0.9277177769003138
44,97,96,-1,0.977489328560743
44,97,97,0,1.0
44,97,98,1,0.9829271493330742
44,97,99,2,0.9567655740223676
44,97,100,3,0.929401882805887
44,97,101,4,0.9030090827807639
44,97,102,5,0.8768122320523353
44,113,108,-5,0.8808691799394729
44,113,109,-4,0.9047292405610037
44,113,110,-3,0.9326709668399725
44,113,111,-2,0.9603886977336533
44,113,112,-1,0.985235907390172
44,113,113,0,1.0
44,113,114,1,0.9876892982230479
44,113,115,2,0.9697558416567289
44,113,116,3,0.9502781163582453
44,113,117,4,0.9306415682521301
44,113,118,5,0.9112179756620118
44,116,111,-5,0.8996140192075427
44,116,112,-4,0.9239601836253251
44,116,113,-3,0.9502781163582453
44,116,114,-2,0.9722700538008424
44,116,115,-1,0.9895574369111816
44,116,116,0,1.0
44,116,117,1,0.9888369219123834
44,116,118,2,0.9695720738726199
45,51,46,-5,0.8937687782009597
45,51,47,-4,0.9139663755390546
45,51,48,-3,0.9326057365501714
45,51,49,-2,0.9517252612588945
45,51,50,-1,0.9787863145986716
45,51,51,0,1.0
45,51,52,1,0.9790934737589393
45,51,53,2,0.9417623053994092
45,51,54,3,0.9045034490024756
45,51,55,4,0.8678919224265602
45,51,56,5,0.8336162361333259
46,58,53,-5,0.859329650572663
46,58,54,-4,0.883056962108995
46,58,55,-3,0.906871852471794
46,58,56,-2,0.936523341501809
46,58,57,-1,0.9702142570128365
46,58,58,0,1.0
46,58,59,1,0.9689373208231248
46,58,60,2,0.9148734577444745
46,58,61,3,0.8547898321605054
46,58,62,4,0.7779972815604651
46,58,63,5,0.7063882390366489
47,182,177,-5,0.8893125919530579
47,182,178,-4,0.9086297604304545
47,182,179,-3,0.933377230733415
47,182,180,-2,0.9600355566307176
47,182,181,-1,0.9868297462632504
47,182,182,0,1.0
47,182,183,1,0.9867996245723502
47,182,184,2,0.9603623139389611
47,182,185,3,0.9326210892589363
47,182,186,4,0.9052244038191529
47,182,187,5,0.8790251838177702
48,150,145,-5,0.9207027104809872
48,150,146,-4,0.9345269534297342
48,150,147,-3,0.9471624301705694
48,150,148,-2,0.9617099378344479
48,150,149,-1,0.985305328449702
48,150,150,0,1.0
48,150,151,1,0.9883447284984833
48,150,152,2,0.9689572870312345
48,150,153,3,0.9510025920550759
48,150,154,4,0.9341684198687975
48,150,155,5,0.9190679824432593
49,154,149,-5,0.9207385661546288
49,154,150,-4,0.9357420752609436
49,154,151,-3,0.9493596579326625
49,154,152,-2,0.9667319152227625
49,154,153,-1,0.9874551020025018
49,154,154,0,1.0
49,154,155,1,0.9865227641246449
49,154,156,2,0.9626544120978042
49,154,157,3,0.94018744336001
49,154,158,4,0.9168000579460257
49,154,159,5,0.8945591220067497
50,138,133,-5,0.9549102135558605
50,138,134,-4,0.9645004338862851
50,138,135,-3,0.9743606890833416
50,138,136,-2,0.9845497325080658
50,138,137,-1,0.9923908736572136
50,138,138,0,1.0
50,138,139,1,0.9938868793650846
50,138,140,2,0.9819942369855903
50,138,141,3,0.9661173106197851
50,138,142,4,0.9471974214283634
50,138,143,5,0.9269992821865726
51,133,128,-5,0.8311135069575426
51,133,129,-4,0.8609396811045299
51,133,130,-3,0.8958399020103056
51,133,131,-2,0.9329836518866876
51,133,132,-1,0.9737403638108114
51,133,133,0,1.0
51,133,134,1,0.974597624546196
51,133,135,2,0.9374930529138613
51,133,136,3,0.9032123038830749
51,133,137,4,0.8709744677819292
51,133,138,5,0.8439725482036342
52,135,130,-5,0.9247246784384898
52,135,131,-4,0.9369223509138607
52,135,132,-3,0.9507731738161281
52,135,133,-2,0.9667218571198017
52,135,134,-1,0.9871359249407801
52,135,135,0,1.0
52,135,136,1,0.986915622927728
52,135,137,2,0.9643683426633003
52,135,138,3,0.9397048754368647
52,135,139,4,0.9144660828989641
52,135,140,5,0.8845480677722678
53,84,79,-5,0.8603063026565672
53,84,80,-4,0.8776098170173068
53,84,81,-3,0.9047589840681626
53,84,82,-2,0.9385186204384864
53,84,83,-1,0.9743839775835493
53,84,84,0,1.0
53,84,85,1,0.9740716237239258
53,84,86,2,0.9375584519697031
53,84,87,3,0.9025061793174268
53,84,88,4,0.8664900806605329
53,84,89,5,0.8431772822421513
54,74,69,-5,0.8537943120535381
54,74,70,-4,0.877875407361873
54,74,71,-3,0.9057793852057034
54,74,72,-2,0.9351060622251404
54,74,73,-1,0.9743608481070274
54,74,74,0,1.0
54,74,75,1,0.9720349227422607
54,74,76,2,0.9264589511657736
54,74,77,3,0.8753336079448424
54,74,78,4,0.8206883232227499
54,74,79,5,0.7743099143353722
55,152,147,-5,0.928169338614752
55,152,148,-4,0.9455847241640021
55,152,149,-3,0.9636049787245682
55,152,150,-2,0.9798229413277916
55,152,151,-1,0.9938077070195765
55,152,152,0,1.0
55,152,153,1,0.9937650978477685
55,152,154,2,0.9801447468848077
55,152,155,3,0.9650277210137262
55,152,156,4,0.9505718688437523
55,152,157,5,0.9366308470948774
56,195,190,-5,0.9321021118234326
56,195,191,-4,0.9410659840214104
56,195,192,-3,0.9533359483857984
56,195,193,-2,0.9699025948099926
56,195,194,-1,0.9893354768400885
56,195,195,0,1.0
56,195,196,1,0.9892504744467653
56,195,197,2,0.9714898336931208
56,195,198,3,0.95370766276396
56,195,199,4,0.9365847463134199
56,195,200,5,0.9206657749568524
57,310,305,-5,0.9574367788913793
57,310,306,-4,0.9652996537153792
57,310,307,-3,0.9753169849503889
57,310,308,-2,0.9860968880644028
57,310,309,-1,0.9956949571775765
57,310,310,0,1.0
57,310,311,1,0.9955205050284678
57,310,312,2,0.985812043845337
57,310,313,3,0.9760253409737087
57,310,314,4,0.9671094692655194
57,310,315,5,0.958436858842682
58,180,175,-5,0.8606490050439989
58,180,176,-4,0.8901563058171543
58,180,177,-3,0.9190666796847157
58,180,178,-2,0.950229616377656
58,180,179,-1,0.9815121428879047
58,180,180,0,1.0
58,180,181,1,0.9805710625916496
58,180,182,2,0.9440728738555175
58,180,183,3,0.9048151416644471
58,180,184,4,0.8672800510566233
58,180,185,5,0.8333704898275195
59,182,177,-5,0.8633888001301326
59,182,178,-4,0.8880108123558367
59,182,179,-3,0.9157801137328617
59,182,180,-2,0.9475229673913778
59,182,181,-1,0.9806940616204708
59,182,182,0,1.0
59,182,183,1,0.9817273339569507
59,182,184,2,0.9539823825227375
59,182,185,3,0.9274721109030074
59,182,186,4,0.9012818876134059
59,182,187,5,0.881624839446627
60,202,197,-5,0.9005888009113876
60,202,198,-4,0.918872018977012
60,202,199,-3,0.9409318464104258
60,202,200,-2,0.9620250303639741
60,202,201,-1,0.9845931257305787
60,202,202,0,1.0
60,202,203,1,0.9846538502598846
60,202,204,2,0.9599426307367604
60,202,205,3,0.9390719125165263
60,202,206,4,0.9206205310213887
