split,sample_id,volume_id,slice_index,tumor_pixels_native,median_contrast_hu,window,lower_hu,upper_hu,tumor_median_windowed,liver_median_windowed,absolute_median_separation,tumor_low_saturation_pct,tumor_high_saturation_pct,liver_low_saturation_pct,liver_high_saturation_pct
train,v000_s0062,0,62,12,-25.0,broad_abdominal,-160.0,240.0,0.6449999809265137,0.7074999809265137,0.0625,0.0,0.0,0.0,0.0
train,v000_s0062,0,62,12,-25.0,liver_soft_tissue,-20.0,140.0,0.737500011920929,0.893750011920929,0.15625,0.0,8.333333333333332,0.07028265851795264,14.41711229946524
train,v000_s0062,0,62,12,-25.0,narrow_lesion,20.0,120.0,0.7799999713897705,1.0,0.2200000286102295,0.0,8.333333333333332,0.26279602750190983,61.011459129106186
train,v000_s0065,0,65,9,-6.0,broad_abdominal,-160.0,240.0,0.6825000047683716,0.6974999904632568,0.014999985694885254,0.0,0.0,0.0,0.03788209925110004
train,v000_s0065,0,65,9,-6.0,liver_soft_tissue,-20.0,140.0,0.831250011920929,0.8687499761581421,0.037499964237213135,0.0,0.0,0.19815251915960022,8.739108896465309
train,v000_s0065,0,65,9,-6.0,narrow_lesion,20.0,120.0,0.9300000071525574,0.9900000095367432,0.06000000238418579,0.0,44.44444444444444,0.5828015269400005,48.39875280473235
train,v000_s0066,0,66,150,-13.0,broad_abdominal,-160.0,240.0,0.6575000286102295,0.6899999976158142,0.03249996900558472,0.0,0.0,0.0,0.0
train,v000_s0066,0,66,150,-13.0,liver_soft_tissue,-20.0,140.0,0.768750011920929,0.8500000238418579,0.08125001192092896,0.0,0.6666666666666667,0.009158068258135418,6.639599487148177
train,v000_s0066,0,66,150,-13.0,narrow_lesion,20.0,120.0,0.8299999833106995,0.9599999785423279,0.12999999523162842,0.0,15.333333333333332,0.04884303071005556,40.390133707796565
train,v000_s0067,0,67,73,-19.0,broad_abdominal,-160.0,240.0,0.6449999809265137,0.6924999952316284,0.047500014305114746,0.0,0.0,0.044926513060779154,0.0
train,v000_s0067,0,67,73,-19.0,liver_soft_tissue,-20.0,140.0,0.737500011920929,0.856249988079071,0.11874997615814209,0.0,0.0,0.24067774853988833,6.170977472562736
train,v000_s0067,0,67,73,-19.0,narrow_lesion,20.0,120.0,0.7799999713897705,0.9700000286102295,0.19000005722045898,0.0,1.36986301369863,0.609716962967717,43.60759899878057
train,v000_s0068,0,68,33,-15.0,broad_abdominal,-160.0,240.0,0.6499999761581421,0.6875,0.03750002384185791,0.0,0.0,0.0,0.0
train,v000_s0068,0,68,33,-15.0,liver_soft_tissue,-20.0,140.0,0.75,0.84375,0.09375,0.0,0.0,0.048795789620438464,5.608030392806106
train,v000_s0068,0,68,33,-15.0,narrow_lesion,20.0,120.0,0.800000011920929,0.949999988079071,0.1499999761581421,0.0,0.0,0.5018995503816528,38.883273500400826
train,v000_s0069,0,69,136,-61.0,broad_abdominal,-160.0,240.0,0.5375000238418579,0.6899999976158142,0.1524999737739563,0.0,0.0,0.0,0.0
train,v000_s0069,0,69,136,-61.0,liver_soft_tissue,-20.0,140.0,0.46875,0.8500000238418579,0.3812500238418579,0.0,0.0,0.0,6.079338254914169
train,v000_s0069,0,69,136,-61.0,narrow_lesion,20.0,120.0,0.3499999940395355,0.9599999785423279,0.6100000143051147,0.7352941176470588,0.0,0.040024904384950634,40.11829582851552
train,v000_s0070,0,70,33,-46.0,broad_abdominal,-160.0,240.0,0.5849999785423279,0.699999988079071,0.11500000953674316,0.0,0.0,0.0,0.0
train,v000_s0070,0,70,33,-46.0,liver_soft_tissue,-20.0,140.0,0.5874999761581421,0.875,0.2875000238418579,0.0,0.0,0.04397295663167152,9.261803990545815
train,v000_s0070,0,70,33,-46.0,narrow_lesion,20.0,120.0,0.5400000214576721,1.0,0.4599999785423279,0.0,0.0,0.274830978947947,51.76166657505634
train,v000_s0071,0,71,173,-25.0,broad_abdominal,-160.0,240.0,0.6474999785423279,0.7099999785423279,0.0625,0.0,0.0,0.24445893089960888,0.0
train,v000_s0071,0,71,173,-25.0,liver_soft_tissue,-20.0,140.0,0.7437499761581421,0.8999999761581421,0.15625,0.0,0.0,0.871903520208605,21.08050847457627
train,v000_s0071,0,71,173,-25.0,narrow_lesion,20.0,120.0,0.7900000214576721,1.0,0.20999997854232788,0.0,2.312138728323699,1.4667535853976532,58.083441981747065
train,v000_s0072,0,72,188,-44.0,broad_abdominal,-160.0,240.0,0.5774999856948853,0.6875,0.11000001430511475,0.0,0.0,0.0,0.0
train,v000_s0072,0,72,188,-44.0,liver_soft_tissue,-20.0,140.0,0.5687500238418579,0.84375,0.2749999761581421,0.0,0.0,0.47159218504379075,12.777902537615091
train,v000_s0072,0,72,188,-44.0,narrow_lesion,20.0,120.0,0.5099999904632568,0.949999988079071,0.4399999976158142,0.0,0.0,1.7740848865933079,46.01392319784415
train,v001_s0056,1,56,66,-74.0,broad_abdominal,-160.0,240.0,0.5099999904632568,0.6949999928474426,0.1850000023841858,0.0,0.0,0.0,0.0
train,v001_s0056,1,56,66,-74.0,liver_soft_tissue,-20.0,140.0,0.4000000059604645,0.862500011920929,0.4625000059604645,4.545454545454546,0.0,0.021789340654551792,7.926962130125942
train,v001_s0056,1,56,66,-74.0,narrow_lesion,20.0,120.0,0.23999999463558197,0.9800000190734863,0.7400000095367432,25.757575757575758,0.0,0.7974898679565957,44.98191484725672
train,v001_s0057,1,57,846,-47.0,broad_abdominal,-160.0,240.0,0.5774999856948853,0.6949999928474426,0.11750000715255737,0.0,0.0,0.0,0.0
train,v001_s0057,1,57,846,-47.0,liver_soft_tissue,-20.0,140.0,0.5687500238418579,0.862500011920929,0.29374998807907104,0.0,0.0,0.0170306978328437,7.289138672457105
train,v001_s0057,1,57,846,-47.0,narrow_lesion,20.0,120.0,0.5099999904632568,0.9800000190734863,0.4700000286102295,0.3546099290780142,0.1182033096926714,0.05534976795674203,45.399582747903096
train,v001_s0058,1,58,986,-50.0,broad_abdominal,-160.0,240.0,0.5699999928474426,0.6949999928474426,0.125,0.0,0.0,0.0,0.0
train,v001_s0058,1,58,986,-50.0,liver_soft_tissue,-20.0,140.0,0.550000011920929,0.862500011920929,0.3125,0.0,0.0,0.25382321213274955,11.155530173234341
train,v001_s0058,1,58,986,-50.0,narrow_lesion,20.0,120.0,0.47999998927116394,0.9800000190734863,0.5,0.3042596348884381,0.10141987829614604,1.2088330477822196,45.66279586268164
train,v001_s0059,1,59,661,-52.0,broad_abdominal,-160.0,240.0,0.5649999976158142,0.6949999928474426,0.12999999523162842,0.0,0.0,0.0,0.0
train,v001_s0059,1,59,661,-52.0,liver_soft_tissue,-20.0,140.0,0.5375000238418579,0.862500011920929,0.32499998807907104,0.0,0.0,0.08898981220081012,9.988339265987479
train,v001_s0059,1,59,661,-52.0,narrow_lesion,20.0,120.0,0.46000000834465027,0.9800000190734863,0.5199999809265137,0.30257186081694404,0.30257186081694404,0.36209647723088256,44.863139806063586
train,v001_s0060,1,60,481,-44.0,broad_abdominal,-160.0,240.0,0.5849999785423279,0.6949999928474426,0.11000001430511475,0.0,0.0,0.0,0.0
train,v001_s0060,1,60,481,-44.0,liver_soft_tissue,-20.0,140.0,0.5874999761581421,0.862500011920929,0.27500003576278687,0.0,0.0,0.05880541009772899,9.445268964744756
train,v001_s0060,1,60,481,-44.0,narrow_lesion,20.0,120.0,0.5400000214576721,0.9800000190734863,0.4399999976158142,0.0,2.2869022869022873,0.6244574500854079,46.615888661756884
train,v001_s0061,1,61,356,-40.0,broad_abdominal,-160.0,240.0,0.5950000286102295,0.6949999928474426,0.09999996423721313,0.0,0.0,0.0,0.0
train,v001_s0061,1,61,356,-40.0,liver_soft_tissue,-20.0,140.0,0.612500011920929,0.862500011920929,0.25,0.0,0.0,0.010809934329648947,10.188363105694133
train,v001_s0061,1,61,356,-40.0,narrow_lesion,20.0,120.0,0.5799999833106995,0.9800000190734863,0.40000003576278687,0.0,1.1235955056179776,0.27565332540604814,45.79088182039294
train,v001_s0062,1,62,304,-48.0,broad_abdominal,-160.0,240.0,0.5724999904632568,0.6924999952316284,0.12000000476837158,0.0,0.0,0.0,0.0179763739085773
train,v001_s0062,1,62,304,-48.0,liver_soft_tissue,-20.0,140.0,0.5562499761581421,0.856249988079071,0.30000001192092896,0.0,0.0,0.025680534155110426,9.183359013867488
train,v001_s0062,1,62,304,-48.0,narrow_lesion,20.0,120.0,0.49000000953674316,0.9700000286102295,0.48000001907348633,0.0,0.3289473684210526,0.37750385208012327,42.4653312788906
train,v001_s0063,1,63,85,-26.0,broad_abdominal,-160.0,240.0,0.6274999976158142,0.6924999952316284,0.06499999761581421,0.0,0.0,0.0,0.0
train,v001_s0063,1,63,85,-26.0,liver_soft_tissue,-20.0,140.0,0.6937500238418579,0.856249988079071,0.16249996423721313,0.0,0.0,0.017553538291789957,8.099704097497366
train,v001_s0063,1,63,85,-26.0,narrow_lesion,20.0,120.0,0.7099999785423279,0.9700000286102295,0.2600000500679016,0.0,1.1764705882352942,0.13541300967952255,42.53723857766187
train,v001_s0064,1,64,47,-22.0,broad_abdominal,-160.0,240.0,0.6324999928474426,0.6875,0.05500000715255737,0.0,0.0,0.0,0.0
train,v001_s0064,1,64,47,-22.0,liver_soft_tissue,-20.0,140.0,0.706250011920929,0.84375,0.13749998807907104,0.0,0.0,0.00499026897549778,6.412495633514646
train,v001_s0064,1,64,47,-22.0,narrow_lesion,20.0,120.0,0.7300000190734863,0.949999988079071,0.21999996900558472,0.0,2.127659574468085,0.0973102450222067,38.345226807724934
train,v001_s0065,1,65,227,-46.0,broad_abdominal,-160.0,240.0,0.5724999904632568,0.6875,0.11500000953674316,0.0,0.0,0.0,0.0
train,v001_s0065,1,65,227,-46.0,liver_soft_tissue,-20.0,140.0,0.5562499761581421,0.84375,0.2875000238418579,0.0,0.0,0.0024421813563875253,5.831929079053411
train,v001_s0065,1,65,227,-46.0,narrow_lesion,20.0,120.0,0.49000000953674316,0.949999988079071,0.4599999785423279,0.0,0.0,0.07570762204801328,36.3543116711847
train,v001_s0066,1,66,445,-36.0,broad_abdominal,-160.0,240.0,0.5950000286102295,0.6850000023841858,0.0899999737739563,0.0,0.0,0.007482043096568236,0.0
train,v001_s0066,1,66,445,-36.0,liver_soft_tissue,-20.0,140.0,0.612500011920929,0.8374999761581421,0.22499996423721313,0.0,0.0,0.17707501995211491,4.995510774142059
train,v001_s0066,1,66,445,-36.0,narrow_lesion,20.0,120.0,0.5799999833106995,0.9399999976158142,0.36000001430511475,0.0,0.22471910112359553,0.4713687150837989,33.40233439744613
train,v001_s0067,1,67,288,-40.0,broad_abdominal,-160.0,240.0,0.574999988079071,0.675000011920929,0.10000002384185791,0.0,0.0,0.007802746566791511,0.0
train,v001_s0067,1,67,288,-40.0,liver_soft_tissue,-20.0,140.0,0.5625,0.8125,0.25,0.0,0.0,0.09623387432376196,3.3317727840199747
train,v001_s0067,1,67,288,-40.0,narrow_lesion,20.0,120.0,0.5,0.8999999761581421,0.3999999761581421,0.0,0.0,0.35112359550561795,24.83354140657511
train,v001_s0068,1,68,404,-31.0,broad_abdominal,-160.0,240.0,0.5975000262260437,0.675000011920929,0.07749998569488525,0.0,0.0,0.0,0.0
train,v001_s0068,1,68,404,-31.0,liver_soft_tissue,-20.0,140.0,0.6187499761581421,0.8125,0.1937500238418579,0.0,0.0,0.014282449725776965,2.967893053016453
train,v001_s0068,1,68,404,-31.0,narrow_lesion,20.0,120.0,0.5899999737739563,0.8999999761581421,0.3100000023841858,0.0,0.7425742574257426,0.696983546617916,23.02330895795247
train,v001_s0069,1,69,234,-59.0,broad_abdominal,-160.0,240.0,0.5299999713897705,0.6775000095367432,0.14750003814697266,0.0,0.0,0.0,0.0
train,v001_s0069,1,69,234,-59.0,liver_soft_tissue,-20.0,140.0,0.44999998807907104,0.8187500238418579,0.36875003576278687,0.0,0.0,0.003268935307770259,3.687359027164852
train,v001_s0069,1,69,234,-59.0,narrow_lesion,20.0,120.0,0.3199999928474426,0.9100000262260437,0.5900000333786011,0.4273504273504274,0.0,0.6635938674773626,27.98535516982119
train,v001_s0070,1,70,595,-50.0,broad_abdominal,-160.0,240.0,0.550000011920929,0.675000011920929,0.125,0.0,0.0,0.0,0.0
train,v001_s0070,1,70,595,-50.0,liver_soft_tissue,-20.0,140.0,0.5,0.8125,0.3125,4.201680672268908,0.0,0.0,3.739978331527628
train,v001_s0070,1,70,595,-50.0,narrow_lesion,20.0,120.0,0.4000000059604645,0.8999999761581421,0.4999999701976776,21.680672268907564,0.33613445378151263,0.04333694474539545,26.127843986998915
train,v001_s0071,1,71,580,-44.0,broad_abdominal,-160.0,240.0,0.5525000095367432,0.6625000238418579,0.11000001430511475,0.0,0.0,0.0,0.0
train,v001_s0071,1,71,580,-44.0,liver_soft_tissue,-20.0,140.0,0.5062500238418579,0.78125,0.2749999761581421,0.0,0.0,0.1802220801116214,1.8545433405034593
train,v001_s0071,1,71,580,-44.0,narrow_lesion,20.0,120.0,0.4099999964237213,0.8500000238418579,0.4400000274181366,0.1724137931034483,0.0,0.8429742456833904,19.080286029881986
train,v001_s0072,1,72,378,-42.0,broad_abdominal,-160.0,240.0,0.5475000143051147,0.6524999737739563,0.10499995946884155,0.0,0.0,0.0,0.0
train,v001_s0072,1,72,378,-42.0,liver_soft_tissue,-20.0,140.0,0.4937500059604645,0.7562500238418579,0.26250001788139343,0.0,0.0,0.4071170084439083,7.5618214716525936
train,v001_s0072,1,72,378,-42.0,narrow_lesion,20.0,120.0,0.38999998569488525,0.8100000023841858,0.42000001668930054,0.0,0.0,1.8546441495778048,20.71019300361882
train,v002_s0440,2,440,17,-9.0,broad_abdominal,-160.0,240.0,0.5874999761581421,0.6100000143051147,0.022500038146972656,0.0,0.0,0.0,0.0
train,v002_s0440,2,440,17,-9.0,liver_soft_tissue,-20.0,140.0,0.59375,0.6499999761581421,0.05624997615814209,0.0,5.88235294117647,0.0815856409271968,2.0036473580649803
train,v002_s0440,2,440,17,-9.0,narrow_lesion,20.0,120.0,0.550000011920929,0.6399999856948853,0.0899999737739563,0.0,11.76470588235294,0.9574314920573979,8.960023035945673
train,v002_s0441,2,441,59,-9.0,broad_abdominal,-160.0,240.0,0.5874999761581421,0.6100000143051147,0.022500038146972656,0.0,0.0,0.0,0.0
train,v002_s0441,2,441,59,-9.0,liver_soft_tissue,-20.0,140.0,0.59375,0.6499999761581421,0.05624997615814209,0.0,0.0,0.07816507486748578,1.7391729158015585
train,v002_s0441,2,441,59,-9.0,narrow_lesion,20.0,120.0,0.550000011920929,0.6399999856948853,0.0899999737739563,3.389830508474576,1.694915254237288,0.8647011407215613,8.195119568137962
train,v002_s0442,2,442,148,-17.5,broad_abdominal,-160.0,240.0,0.5637500286102295,0.6075000166893005,0.043749988079071045,0.0,0.0,0.0,0.0
train,v002_s0442,2,442,148,-17.5,liver_soft_tissue,-20.0,140.0,0.534375011920929,0.643750011920929,0.109375,1.3513513513513513,0.6756756756756757,0.0725526006354607,1.5786445172750245
train,v002_s0442,2,442,148,-17.5,narrow_lesion,20.0,120.0,0.45499998331069946,0.6299999952316284,0.17500001192092896,3.3783783783783785,2.027027027027027,0.8255985589552425,7.695579294988867
train,v002_s0443,2,443,259,-11.0,broad_abdominal,-160.0,240.0,0.5799999833106995,0.6075000166893005,0.027500033378601074,0.0,0.0,0.0,0.0
train,v002_s0443,2,443,259,-11.0,liver_soft_tissue,-20.0,140.0,0.574999988079071,0.643750011920929,0.06875002384185791,0.0,0.0,0.08129015340238625,1.4553559722040121
train,v002_s0443,2,443,259,-11.0,narrow_lesion,20.0,120.0,0.5199999809265137,0.6299999952316284,0.11000001430511475,1.9305019305019304,3.861003861003861,0.8024124819719418,7.66749704995411
train,v002_s0444,2,444,300,-13.0,broad_abdominal,-160.0,240.0,0.574999988079071,0.6075000166893005,0.03250002861022949,0.0,0.0,0.0,0.0
train,v002_s0444,2,444,300,-13.0,liver_soft_tissue,-20.0,140.0,0.5625,0.643750011920929,0.08125001192092896,0.0,0.0,0.07982823166703369,1.489209425236732
train,v002_s0444,2,444,300,-13.0,narrow_lesion,20.0,120.0,0.5,0.6299999952316284,0.12999999523162842,3.3333333333333335,3.3333333333333335,0.6523893415547236,7.591940101299273
train,v002_s0445,2,445,335,-17.0,broad_abdominal,-160.0,240.0,0.5674999952316284,0.6100000143051147,0.04250001907348633,0.0,0.0,0.0,0.0
train,v002_s0445,2,445,335,-17.0,liver_soft_tissue,-20.0,140.0,0.543749988079071,0.6499999761581421,0.10624998807907104,0.2985074626865672,0.2985074626865672,0.03787437361612866,1.3372567299848501
train,v002_s0445,2,445,335,-17.0,narrow_lesion,20.0,120.0,0.4699999988079071,0.6399999856948853,0.16999998688697815,4.477611940298507,2.0895522388059704,0.5040205104300198,7.67684419065377
train,v002_s0446,2,446,351,-20.0,broad_abdominal,-160.0,240.0,0.5625,0.612500011920929,0.050000011920928955,0.0,0.0,0.0,0.0
train,v002_s0446,2,446,351,-20.0,liver_soft_tissue,-20.0,140.0,0.53125,0.65625,0.125,0.0,0.0,0.01203333233055564,1.128124905989591
train,v002_s0446,2,446,351,-20.0,narrow_lesion,20.0,120.0,0.44999998807907104,0.6499999761581421,0.19999998807907104,5.413105413105413,1.1396011396011396,0.5685749526187539,7.1147077404410215
train,v002_s0447,2,447,406,-26.0,broad_abdominal,-160.0,240.0,0.5425000190734863,0.6075000166893005,0.06499999761581421,0.0,0.0,0.0,0.0
train,v002_s0447,2,447,406,-26.0,liver_soft_tissue,-20.0,140.0,0.48124998807907104,0.643750011920929,0.1625000238418579,0.24630541871921183,0.0,0.00925497454881999,1.036557149467839
train,v002_s0447,2,447,406,-26.0,narrow_lesion,20.0,120.0,0.3700000047683716,0.6299999952316284,0.25999999046325684,9.60591133004926,0.7389162561576355,0.6663581675150393,6.589541878759833
train,v002_s0448,2,448,518,-32.0,broad_abdominal,-160.0,240.0,0.5274999737739563,0.6075000166893005,0.08000004291534424,0.0,0.0,0.0,0.0
train,v002_s0448,2,448,518,-32.0,liver_soft_tissue,-20.0,140.0,0.4437499940395355,0.643750011920929,0.20000001788139343,0.3861003861003861,0.0,0.01593879502709595,1.0232706407395602
train,v002_s0448,2,448,518,-32.0,narrow_lesion,20.0,120.0,0.3100000023841858,0.6299999952316284,0.3199999928474426,15.444015444015443,0.19305019305019305,0.7873764743385401,5.954733822123048
train,v002_s0449,2,449,596,-32.0,broad_abdominal,-160.0,240.0,0.5274999737739563,0.6075000166893005,0.08000004291534424,0.0,0.0,0.0,0.0
train,v002_s0449,2,449,596,-32.0,liver_soft_tissue,-20.0,140.0,0.4437499940395355,0.643750011920929,0.20000001788139343,0.6711409395973155,0.0,0.009857072449482505,1.038278298012157
train,v002_s0449,2,449,596,-32.0,narrow_lesion,20.0,120.0,0.3100000023841858,0.6299999952316284,0.3199999928474426,12.751677852348994,0.5033557046979865,0.5257105306390669,5.956957450303927
train,v002_s0450,2,450,620,-34.5,broad_abdominal,-160.0,240.0,0.5237499475479126,0.6100000143051147,0.08625006675720215,0.0,0.0,0.0,0.0
train,v002_s0450,2,450,620,-34.5,liver_soft_tissue,-20.0,140.0,0.43437498807907104,0.6499999761581421,0.21562498807907104,0.8064516129032258,0.0,0.0034160005465600878,0.9462321513971442
train,v002_s0450,2,450,620,-34.5,narrow_lesion,20.0,120.0,0.29500001668930054,0.6399999856948853,0.3449999690055847,14.516129032258066,0.967741935483871,0.29719204755072764,5.9916649586663935
train,v002_s0451,2,451,647,-37.0,broad_abdominal,-160.0,240.0,0.5174999833106995,0.6100000143051147,0.09250003099441528,0.0,0.0,0.0,0.0
train,v002_s0451,2,451,647,-37.0,liver_soft_tissue,-20.0,140.0,0.41874998807907104,0.6499999761581421,0.23124998807907104,0.7727975270479135,0.1545595054095827,0.0,0.6978991446261765
train,v002_s0451,2,451,647,-37.0,narrow_lesion,20.0,120.0,0.27000001072883606,0.6399999856948853,0.3699999749660492,16.228748068006183,1.2364760432766615,0.2827386278229126,4.892451952328121
train,v002_s0452,2,452,680,-32.0,broad_abdominal,-160.0,240.0,0.5274999737739563,0.6075000166893005,0.08000004291534424,0.0,0.0,0.0,0.0
train,v002_s0452,2,452,680,-32.0,liver_soft_tissue,-20.0,140.0,0.4437499940395355,0.643750011920929,0.20000001788139343,1.0294117647058822,0.14705882352941177,0.011416828405069072,0.37675533736727934
train,v002_s0452,2,452,680,-32.0,narrow_lesion,20.0,120.0,0.3100000023841858,0.6299999952316284,0.3199999928474426,12.941176470588237,0.7352941176470588,0.3348936332153594,3.691441184305667
train,v002_s0453,2,453,695,-30.0,broad_abdominal,-160.0,240.0,0.5325000286102295,0.6075000166893005,0.07499998807907104,0.0,0.0,0.0,0.0
train,v002_s0453,2,453,695,-30.0,liver_soft_tissue,-20.0,140.0,0.45625001192092896,0.643750011920929,0.1875,0.5755395683453237,0.14388489208633093,0.008004482510205715,0.3401905066837429
train,v002_s0453,2,453,695,-30.0,narrow_lesion,20.0,120.0,0.33000001311302185,0.6299999952316284,0.29999998211860657,11.07913669064748,0.7194244604316548,0.12406947890818859,3.425918514368046
train,v002_s0454,2,454,691,-36.0,broad_abdominal,-160.0,240.0,0.5174999833106995,0.6075000166893005,0.09000003337860107,0.0,0.0,0.0,0.0
train,v002_s0454,2,454,691,-36.0,liver_soft_tissue,-20.0,140.0,0.41874998807907104,0.643750011920929,0.2250000238418579,0.1447178002894356,0.0,0.004159214740257039,0.2578713138959365
train,v002_s0454,2,454,691,-36.0,narrow_lesion,20.0,120.0,0.27000001072883606,0.6299999952316284,0.35999998450279236,17.221418234442837,0.43415340086830684,0.15389094538951045,3.277461215322547
train,v002_s0455,2,455,702,-35.0,broad_abdominal,-160.0,240.0,0.5199999809265137,0.6075000166893005,0.08750003576278687,0.0,0.0,0.0,0.0
train,v002_s0455,2,455,702,-35.0,liver_soft_tissue,-20.0,140.0,0.42500001192092896,0.643750011920929,0.21875,0.14245014245014245,0.14245014245014245,0.008676413170795193,0.3166890807340245
train,v002_s0455,2,455,702,-35.0,narrow_lesion,20.0,120.0,0.2800000011920929,0.6299999952316284,0.3499999940395355,13.247863247863249,0.4273504273504274,0.16051364365971107,3.5096091275866557
train,v002_s0456,2,456,719,-30.0,broad_abdominal,-160.0,240.0,0.5350000262260437,0.6100000143051147,0.07499998807907104,0.0,0.0,0.0,0.0
train,v002_s0456,2,456,719,-30.0,liver_soft_tissue,-20.0,140.0,0.4625000059604645,0.6499999761581421,0.1874999701976776,0.27816411682892905,0.0,0.0,0.32550889418668627
train,v002_s0456,2,456,719,-30.0,narrow_lesion,20.0,120.0,0.3400000035762787,0.6399999856948853,0.29999998211860657,7.510431154381085,0.5563282336578581,0.19255455712451863,3.3880432789290302
train,v002_s0457,2,457,754,-26.5,broad_abdominal,-160.0,240.0,0.5437500476837158,0.6100000143051147,0.06624996662139893,0.0,0.0,0.0,0.0
train,v002_s0457,2,457,754,-26.5,liver_soft_tissue,-20.0,140.0,0.484375,0.6499999761581421,0.1656249761581421,0.0,0.0,0.0,0.25187696778881086
train,v002_s0457,2,457,754,-26.5,narrow_lesion,20.0,120.0,0.375,0.6399999856948853,0.26499998569488525,5.039787798408488,0.1326259946949602,0.07265681763138775,3.2889319447808187
train,v002_s0458,2,458,741,-29.0,broad_abdominal,-160.0,240.0,0.5375000238418579,0.6100000143051147,0.07249999046325684,0.0,0.0,0.0,0.0
train,v002_s0458,2,458,741,-29.0,liver_soft_tissue,-20.0,140.0,0.46875,0.6499999761581421,0.1812499761581421,0.0,0.0,0.0,0.19624044618880396
train,v002_s0458,2,458,741,-29.0,narrow_lesion,20.0,120.0,0.3499999940395355,0.6399999856948853,0.28999999165534973,4.183535762483131,0.0,0.24788266887006816,3.1295186944846107
train,v002_s0459,2,459,730,-21.0,broad_abdominal,-160.0,240.0,0.5575000047683716,0.6100000143051147,0.052500009536743164,0.0,0.0,0.0,0.0
