policy,volume_id,slice_index,sample_id,truth_pixels,detected,max_truth_probability
control75_recall25,104,311,v104_s0311,148,False,0.0
control75_recall25,104,312,v104_s0312,203,False,0.0
control75_recall25,104,313,v104_s0313,313,False,0.0
control75_recall25,104,314,v104_s0314,338,False,0.0
control75_recall25,104,315,v104_s0315,388,True,0.75
control75_recall25,104,316,v104_s0316,471,False,0.0
control75_recall25,104,317,v104_s0317,506,False,0.0
control75_recall25,104,318,v104_s0318,520,False,0.0
control75_recall25,104,319,v104_s0319,594,True,0.746337890625
control75_recall25,104,320,v104_s0320,631,True,0.7470703125
control75_recall25,104,321,v104_s0321,665,False,0.0
control75_recall25,104,322,v104_s0322,705,False,0.12054443359375
control75_recall25,104,323,v104_s0323,754,False,0.0
control75_recall25,104,324,v104_s0324,773,True,0.9078369140625
control75_recall25,104,325,v104_s0325,814,True,0.8858642578125
control75_recall25,104,326,v104_s0326,837,False,0.0
control75_recall25,104,327,v104_s0327,854,False,0.0
control75_recall25,104,328,v104_s0328,864,False,1.475214958190918e-06
control75_recall25,104,329,v104_s0329,913,False,0.0
control75_recall25,104,330,v104_s0330,977,False,0.0
control75_recall25,104,331,v104_s0331,1006,False,0.0
control75_recall25,104,332,v104_s0332,1038,False,0.0
control75_recall25,104,333,v104_s0333,1068,False,0.0
control75_recall25,104,334,v104_s0334,1046,False,0.0
control75_recall25,104,335,v104_s0335,1079,False,0.0
control75_recall25,104,336,v104_s0336,1098,False,0.0
control75_recall25,104,337,v104_s0337,1125,False,0.0
control75_recall25,104,338,v104_s0338,1141,False,0.0
control75_recall25,104,339,v104_s0339,1145,False,0.0
control75_recall25,104,340,v104_s0340,1145,False,0.0
control75_recall25,104,341,v104_s0341,1165,False,0.0
control75_recall25,104,342,v104_s0342,1169,False,0.0
control75_recall25,104,343,v104_s0343,1179,False,0.0
control75_recall25,104,344,v104_s0344,1180,False,0.0
control75_recall25,104,345,v104_s0345,1191,False,0.0
control75_recall25,104,346,v104_s0346,1207,False,0.0
control75_recall25,104,347,v104_s0347,1221,False,0.0
control75_recall25,104,348,v104_s0348,1242,False,0.0
control75_recall25,104,349,v104_s0349,1227,False,0.0
control75_recall25,104,350,v104_s0350,1218,False,0.0
control75_recall25,104,351,v104_s0351,1207,False,0.0
control75_recall25,104,352,v104_s0352,1226,False,0.0
control75_recall25,104,353,v104_s0353,1239,False,0.0
control75_recall25,104,354,v104_s0354,1267,False,0.0
control75_recall25,104,355,v104_s0355,1273,False,1.4901161193847656e-08
control75_recall25,104,356,v104_s0356,1230,False,0.0
control75_recall25,104,357,v104_s0357,1225,False,0.0
control75_recall25,104,358,v104_s0358,1216,False,7.286667823791504e-06
control75_recall25,104,359,v104_s0359,1214,False,0.24853515625
control75_recall25,104,360,v104_s0360,1193,False,0.25
control75_recall25,104,361,v104_s0361,1155,False,0.25
control75_recall25,104,362,v104_s0362,1149,False,0.25
control75_recall25,104,363,v104_s0363,1110,False,0.2496337890625
control75_recall25,104,364,v104_s0364,1089,False,0.25
control75_recall25,104,365,v104_s0365,1062,False,0.2332763671875
control75_recall25,104,366,v104_s0366,1050,False,0.2469482421875
control75_recall25,104,367,v104_s0367,1037,False,0.25
control75_recall25,104,368,v104_s0368,988,False,0.25
control75_recall25,104,369,v104_s0369,975,False,0.2498779296875
control75_recall25,104,370,v104_s0370,960,True,0.6549072265625
control75_recall25,104,371,v104_s0371,892,True,0.9996337890625
control75_recall25,104,372,v104_s0372,867,True,0.994384765625
control75_recall25,104,373,v104_s0373,826,True,0.99951171875
control75_recall25,104,374,v104_s0374,749,True,0.9996337890625
control75_recall25,104,375,v104_s0375,696,True,1.0
control75_recall25,104,376,v104_s0376,644,True,1.0
control75_recall25,104,377,v104_s0377,601,True,1.0
control75_recall25,104,378,v104_s0378,561,True,0.99951171875
control75_recall25,104,379,v104_s0379,507,True,1.0
control75_recall25,104,380,v104_s0380,452,True,1.0
control75_recall25,104,381,v104_s0381,412,True,1.0
control75_recall25,104,382,v104_s0382,364,True,1.0
control75_recall25,104,383,v104_s0383,202,True,1.0
control75_recall25,104,384,v104_s0384,130,True,0.9368896484375
control75_recall25,104,385,v104_s0385,25,False,0.0
control75_recall25,104,386,v104_s0386,14,False,0.0
control75_recall25,104,413,v104_s0413,5,True,0.986083984375
control75_recall25,104,414,v104_s0414,8,True,1.0
control75_recall25,104,415,v104_s0415,7,True,1.0
control75_recall25,104,416,v104_s0416,6,True,0.7500001192092896
control75_recall25,104,417,v104_s0417,2,False,0.0
control75_recall25,104,423,v104_s0423,2,False,0.0
control75_recall25,104,424,v104_s0424,3,False,0.0
control75_recall25,104,425,v104_s0425,5,False,2.4884939193725586e-06
control75_recall25,104,426,v104_s0426,8,True,1.0
control75_recall25,104,427,v104_s0427,10,True,1.0
control75_recall25,104,428,v104_s0428,12,True,1.0
control75_recall25,104,429,v104_s0429,13,True,1.0
control75_recall25,104,430,v104_s0430,10,True,1.0
control75_recall25,104,431,v104_s0431,5,True,1.0
control75_recall25,104,432,v104_s0432,3,True,0.7500013113021851
control75_recall25,104,433,v104_s0433,4,True,0.7506561279296875
control75_recall25,104,434,v104_s0434,4,False,0.0
control,107,268,v107_s0268,8,False,0.0
control,107,269,v107_s0269,9,False,0.0
control,107,270,v107_s0270,12,False,0.0
control,107,271,v107_s0271,14,False,0.0
control,107,272,v107_s0272,20,False,0.0
control,107,273,v107_s0273,22,False,0.0
control,107,274,v107_s0274,23,False,0.0
control,107,275,v107_s0275,27,False,0.0
control,107,276,v107_s0276,30,False,0.0
control,107,277,v107_s0277,31,False,0.0
control,107,278,v107_s0278,19,False,0.0
control,107,279,v107_s0279,11,False,0.0
control,107,280,v107_s0280,5,False,0.0
control,107,331,v107_s0331,1,False,0.0
control,107,332,v107_s0332,1,False,0.0
control,107,333,v107_s0333,6,False,0.0
control,107,334,v107_s0334,7,False,0.0
control,107,335,v107_s0335,10,True,1.0
control,107,336,v107_s0336,14,True,1.0
control,107,337,v107_s0337,18,True,1.0
control,107,338,v107_s0338,22,True,1.0
control,107,339,v107_s0339,27,True,1.0
control,107,340,v107_s0340,33,True,1.0
control,107,341,v107_s0341,30,True,1.0
control,107,342,v107_s0342,21,True,1.0
control,107,343,v107_s0343,19,True,1.0
control,107,344,v107_s0344,15,True,1.0
control,107,345,v107_s0345,9,True,1.0
control,107,346,v107_s0346,8,True,1.0
control,107,347,v107_s0347,5,False,0.0
control,107,348,v107_s0348,4,False,0.0
control,107,349,v107_s0349,3,False,0.0
control,107,350,v107_s0350,2,False,0.0
control,107,358,v107_s0358,2,False,0.0
control,107,359,v107_s0359,2,False,0.0
control,107,360,v107_s0360,3,False,0.0
control,107,361,v107_s0361,5,False,0.0
control,107,362,v107_s0362,14,False,0.0
control,107,363,v107_s0363,17,False,0.0
control,107,364,v107_s0364,20,False,1.1324882507324219e-06
control,107,365,v107_s0365,20,True,1.0
control,107,366,v107_s0366,24,True,1.0
control,107,367,v107_s0367,32,True,1.0
control,107,368,v107_s0368,45,True,1.0
control,107,369,v107_s0369,40,False,3.8564205169677734e-05
control,107,370,v107_s0370,42,True,1.0
control,107,371,v107_s0371,38,True,1.0
control,107,372,v107_s0372,42,True,1.0
control,107,373,v107_s0373,45,True,1.0
control,107,374,v107_s0374,46,True,1.0
control,107,375,v107_s0375,43,True,1.0
control,107,376,v107_s0376,44,True,1.0
control,107,377,v107_s0377,43,True,1.0
control,107,378,v107_s0378,45,False,5.960464477539062e-07
control,107,379,v107_s0379,42,True,1.0
control,107,380,v107_s0380,48,True,1.0
control,107,381,v107_s0381,38,True,1.0
control,107,382,v107_s0382,33,True,1.0
control,107,383,v107_s0383,33,True,1.0
control,107,384,v107_s0384,28,False,0.0
control,107,385,v107_s0385,24,False,0.0
control,107,386,v107_s0386,24,False,0.0
control,107,387,v107_s0387,24,False,0.0
control,107,388,v107_s0388,21,False,0.0
control,107,389,v107_s0389,16,False,0.0
control,107,390,v107_s0390,12,False,0.0
control,107,391,v107_s0391,11,False,0.0
control,107,392,v107_s0392,7,False,0.0
control,107,393,v107_s0393,7,False,0.0
control,107,394,v107_s0394,4,False,0.0
control,107,395,v107_s0395,3,False,0.0
recall_loss,107,268,v107_s0268,8,False,0.0
recall_loss,107,269,v107_s0269,9,False,0.0
recall_loss,107,270,v107_s0270,12,False,0.0
recall_loss,107,271,v107_s0271,14,False,0.0
recall_loss,107,272,v107_s0272,20,False,0.0
recall_loss,107,273,v107_s0273,22,False,0.0
recall_loss,107,274,v107_s0274,23,False,0.0
recall_loss,107,275,v107_s0275,27,False,0.0
recall_loss,107,276,v107_s0276,30,False,0.0
recall_loss,107,277,v107_s0277,31,False,0.0
recall_loss,107,278,v107_s0278,19,False,0.0
