policy,threshold,mean_patient_dice,volume_104_dice,volume_116_dice,q1_detected_pct,positive_predicted_empty_pct,empty_slice_false_positive_pct,targets_passed,all_targets_passed
mean,0.30000001192092896,0.3723543873661242,0.12254684772703817,0.011022916406279459,50.57034220532319,27.2552783109405,5.5999170382661,6,True
mean,0.3499999940395355,0.3748019751082111,0.11763934599344883,0.010471808155638552,50.57034220532319,27.447216890595012,5.548065954578451,6,True
mean,0.4000000059604645,0.3772445570395609,0.1123476837483683,0.009692845915783337,50.57034220532319,27.63915547024952,5.485844654153272,5,False
mean,0.44999998807907104,0.37982157477626616,0.10454714872604566,0.008671040788571524,50.19011406844106,28.119001919385795,5.423623353728093,5,False
mean,0.5,0.38537989336298484,0.06441755792673994,0.0015888830347562373,46.7680608365019,32.629558541266796,4.594006014725708,5,False
mean,0.550000011920929,0.3791055988296625,0.0470920320973828,6.531252040973605e-12,40.3041825095057,40.978886756238005,2.4888520170071553,3,False
mean,0.6000000238418579,0.3789580956922629,0.04520960180495193,6.532446662530327e-12,40.3041825095057,41.074856046065264,2.4162604998444466,3,False
mean,0.6499999761581421,0.37819839584023845,0.043791527670473084,6.533513658267615e-12,39.92395437262358,41.170825335892516,2.4162604998444466,3,False
mean,0.699999988079071,0.3769287170386388,0.0424020330645662,6.53470910738138e-12,39.92395437262358,41.26679462571977,2.3747796328943274,3,False
control75_recall25,0.05000000074505806,0.3501153635474765,0.1413088629691564,0.014375778535384142,50.950570342205324,26.00767754318618,5.7969511562791665,6,True
control75_recall25,0.10000000149011612,0.358273044630119,0.13360525142905355,0.013597293291108252,50.57034220532319,26.19961612284069,5.713989422378927,6,True
control75_recall25,0.15000000596046448,0.3637132943972347,0.12706912087621228,0.01299986592124099,50.57034220532319,26.87140115163148,5.641397905216219,6,True
control75_recall25,0.20000000298023224,0.3675688825351014,0.11904978612231275,0.012372611369416666,50.57034220532319,27.351247600767753,5.537695737840921,6,True
control75_recall25,0.25,0.36651148957531593,0.08359604596468614,0.011585452393779042,47.14828897338403,32.149712092130514,4.791040132738774,6,True
control75_recall25,0.30000001192092896,0.362258482852671,0.07283902361374239,0.011236898364119183,42.96577946768061,36.660268714011515,3.4947630405475474,5,False
control75_recall25,0.3499999940395355,0.36357632252768846,0.07079406715605802,0.010944283653278477,42.96577946768061,36.660268714011515,3.453282173597428,5,False
control75_recall25,0.4000000059604645,0.36497287560657976,0.06905152432434086,0.010677283633051251,42.96577946768061,36.660268714011515,3.4221715233848387,5,False
control75_recall25,0.44999998807907104,0.3662800595998307,0.06752809142695516,0.01042279566917049,42.96577946768061,36.75623800383877,3.4118013066473085,5,False
control75_recall25,0.5,0.36761928797446636,0.06593855541091162,0.01010342753921318,42.585551330798474,36.85220729366603,3.401431089909779,5,False
control75_recall25,0.550000011920929,0.36870579898107714,0.0641638225383732,0.009746185015662844,42.585551330798474,36.85220729366603,3.391060873172249,4,False
control75_recall25,0.6000000238418579,0.36919186182187436,0.06257955899940351,0.009285520034388248,42.585551330798474,36.94817658349328,3.391060873172249,4,False
control75_recall25,0.6499999761581421,0.3700658818922982,0.06029736818105278,0.008721683693116468,42.585551330798474,36.94817658349328,3.391060873172249,4,False
control75_recall25,0.699999988079071,0.37038983996025543,0.05756248106889364,0.008040983081460082,42.585551330798474,37.14011516314779,3.3703204396971893,4,False
control25_recall75,0.05000000074505806,0.349629472481685,0.1466124865283742,0.013633100615499341,50.950570342205324,25.911708253358924,5.952504407342114,6,True
control25_recall75,0.10000000149011612,0.3570523498709543,0.13971036586458702,0.012307143500450325,50.950570342205324,26.29558541266795,5.848802239966815,6,True
control25_recall75,0.15000000596046448,0.3624392355208291,0.1351739342313931,0.011385538330388759,50.950570342205324,26.391554702495203,5.745100072591517,6,True
control25_recall75,0.20000000298023224,0.3665123751530095,0.13028255450019663,0.010166565433612542,50.57034220532319,26.58349328214971,5.724359639116457,6,True
control25_recall75,0.25,0.3725791508030634,0.11856314205323686,0.002497634334731294,50.19011406844106,26.775431861804222,5.5584361713159804,5,False
control25_recall75,0.30000001192092896,0.37278772934761545,0.11006857690832401,0.0008908628523046824,47.90874524714829,29.654510556621883,4.925852950326662,5,False
control25_recall75,0.3499999940395355,0.3747024242705322,0.10701948598760928,0.0008527021679251385,47.90874524714829,29.846449136276394,4.884372083376542,5,False
control25_recall75,0.4000000059604645,0.3762326681776671,0.10476738430623699,0.0008144112065513924,47.90874524714829,30.038387715930902,4.842891216426423,5,False
control25_recall75,0.44999998807907104,0.37791017404468874,0.10201835848539888,0.0007113939505599873,47.90874524714829,30.422264875239925,4.811780566213834,5,False
control25_recall75,0.5,0.3787749926210953,0.09926366660251104,0.0006470691069757474,47.90874524714829,30.806142034548945,4.780669916001244,5,False
control25_recall75,0.550000011920929,0.37977703754013464,0.09543114283461804,0.0005697231080947959,47.90874524714829,30.902111324376197,4.739189049051125,5,False
control25_recall75,0.6000000238418579,0.380885590598953,0.09285995093886346,0.0004923746776857588,47.90874524714829,31.09404990403071,4.687337965363477,5,False
control25_recall75,0.6499999761581421,0.38168331421809687,0.08928012627261216,0.00042787405591906773,47.90874524714829,31.285988483685223,4.645857098413357,5,False
control25_recall75,0.699999988079071,0.381876809239545,0.08291048349746413,0.0003634664377669955,47.52851711026616,31.861804222648754,4.594006014725708,5,False
geometric_mean,0.05000000074505806,0.3580708178199172,0.05688832677027609,6.52281681317007e-12,41.825095057034225,40.11516314779271,2.6029244011199832,4,False
geometric_mean,0.10000000149011612,0.3626626754294383,0.05463953088575869,6.524987439356603e-12,40.68441064638783,40.49904030710173,2.5407031006948047,4,False
geometric_mean,0.15000000596046448,0.3663437434738072,0.05305105854361352,6.526350138642347e-12,40.68441064638783,40.78694817658349,2.5407031006948047,4,False
geometric_mean,0.20000000298023224,0.36876807385204735,0.051686608356763954,6.5272021147708805e-12,40.3041825095057,40.978886756238005,2.519962667219745,4,False
geometric_mean,0.25,0.37078605497110456,0.050336129798178565,6.5284378753425566e-12,40.3041825095057,40.978886756238005,2.519962667219745,4,False
geometric_mean,0.30000001192092896,0.3727380857501344,0.04919857525810888,6.529247765322321e-12,40.3041825095057,40.978886756238005,2.4992222337446854,3,False
geometric_mean,0.3499999940395355,0.37423567793427737,0.04806687566634529,6.530100498204025e-12,40.3041825095057,40.978886756238005,2.4784818002696256,3,False
geometric_mean,0.4000000059604645,0.3750774467993272,0.046936041982267335,6.531081416418282e-12,40.3041825095057,41.074856046065264,2.468111583532096,3,False
geometric_mean,0.44999998807907104,0.3759666963781625,0.04593590210615083,6.53184929713035e-12,40.3041825095057,41.074856046065264,2.4162604998444466,3,False
geometric_mean,0.5,0.3769329776650447,0.04509280110990541,6.532403989949684e-12,40.3041825095057,41.074856046065264,2.4162604998444466,3,False
geometric_mean,0.550000011920929,0.3774503861840968,0.04438408334904674,6.533172181710167e-12,39.92395437262358,41.170825335892516,2.4162604998444466,3,False
geometric_mean,0.6000000238418579,0.3771876531345033,0.043422804694885096,6.533812479539145e-12,39.92395437262358,41.26679462571977,2.395520066369387,3,False
geometric_mean,0.6499999761581421,0.37678638039693957,0.042431981154778066,6.534623703651321e-12,39.92395437262358,41.36276391554702,2.395520066369387,3,False
geometric_mean,0.699999988079071,0.3759022207414087,0.041559536367522874,6.535306996003429e-12,39.92395437262358,41.45873320537428,2.354039199419268,3,False
