volume_id,slice_id,split,tumor_pixels,has_tumor,mask_height,mask_width
1,9,train,0,False,256,256
1,10,train,0,False,256,256
1,11,train,0,False,256,256
1,12,train,0,False,256,256
1,13,train,0,False,256,256
1,14,train,0,False,256,256
1,15,train,0,False,256,256
1,16,train,0,False,256,256
1,17,train,0,False,256,256
1,18,train,0,False,256,256
1,19,train,0,False,256,256
1,20,train,0,False,256,256
1,21,train,0,False,256,256
1,22,train,0,False,256,256
1,23,train,0,False,256,256
1,24,train,0,False,256,256
1,25,train,0,False,256,256
1,26,train,0,False,256,256
1,27,train,0,False,256,256
1,28,train,0,False,256,256
1,29,train,0,False,256,256
1,30,train,0,False,256,256
1,31,train,0,False,256,256
1,32,train,0,False,256,256
1,33,train,0,False,256,256
1,34,train,0,False,256,256
1,35,train,0,False,256,256
1,36,train,0,False,256,256
1,37,train,0,False,256,256
1,38,train,0,False,256,256
1,39,train,0,False,256,256
1,40,train,0,False,256,256
1,41,train,0,False,256,256
1,42,train,0,False,256,256
1,43,train,0,False,256,256
1,44,train,0,False,256,256
1,45,train,0,False,256,256
1,46,train,0,False,256,256
1,47,train,0,False,256,256
1,48,train,0,False,256,256
1,49,train,0,False,256,256
1,50,train,0,False,256,256
1,51,train,0,False,256,256
1,52,train,0,False,256,256
1,53,train,0,False,256,256
1,54,train,0,False,256,256
1,55,train,0,False,256,256
1,56,train,14,True,256,256
1,57,train,198,True,256,256
1,58,train,230,True,256,256
1,59,train,155,True,256,256
1,60,train,108,True,256,256
1,61,train,80,True,256,256
1,62,train,72,True,256,256
1,63,train,16,True,256,256
1,64,train,11,True,256,256
1,65,train,52,True,256,256
1,66,train,101,True,256,256
1,67,train,68,True,256,256
1,68,train,93,True,256,256
1,69,train,53,True,256,256
1,70,train,135,True,256,256
1,71,train,136,True,256,256
1,72,train,91,True,256,256
1,73,train,46,True,256,256
1,74,train,0,False,256,256
1,75,train,0,False,256,256
1,76,train,0,False,256,256
1,77,train,0,False,256,256
1,78,train,0,False,256,256
1,79,train,0,False,256,256
1,80,train,0,False,256,256
1,81,train,0,False,256,256
1,82,train,0,False,256,256
1,83,train,0,False,256,256
1,84,train,0,False,256,256
1,85,train,0,False,256,256
1,86,train,0,False,256,256
1,87,train,0,False,256,256
1,88,train,0,False,256,256
1,89,train,0,False,256,256
1,90,train,0,False,256,256
1,91,train,0,False,256,256
1,92,train,0,False,256,256
1,93,train,0,False,256,256
1,94,train,0,False,256,256
1,95,train,0,False,256,256
1,96,train,0,False,256,256
1,97,train,0,False,256,256
1,98,train,0,False,256,256
1,99,train,0,False,256,256
1,100,train,0,False,256,256
1,101,train,0,False,256,256
1,102,train,0,False,256,256
1,103,train,0,False,256,256
1,104,train,0,False,256,256
1,105,train,0,False,256,256
1,106,train,0,False,256,256
1,107,train,0,False,256,256
1,108,train,0,False,256,256
1,109,train,0,False,256,256
1,110,train,0,False,256,256
1,111,train,0,False,256,256
1,112,train,0,False,256,256
1,113,train,0,False,256,256
1,114,train,0,False,256,256
1,115,train,0,False,256,256
1,116,train,0,False,256,256
1,117,train,0,False,256,256
1,118,train,0,False,256,256
1,119,train,0,False,256,256
1,120,train,0,False,256,256
1,121,train,0,False,256,256
1,122,train,0,False,256,256
2,0,train,0,False,256,256
2,1,train,0,False,256,256
2,2,train,0,False,256,256
2,3,train,0,False,256,256
2,4,train,0,False,256,256
2,5,train,0,False,256,256
2,6,train,0,False,256,256
2,7,train,0,False,256,256
2,8,train,0,False,256,256
2,9,train,0,False,256,256
2,10,train,0,False,256,256
2,11,train,0,False,256,256
2,12,train,0,False,256,256
2,13,train,0,False,256,256
2,14,train,0,False,256,256
2,15,train,0,False,256,256
2,16,train,0,False,256,256
2,17,train,0,False,256,256
2,18,train,0,False,256,256
2,19,train,0,False,256,256
2,20,train,0,False,256,256
2,21,train,0,False,256,256
2,22,train,0,False,256,256
2,23,train,0,False,256,256
2,24,train,0,False,256,256
2,25,train,0,False,256,256
2,26,train,0,False,256,256
2,27,train,0,False,256,256
2,28,train,0,False,256,256
2,29,train,0,False,256,256
2,30,train,0,False,256,256
2,31,train,0,False,256,256
2,32,train,0,False,256,256
2,33,train,0,False,256,256
2,34,train,0,False,256,256
2,35,train,0,False,256,256
2,36,train,0,False,256,256
2,37,train,0,False,256,256
2,38,train,0,False,256,256
2,39,train,0,False,256,256
2,40,train,0,False,256,256
2,41,train,0,False,256,256
2,42,train,0,False,256,256
2,43,train,0,False,256,256
2,44,train,0,False,256,256
2,45,train,0,False,256,256
2,46,train,0,False,256,256
2,47,train,0,False,256,256
2,48,train,0,False,256,256
2,49,train,0,False,256,256
2,50,train,0,False,256,256
2,51,train,0,False,256,256
2,52,train,0,False,256,256
2,53,train,0,False,256,256
2,54,train,0,False,256,256
2,55,train,0,False,256,256
2,56,train,0,False,256,256
2,57,train,0,False,256,256
2,58,train,0,False,256,256
2,59,train,0,False,256,256
2,60,train,0,False,256,256
2,61,train,0,False,256,256
2,62,train,0,False,256,256
2,63,train,0,False,256,256
2,64,train,0,False,256,256
2,65,train,0,False,256,256
2,66,train,0,False,256,256
2,67,train,0,False,256,256
2,68,train,0,False,256,256
2,69,train,0,False,256,256
2,70,train,0,False,256,256
2,71,train,0,False,256,256
2,72,train,0,False,256,256
2,73,train,0,False,256,256
2,74,train,0,False,256,256
2,75,train,0,False,256,256
2,76,train,0,False,256,256
2,77,train,0,False,256,256
2,78,train,0,False,256,256
2,79,train,0,False,256,256
2,80,train,0,False,256,256
2,81,train,0,False,256,256
2,82,train,0,False,256,256
2,83,train,0,False,256,256
2,84,train,0,False,256,256
2,85,train,0,False,256,256
2,86,train,0,False,256,256
2,87,train,0,False,256,256
2,88,train,0,False,256,256
2,89,train,0,False,256,256
2,90,train,0,False,256,256
2,91,train,0,False,256,256
2,92,train,0,False,256,256
2,93,train,0,False,256,256
2,94,train,0,False,256,256
2,95,train,0,False,256,256
2,96,train,0,False,256,256
2,97,train,0,False,256,256
2,98,train,0,False,256,256
2,99,train,0,False,256,256
2,100,train,0,False,256,256
2,101,train,0,False,256,256
2,102,train,0,False,256,256
2,103,train,0,False,256,256
2,104,train,0,False,256,256
2,105,train,0,False,256,256
2,106,train,0,False,256,256
2,107,train,0,False,256,256
2,108,train,0,False,256,256
2,109,train,0,False,256,256
2,110,train,0,False,256,256
2,111,train,0,False,256,256
2,112,train,0,False,256,256
2,113,train,0,False,256,256
2,114,train,0,False,256,256
2,115,train,0,False,256,256
2,116,train,0,False,256,256
2,117,train,0,False,256,256
2,118,train,0,False,256,256
2,119,train,0,False,256,256
2,120,train,0,False,256,256
2,121,train,0,False,256,256
2,122,train,0,False,256,256
2,123,train,0,False,256,256
2,124,train,0,False,256,256
2,125,train,0,False,256,256
2,126,train,0,False,256,256
2,127,train,0,False,256,256
2,128,train,0,False,256,256
2,129,train,0,False,256,256
2,130,train,0,False,256,256
2,131,train,0,False,256,256
2,132,train,0,False,256,256
2,133,train,0,False,256,256
2,134,train,0,False,256,256
2,135,train,0,False,256,256
2,136,train,0,False,256,256
2,137,train,0,False,256,256
2,138,train,0,False,256,256
2,139,train,0,False,256,256
2,140,train,0,False,256,256
2,141,train,0,False,256,256
2,142,train,0,False,256,256
2,143,train,0,False,256,256
2,144,train,0,False,256,256
2,145,train,0,False,256,256
2,146,train,0,False,256,256
2,147,train,0,False,256,256
2,148,train,0,False,256,256
2,149,train,0,False,256,256
2,150,train,0,False,256,256
2,151,train,0,False,256,256
2,152,train,0,False,256,256
2,153,train,0,False,256,256
2,154,train,0,False,256,256
2,155,train,0,False,256,256
2,156,train,0,False,256,256
2,157,train,0,False,256,256
2,158,train,0,False,256,256
2,159,train,0,False,256,256
2,160,train,0,False,256,256
2,161,train,0,False,256,256
2,162,train,0,False,256,256
2,163,train,0,False,256,256
2,164,train,0,False,256,256
2,165,train,0,False,256,256
2,166,train,0,False,256,256
2,167,train,0,False,256,256
2,168,train,0,False,256,256
2,169,train,0,False,256,256
2,170,train,0,False,256,256
2,171,train,0,False,256,256
2,172,train,0,False,256,256
2,173,train,0,False,256,256
2,174,train,0,False,256,256
2,175,train,0,False,256,256
2,176,train,0,False,256,256
2,177,train,0,False,256,256
2,178,train,0,False,256,256
2,179,train,0,False,256,256
2,180,train,0,False,256,256
2,181,train,0,False,256,256
2,182,train,0,False,256,256
2,183,train,0,False,256,256
2,184,train,0,False,256,256
2,185,train,0,False,256,256
2,186,train,0,False,256,256
2,187,train,0,False,256,256
2,188,train,0,False,256,256
2,189,train,0,False,256,256
2,190,train,0,False,256,256
2,191,train,0,False,256,256
2,192,train,0,False,256,256
2,193,train,0,False,256,256
2,194,train,0,False,256,256
2,195,train,0,False,256,256
2,196,train,0,False,256,256
2,197,train,0,False,256,256
2,198,train,0,False,256,256
2,199,train,0,False,256,256
2,200,train,0,False,256,256
2,201,train,0,False,256,256
2,202,train,0,False,256,256
2,203,train,0,False,256,256
2,204,train,0,False,256,256
2,205,train,0,False,256,256
2,206,train,0,False,256,256
2,207,train,0,False,256,256
2,208,train,0,False,256,256
2,209,train,0,False,256,256
2,210,train,0,False,256,256
2,211,train,0,False,256,256
2,212,train,0,False,256,256
2,213,train,0,False,256,256
2,214,train,0,False,256,256
2,215,train,0,False,256,256
2,216,train,0,False,256,256
2,217,train,0,False,256,256
2,218,train,0,False,256,256
2,219,train,0,False,256,256
2,220,train,0,False,256,256
2,221,train,0,False,256,256
2,222,train,0,False,256,256
2,223,train,0,False,256,256
2,224,train,0,False,256,256
2,225,train,0,False,256,256
2,226,train,0,False,256,256
2,227,train,0,False,256,256
2,228,train,0,False,256,256
2,229,train,0,False,256,256
2,230,train,0,False,256,256
2,231,train,0,False,256,256
2,232,train,0,False,256,256
2,233,train,0,False,256,256
2,234,train,0,False,256,256
2,235,train,0,False,256,256
2,236,train,0,False,256,256
2,237,train,0,False,256,256
2,238,train,0,False,256,256
2,239,train,0,False,256,256
2,240,train,0,False,256,256
2,241,train,0,False,256,256
2,242,train,0,False,256,256
2,243,train,0,False,256,256
2,244,train,0,False,256,256
2,245,train,0,False,256,256
2,246,train,0,False,256,256
2,247,train,0,False,256,256
2,248,train,0,False,256,256
2,249,train,0,False,256,256
2,250,train,0,False,256,256
2,251,train,0,False,256,256
2,252,train,0,False,256,256
2,253,train,0,False,256,256
2,254,train,0,False,256,256
2,255,train,0,False,256,256
2,256,train,0,False,256,256
2,257,train,0,False,256,256
2,258,train,0,False,256,256
2,259,train,0,False,256,256
2,260,train,0,False,256,256
2,261,train,0,False,256,256
2,262,train,0,False,256,256
2,263,train,0,False,256,256
2,264,train,0,False,256,256
2,265,train,0,False,256,256
2,266,train,0,False,256,256
2,267,train,0,False,256,256
2,268,train,0,False,256,256
2,269,train,0,False,256,256
2,270,train,0,False,256,256
2,271,train,0,False,256,256
2,272,train,0,False,256,256
2,273,train,0,False,256,256
2,274,train,0,False,256,256
2,275,train,0,False,256,256
2,276,train,0,False,256,256
2,277,train,0,False,256,256
2,278,train,0,False,256,256
2,279,train,0,False,256,256
2,280,train,0,False,256,256
2,281,train,0,False,256,256
2,282,train,0,False,256,256
2,283,train,0,False,256,256
2,284,train,0,False,256,256
2,285,train,0,False,256,256
2,286,train,0,False,256,256
2,287,train,0,False,256,256
2,288,train,0,False,256,256
2,289,train,0,False,256,256
2,290,train,0,False,256,256
2,291,train,0,False,256,256
2,292,train,0,False,256,256
2,293,train,0,False,256,256
2,294,train,0,False,256,256
2,295,train,0,False,256,256
2,296,train,0,False,256,256
2,297,train,0,False,256,256
2,298,train,0,False,256,256
2,299,train,0,False,256,256
2,300,train,0,False,256,256
2,301,train,0,False,256,256
2,302,train,0,False,256,256
2,303,train,0,False,256,256
2,304,train,0,False,256,256
2,305,train,0,False,256,256
2,306,train,0,False,256,256
2,307,train,0,False,256,256
2,308,train,0,False,256,256
2,309,train,0,False,256,256
2,310,train,0,False,256,256
2,311,train,0,False,256,256
2,312,train,0,False,256,256
2,313,train,0,False,256,256
2,314,train,0,False,256,256
2,315,train,0,False,256,256
2,316,train,0,False,256,256
2,317,train,0,False,256,256
2,318,train,0,False,256,256
2,319,train,0,False,256,256
2,320,train,0,False,256,256
2,321,train,0,False,256,256
2,322,train,0,False,256,256
2,323,train,0,False,256,256
2,324,train,0,False,256,256
2,325,train,0,False,256,256
2,326,train,0,False,256,256
2,327,train,0,False,256,256
2,328,train,0,False,256,256
2,329,train,0,False,256,256
2,330,train,0,False,256,256
2,331,train,0,False,256,256
2,332,train,0,False,256,256
2,333,train,0,False,256,256
2,334,train,0,False,256,256
2,335,train,0,False,256,256
2,336,train,0,False,256,256
2,337,train,0,False,256,256
2,338,train,0,False,256,256
2,339,train,0,False,256,256
2,340,train,0,False,256,256
2,341,train,0,False,256,256
2,342,train,0,False,256,256
2,343,train,0,False,256,256
2,344,train,0,False,256,256
2,345,train,0,False,256,256
2,346,train,0,False,256,256
2,347,train,0,False,256,256
2,348,train,0,False,256,256
2,349,train,0,False,256,256
2,350,train,0,False,256,256
2,351,train,0,False,256,256
2,352,train,0,False,256,256
2,353,train,0,False,256,256
2,354,train,0,False,256,256
2,355,train,0,False,256,256
2,356,train,0,False,256,256
2,357,train,0,False,256,256
2,358,train,0,False,256,256
2,359,train,0,False,256,256
2,360,train,0,False,256,256
2,361,train,0,False,256,256
2,362,train,0,False,256,256
2,363,train,0,False,256,256
2,364,train,0,False,256,256
2,365,train,0,False,256,256
2,366,train,0,False,256,256
2,367,train,0,False,256,256
2,368,train,0,False,256,256
2,369,train,0,False,256,256
2,370,train,0,False,256,256
2,371,train,0,False,256,256
2,372,train,0,False,256,256
2,373,train,0,False,256,256
2,374,train,0,False,256,256
2,375,train,0,False,256,256
2,376,train,0,False,256,256
2,377,train,0,False,256,256
2,378,train,0,False,256,256
2,379,train,0,False,256,256
2,380,train,0,False,256,256
2,381,train,0,False,256,256
2,382,train,0,False,256,256
2,383,train,0,False,256,256
2,384,train,0,False,256,256
2,385,train,0,False,256,256
2,386,train,0,False,256,256
2,387,train,0,False,256,256
2,388,train,0,False,256,256
2,389,train,0,False,256,256
2,390,train,0,False,256,256
2,391,train,0,False,256,256
2,392,train,0,False,256,256
2,393,train,0,False,256,256
2,394,train,0,False,256,256
2,395,train,0,False,256,256
2,396,train,0,False,256,256
2,397,train,0,False,256,256
2,398,train,0,False,256,256
2,399,train,0,False,256,256
2,400,train,0,False,256,256
2,401,train,0,False,256,256
2,402,train,0,False,256,256
2,403,train,0,False,256,256
2,404,train,0,False,256,256
2,405,train,0,False,256,256
2,406,train,0,False,256,256
2,407,train,0,False,256,256
2,408,train,0,False,256,256
2,409,train,0,False,256,256
2,410,train,0,False,256,256
2,411,train,0,False,256,256
2,412,train,0,False,256,256
2,413,train,0,False,256,256
2,414,train,0,False,256,256
2,415,train,0,False,256,256
2,416,train,0,False,256,256
2,417,train,0,False,256,256
2,418,train,0,False,256,256
2,419,train,0,False,256,256
2,420,train,0,False,256,256
2,421,train,0,False,256,256
2,422,train,0,False,256,256
2,423,train,0,False,256,256
2,424,train,0,False,256,256
2,425,train,0,False,256,256
2,426,train,0,False,256,256
2,427,train,0,False,256,256
2,428,train,0,False,256,256
2,429,train,0,False,256,256
2,430,train,0,False,256,256
2,431,train,0,False,256,256
2,432,train,0,False,256,256
2,433,train,0,False,256,256
2,434,train,0,False,256,256
2,435,train,0,False,256,256
2,436,train,0,False,256,256
2,437,train,0,False,256,256
2,438,train,0,False,256,256
2,439,train,0,False,256,256
2,440,train,2,True,256,256
2,441,train,12,True,256,256
2,442,train,31,True,256,256
2,443,train,61,True,256,256
2,444,train,69,True,256,256
2,445,train,79,True,256,256
2,446,train,80,True,256,256
2,447,train,93,True,256,256
2,448,train,120,True,256,256
2,449,train,142,True,256,256
2,450,train,145,True,256,256
2,451,train,154,True,256,256
2,452,train,161,True,256,256
2,453,train,167,True,256,256
2,454,train,170,True,256,256
2,455,train,171,True,256,256
2,456,train,171,True,256,256
2,457,train,179,True,256,256
2,458,train,178,True,256,256
2,459,train,173,True,256,256
2,460,train,175,True,256,256
2,461,train,173,True,256,256
2,462,train,168,True,256,256
2,463,train,153,True,256,256
2,464,train,129,True,256,256
2,465,train,103,True,256,256
2,466,train,68,True,256,256
2,467,train,26,True,256,256
2,468,train,0,False,256,256
2,469,train,0,False,256,256
2,470,train,0,False,256,256
2,471,train,0,False,256,256
2,472,train,0,False,256,256
2,473,train,0,False,256,256
2,474,train,0,False,256,256
2,475,train,0,False,256,256
2,476,train,0,False,256,256
2,477,train,0,False,256,256
2,478,train,0,False,256,256
2,479,train,0,False,256,256
2,480,train,0,False,256,256
2,481,train,0,False,256,256
2,482,train,0,False,256,256
2,483,train,0,False,256,256
2,484,train,0,False,256,256
2,485,train,0,False,256,256
2,486,train,0,False,256,256
2,487,train,0,False,256,256
2,488,train,0,False,256,256
2,489,train,0,False,256,256
2,490,train,0,False,256,256
2,491,train,0,False,256,256
2,492,train,0,False,256,256
2,493,train,0,False,256,256
2,494,train,0,False,256,256
2,495,train,0,False,256,256
2,496,train,0,False,256,256
2,497,train,0,False,256,256
2,498,train,0,False,256,256
2,499,train,0,False,256,256
2,500,train,0,False,256,256
2,501,train,0,False,256,256
2,502,train,0,False,256,256
2,503,train,0,False,256,256
2,504,train,0,False,256,256
2,505,train,0,False,256,256
2,506,train,0,False,256,256
2,507,train,0,False,256,256
2,508,train,0,False,256,256
2,509,train,0,False,256,256
2,510,train,0,False,256,256
2,511,train,0,False,256,256
2,512,train,0,False,256,256
2,513,train,0,False,256,256
2,514,train,0,False,256,256
2,515,train,0,False,256,256
2,516,train,0,False,256,256
3,0,train,0,False,256,256
3,1,train,0,False,256,256
3,2,train,0,False,256,256
3,3,train,0,False,256,256
3,4,train,0,False,256,256
3,5,train,0,False,256,256
3,6,train,0,False,256,256
3,7,train,0,False,256,256
3,8,train,0,False,256,256
3,9,train,0,False,256,256
3,10,train,0,False,256,256
3,11,train,0,False,256,256
3,12,train,0,False,256,256
3,13,train,0,False,256,256
3,14,train,0,False,256,256
3,15,train,0,False,256,256
3,16,train,0,False,256,256
3,17,train,0,False,256,256
3,18,train,0,False,256,256
3,19,train,0,False,256,256
3,20,train,0,False,256,256
3,21,train,0,False,256,256
3,22,train,0,False,256,256
3,23,train,0,False,256,256
3,24,train,0,False,256,256
3,25,train,0,False,256,256
3,26,train,0,False,256,256
3,27,train,0,False,256,256
3,28,train,0,False,256,256
3,29,train,0,False,256,256
3,30,train,0,False,256,256
3,31,train,0,False,256,256
3,32,train,0,False,256,256
3,33,train,0,False,256,256
3,34,train,0,False,256,256
3,35,train,0,False,256,256
3,36,train,0,False,256,256
3,37,train,0,False,256,256
3,38,train,0,False,256,256
3,39,train,0,False,256,256
3,40,train,0,False,256,256
3,41,train,0,False,256,256
3,42,train,0,False,256,256
3,43,train,0,False,256,256
3,44,train,0,False,256,256
3,45,train,0,False,256,256
3,46,train,0,False,256,256
3,47,train,0,False,256,256
3,48,train,0,False,256,256
3,49,train,0,False,256,256
3,50,train,0,False,256,256
3,51,train,0,False,256,256
3,52,train,0,False,256,256
3,53,train,0,False,256,256
3,54,train,0,False,256,256
3,55,train,0,False,256,256
3,56,train,0,False,256,256
3,57,train,0,False,256,256
3,58,train,0,False,256,256
3,59,train,0,False,256,256
3,60,train,0,False,256,256
3,61,train,0,False,256,256
3,62,train,0,False,256,256
3,63,train,0,False,256,256
3,64,train,0,False,256,256
3,65,train,0,False,256,256
3,66,train,0,False,256,256
3,67,train,0,False,256,256
3,68,train,0,False,256,256
3,69,train,0,False,256,256
3,70,train,0,False,256,256
3,71,train,0,False,256,256
3,72,train,0,False,256,256
3,73,train,0,False,256,256
3,74,train,0,False,256,256
3,75,train,0,False,256,256
3,76,train,0,False,256,256
3,77,train,0,False,256,256
3,78,train,0,False,256,256
3,79,train,0,False,256,256
3,80,train,0,False,256,256
3,81,train,0,False,256,256
3,82,train,0,False,256,256
3,83,train,0,False,256,256
3,84,train,0,False,256,256
3,85,train,0,False,256,256
3,86,train,0,False,256,256
3,87,train,0,False,256,256
3,88,train,0,False,256,256
3,89,train,0,False,256,256
3,90,train,0,False,256,256
3,91,train,0,False,256,256
3,92,train,0,False,256,256
3,93,train,0,False,256,256
3,94,train,0,False,256,256
3,95,train,0,False,256,256
3,96,train,0,False,256,256
3,97,train,0,False,256,256
3,98,train,0,False,256,256
3,99,train,0,False,256,256
3,100,train,0,False,256,256
3,101,train,0,False,256,256
3,102,train,0,False,256,256
3,103,train,0,False,256,256
3,104,train,0,False,256,256
3,105,train,0,False,256,256
3,106,train,0,False,256,256
3,107,train,0,False,256,256
3,108,train,0,False,256,256
3,109,train,0,False,256,256
3,110,train,0,False,256,256
3,111,train,0,False,256,256
3,112,train,0,False,256,256
3,113,train,0,False,256,256
3,114,train,0,False,256,256
3,115,train,0,False,256,256
3,116,train,0,False,256,256
3,117,train,0,False,256,256
3,118,train,0,False,256,256
3,119,train,0,False,256,256
3,120,train,0,False,256,256
3,121,train,0,False,256,256
3,122,train,0,False,256,256
3,123,train,0,False,256,256
3,124,train,0,False,256,256
3,125,train,0,False,256,256
3,126,train,0,False,256,256
3,127,train,0,False,256,256
3,128,train,0,False,256,256
3,129,train,0,False,256,256
3,130,train,0,False,256,256
3,131,train,0,False,256,256
3,132,train,0,False,256,256
3,133,train,0,False,256,256
3,134,train,0,False,256,256
3,135,train,0,False,256,256
3,136,train,0,False,256,256
3,137,train,0,False,256,256
3,138,train,0,False,256,256
3,139,train,0,False,256,256
3,140,train,0,False,256,256
3,141,train,0,False,256,256
3,142,train,0,False,256,256
3,143,train,0,False,256,256
3,144,train,0,False,256,256
3,145,train,0,False,256,256
3,146,train,0,False,256,256
3,147,train,0,False,256,256
3,148,train,0,False,256,256
3,149,train,0,False,256,256
3,150,train,0,False,256,256
3,151,train,0,False,256,256
3,152,train,0,False,256,256
3,153,train,0,False,256,256
3,154,train,0,False,256,256
3,155,train,0,False,256,256
3,156,train,0,False,256,256
3,157,train,0,False,256,256
3,158,train,0,False,256,256
3,159,train,0,False,256,256
3,160,train,0,False,256,256
3,161,train,0,False,256,256
3,162,train,0,False,256,256
3,163,train,0,False,256,256
3,164,train,0,False,256,256
3,165,train,0,False,256,256
3,166,train,0,False,256,256
3,167,train,0,False,256,256
3,168,train,0,False,256,256
3,169,train,0,False,256,256
3,170,train,0,False,256,256
3,171,train,0,False,256,256
3,172,train,0,False,256,256
3,173,train,0,False,256,256
3,174,train,0,False,256,256
3,175,train,0,False,256,256
3,176,train,0,False,256,256
3,177,train,0,False,256,256
3,178,train,0,False,256,256
3,179,train,0,False,256,256
3,180,train,0,False,256,256
3,181,train,0,False,256,256
3,182,train,0,False,256,256
3,183,train,0,False,256,256
3,184,train,0,False,256,256
3,185,train,0,False,256,256
3,186,train,0,False,256,256
3,187,train,0,False,256,256
3,188,train,0,False,256,256
3,189,train,0,False,256,256
3,190,train,0,False,256,256
3,191,train,0,False,256,256
3,192,train,0,False,256,256
3,193,train,0,False,256,256
3,194,train,0,False,256,256
3,195,train,0,False,256,256
3,196,train,0,False,256,256
3,197,train,0,False,256,256
3,198,train,0,False,256,256
3,199,train,0,False,256,256
3,200,train,0,False,256,256
3,201,train,0,False,256,256
3,202,train,0,False,256,256
3,203,train,0,False,256,256
3,204,train,0,False,256,256
3,205,train,0,False,256,256
3,206,train,0,False,256,256
3,207,train,0,False,256,256
3,208,train,0,False,256,256
3,209,train,0,False,256,256
3,210,train,0,False,256,256
3,211,train,0,False,256,256
3,212,train,0,False,256,256
3,213,train,0,False,256,256
3,214,train,0,False,256,256
3,215,train,0,False,256,256
3,216,train,0,False,256,256
3,217,train,0,False,256,256
3,218,train,0,False,256,256
3,219,train,0,False,256,256
3,220,train,0,False,256,256
3,221,train,0,False,256,256
3,222,train,0,False,256,256
3,223,train,0,False,256,256
3,224,train,0,False,256,256
3,225,train,0,False,256,256
3,226,train,0,False,256,256
3,227,train,0,False,256,256
3,228,train,0,False,256,256
3,229,train,0,False,256,256
3,230,train,0,False,256,256
3,231,train,0,False,256,256
3,232,train,0,False,256,256
3,233,train,0,False,256,256
3,234,train,0,False,256,256
3,235,train,0,False,256,256
3,236,train,0,False,256,256
3,237,train,0,False,256,256
3,238,train,0,False,256,256
3,239,train,0,False,256,256
3,240,train,0,False,256,256
3,241,train,0,False,256,256
3,242,train,0,False,256,256
3,243,train,0,False,256,256
3,244,train,0,False,256,256
3,245,train,0,False,256,256
3,246,train,0,False,256,256
3,247,train,0,False,256,256
3,248,train,0,False,256,256
3,249,train,0,False,256,256
3,250,train,0,False,256,256
3,251,train,0,False,256,256
3,252,train,0,False,256,256
3,253,train,0,False,256,256
3,254,train,0,False,256,256
3,255,train,0,False,256,256
3,256,train,0,False,256,256
3,257,train,0,False,256,256
3,258,train,0,False,256,256
3,259,train,0,False,256,256
3,260,train,0,False,256,256
3,261,train,0,False,256,256
3,262,train,0,False,256,256
3,263,train,0,False,256,256
3,264,train,0,False,256,256
3,265,train,0,False,256,256
3,266,train,0,False,256,256
3,267,train,0,False,256,256
3,268,train,0,False,256,256
3,269,train,0,False,256,256
3,270,train,0,False,256,256
3,271,train,0,False,256,256
3,272,train,0,False,256,256
3,273,train,0,False,256,256
3,274,train,0,False,256,256
3,275,train,0,False,256,256
3,276,train,0,False,256,256
3,277,train,0,False,256,256
3,278,train,0,False,256,256
