model,threshold,volume_id,has_tumor,dice
control,0.5,105,False,8.703220183896238e-10
control,0.5,106,False,9.140767816141892e-10
control,0.5,107,True,0.18646022085546696
control,0.5,108,True,0.7578135350302939
control,0.5,109,True,0.5068054666544157
control,0.5,110,True,0.6611715376268
control,0.5,111,True,0.4147230321766175
control,0.5,112,True,0.14575645795859943
control,0.5,113,True,0.5240788418620673
control,0.5,114,False,1.8450184467804088e-09
control,0.5,115,False,2.518257365268633e-10
control,0.5,116,True,0.010767421125016045
control,0.550000011920929,104,True,0.06597921315957476
control,0.550000011920929,105,False,8.896797145109609e-10
control,0.550000011920929,106,False,9.505703413017391e-10
control,0.550000011920929,107,True,0.18608578196790176
control,0.550000011920929,108,True,0.7544819725698043
control,0.550000011920929,109,True,0.5084400712667617
control,0.550000011920929,110,True,0.6603814556175965
control,0.550000011920929,111,True,0.41931290632881835
control,0.550000011920929,112,True,0.148323099126914
control,0.550000011920929,113,True,0.5262416193464953
control,0.550000011920929,114,False,1.9011406807963103e-09
control,0.550000011920929,115,False,2.621231978343058e-10
control,0.550000011920929,116,True,0.01061546419051839
control,0.6000000238418579,104,True,0.06455746242465947
control,0.6000000238418579,105,False,9.208103122276146e-10
control,0.6000000238418579,106,False,9.95024874631816e-10
control,0.6000000238418579,107,True,0.18285516778727012
control,0.6000000238418579,108,True,0.7507399194603407
control,0.6000000238418579,109,True,0.5105907306167964
control,0.6000000238418579,110,True,0.6583712474253436
control,0.6000000238418579,111,True,0.4247586599612419
control,0.6000000238418579,112,True,0.15033947664871994
control,0.6000000238418579,113,True,0.528209674988037
control,0.6000000238418579,114,False,1.972386583880894e-09
control,0.6000000238418579,115,False,2.733734280280554e-10
control,0.6000000238418579,116,True,0.01042454813586559
control,0.6499999761581421,104,True,0.06313000247134251
control,0.6499999761581421,105,False,9.689922471230694e-10
control,0.6499999761581421,106,False,1.0288065833036969e-09
control,0.6499999761581421,107,True,0.18285105642058389
control,0.6499999761581421,108,True,0.7466111532452961
control,0.6499999761581421,109,True,0.5119144484623993
control,0.6499999761581421,110,True,0.6564440922306632
control,0.6499999761581421,111,True,0.4321393999163331
control,0.6499999761581421,112,True,0.1553202223119918
control,0.6499999761581421,113,True,0.5303601156678709
control,0.6499999761581421,114,False,2.032520321072113e-09
control,0.6499999761581421,115,False,2.8433323847474176e-10
control,0.6499999761581421,116,True,0.010207381922906404
control,0.699999988079071,104,True,0.061782297482148536
control,0.699999988079071,105,False,1.0050251246180652e-09
control,0.699999988079071,106,False,1.066098079886889e-09
control,0.699999988079071,107,True,0.18307301140881346
control,0.699999988079071,108,True,0.741892485283973
control,0.699999988079071,109,True,0.5118530983523203
control,0.699999988079071,110,True,0.6551351753992862
control,0.699999988079071,111,True,0.4339734707119434
control,0.699999988079071,112,True,0.15825091142204534
control,0.699999988079071,113,True,0.5323887988378586
control,0.699999988079071,114,False,2.0833333289930555e-09
control,0.699999988079071,115,False,2.986857824675371e-10
control,0.699999988079071,116,True,0.00996486415424856
recall_loss,0.05000000074505806,104,True,0.12777195232011895
recall_loss,0.05000000074505806,105,False,3.8834951441229145e-10
recall_loss,0.05000000074505806,106,False,3.447087210118205e-10
recall_loss,0.05000000074505806,107,True,0.1216178522434572
recall_loss,0.05000000074505806,108,True,0.7316875401207814
recall_loss,0.05000000074505806,109,True,0.5814621917839461
recall_loss,0.05000000074505806,110,True,0.654094949272409
recall_loss,0.05000000074505806,111,True,0.375182909075917
recall_loss,0.05000000074505806,112,True,0.06403679478789372
recall_loss,0.05000000074505806,113,True,0.5128898360420349
recall_loss,0.05000000074505806,114,False,1.6863406379656987e-09
recall_loss,0.05000000074505806,115,False,6.250390649024914e-11
recall_loss,0.05000000074505806,116,True,0.0014525448521331677
recall_loss,0.10000000149011612,104,True,0.12208520911956568
recall_loss,0.10000000149011612,105,False,4.3010752669672793e-10
recall_loss,0.10000000149011612,106,False,3.8022813673755585e-10
recall_loss,0.10000000149011612,107,True,0.12412969970915759
recall_loss,0.10000000149011612,108,True,0.7359177166807787
recall_loss,0.10000000149011612,109,True,0.5998012108159437
recall_loss,0.10000000149011612,110,True,0.6551569878277664
recall_loss,0.10000000149011612,111,True,0.3889403769865708
recall_loss,0.10000000149011612,112,True,0.06912354419149827
recall_loss,0.10000000149011612,113,True,0.5233174263695357
recall_loss,0.10000000149011612,114,False,1.8552875661311917e-09
recall_loss,0.10000000149011612,115,False,6.698821007053937e-11
recall_loss,0.10000000149011612,116,True,0.0013258246242875249
recall_loss,0.15000000596046448,104,True,0.11879369827871404
recall_loss,0.15000000596046448,105,False,4.638218921781902e-10
recall_loss,0.15000000596046448,106,False,4.078303424111622e-10
recall_loss,0.15000000596046448,107,True,0.127681733063145
recall_loss,0.15000000596046448,108,True,0.7376863903171722
recall_loss,0.15000000596046448,109,True,0.6120261864358962
recall_loss,0.15000000596046448,110,True,0.6555317244582181
recall_loss,0.15000000596046448,111,True,0.39941926126804006
recall_loss,0.15000000596046448,112,True,0.07305751784600252
recall_loss,0.15000000596046448,113,True,0.5306039997385597
recall_loss,0.15000000596046448,114,False,1.988071566624112e-09
recall_loss,0.15000000596046448,115,False,7.050694492910478e-11
recall_loss,0.15000000596046448,116,True,0.0011982297186659823
recall_loss,0.20000000298023224,104,True,0.11614365136990301
recall_loss,0.20000000298023224,105,False,4.965243294456185e-10
recall_loss,0.20000000298023224,106,False,4.3440486514578415e-10
recall_loss,0.20000000298023224,107,True,0.13047247517008317
recall_loss,0.20000000298023224,108,True,0.7388071944574096
recall_loss,0.20000000298023224,109,True,0.6206814334512606
recall_loss,0.20000000298023224,110,True,0.6548945654096537
recall_loss,0.20000000298023224,111,True,0.4100851562180522
recall_loss,0.20000000298023224,112,True,0.07610993677037844
recall_loss,0.20000000298023224,113,True,0.5364882035863785
recall_loss,0.20000000298023224,114,False,2.12765956994115e-09
recall_loss,0.20000000298023224,115,False,7.365939893387895e-11
recall_loss,0.20000000298023224,116,True,0.0011088046892052139
recall_loss,0.25,104,True,0.11370007935580932
recall_loss,0.25,105,False,5.224660394344482e-10
recall_loss,0.25,106,False,4.5998160052438747e-10
recall_loss,0.25,107,True,0.13236282204564806
recall_loss,0.25,108,True,0.73910345618685
recall_loss,0.25,109,True,0.6273231487878923
recall_loss,0.25,110,True,0.6541780239300304
recall_loss,0.25,111,True,0.41636582440839504
recall_loss,0.25,112,True,0.07901125599668699
recall_loss,0.25,113,True,0.54181513310379
recall_loss,0.25,114,False,2.293577976390876e-09
recall_loss,0.25,115,False,7.65110941027918e-11
recall_loss,0.25,116,True,0.0010320982621979042
recall_loss,0.30000001192092896,104,True,0.11131897731014982
recall_loss,0.30000001192092896,105,False,5.437737898076271e-10
recall_loss,0.30000001192092896,106,False,4.82160076913134e-10
recall_loss,0.30000001192092896,107,True,0.1333333334332949
recall_loss,0.30000001192092896,108,True,0.7390200214723844
recall_loss,0.30000001192092896,109,True,0.6328750154928062
recall_loss,0.30000001192092896,110,True,0.6535773243009804
recall_loss,0.30000001192092896,111,True,0.4243712363754213
recall_loss,0.30000001192092896,112,True,0.0817911813841007
recall_loss,0.30000001192092896,113,True,0.5469915465023266
recall_loss,0.30000001192092896,114,False,2.427184460128193e-09
recall_loss,0.30000001192092896,115,False,7.902015013204107e-11
recall_loss,0.30000001192092896,116,True,0.0009938561683554012
recall_loss,0.3499999940395355,104,True,0.10964807279134883
recall_loss,0.3499999940395355,105,False,5.678591706031464e-10
recall_loss,0.3499999940395355,106,False,5.053057096991885e-10
recall_loss,0.3499999940395355,107,True,0.13532763543027926
recall_loss,0.3499999940395355,108,True,0.7385426737664105
recall_loss,0.3499999940395355,109,True,0.6374955890599008
recall_loss,0.3499999940395355,110,True,0.6524857954607158
recall_loss,0.3499999940395355,111,True,0.4309031557071267
recall_loss,0.3499999940395355,112,True,0.08384361773814328
recall_loss,0.3499999940395355,113,True,0.5513400501135242
recall_loss,0.3499999940395355,114,False,2.6178010402675366e-09
recall_loss,0.3499999940395355,115,False,8.16926721606329e-11
recall_loss,0.3499999940395355,116,True,0.0009554921494637913
recall_loss,0.4000000059604645,104,True,0.10778522954216899
recall_loss,0.4000000059604645,105,False,5.934718097368119e-10
recall_loss,0.4000000059604645,106,False,5.263157891966759e-10
recall_loss,0.4000000059604645,107,True,0.13641900132321327
recall_loss,0.4000000059604645,108,True,0.7378201472919456
recall_loss,0.4000000059604645,109,True,0.6413837283884335
recall_loss,0.4000000059604645,110,True,0.6513321970099339
recall_loss,0.4000000059604645,111,True,0.4370466804096993
recall_loss,0.4000000059604645,112,True,0.08627833314982249
recall_loss,0.4000000059604645,113,True,0.5554012571342749
recall_loss,0.4000000059604645,114,False,2.785515312575166e-09
recall_loss,0.4000000059604645,115,False,8.418925744366145e-11
recall_loss,0.4000000059604645,116,True,0.0008913692270866993
recall_loss,0.44999998807907104,104,True,0.10551225317719279
recall_loss,0.44999998807907104,105,False,6.169031458254761e-10
recall_loss,0.44999998807907104,106,False,5.509641870242621e-10
recall_loss,0.44999998807907104,107,True,0.13681840931255398
recall_loss,0.44999998807907104,108,True,0.7369827393222342
recall_loss,0.44999998807907104,109,True,0.644650896514309
recall_loss,0.44999998807907104,110,True,0.6503207567748484
recall_loss,0.44999998807907104,111,True,0.44266666677282535
recall_loss,0.44999998807907104,112,True,0.08787346244341615
recall_loss,0.44999998807907104,113,True,0.5587456729871949
recall_loss,0.44999998807907104,114,False,2.8985507162360846e-09
recall_loss,0.44999998807907104,115,False,8.668515949317916e-11
recall_loss,0.44999998807907104,116,True,0.0008659015780030894
recall_loss,0.5,104,True,0.10376941322706569
recall_loss,0.5,105,False,6.426735214378705e-10
recall_loss,0.5,106,False,5.767012684102068e-10
recall_loss,0.5,107,True,0.13771918608246267
recall_loss,0.5,108,True,0.7356387787749848
recall_loss,0.5,109,True,0.6472440528261426
recall_loss,0.5,110,True,0.6490374057600279
recall_loss,0.5,111,True,0.4476506142624974
recall_loss,0.5,112,True,0.08984679327711068
recall_loss,0.5,113,True,0.5627554655648788
recall_loss,0.5,114,False,3.0395136685729066e-09
recall_loss,0.5,115,False,8.922994556177121e-11
recall_loss,0.5,116,True,0.0008532974840598
recall_loss,0.550000011920929,104,True,0.10232033517157697
recall_loss,0.550000011920929,105,False,6.657789609415586e-10
recall_loss,0.550000011920929,106,False,6.016847168461583e-10
recall_loss,0.550000011920929,107,True,0.13899106684984353
recall_loss,0.550000011920929,108,True,0.7340506784738896
recall_loss,0.550000011920929,109,True,0.6500954994310361
recall_loss,0.550000011920929,110,True,0.646048744467392
recall_loss,0.550000011920929,111,True,0.45267160307130844
recall_loss,0.550000011920929,112,True,0.0921017405375899
recall_loss,0.550000011920929,113,True,0.5666653993923381
recall_loss,0.550000011920929,114,False,3.2154340732622697e-09
recall_loss,0.550000011920929,115,False,9.186954523731101e-11
recall_loss,0.550000011920929,116,True,0.0008019453707005255
recall_loss,0.6000000238418579,104,True,0.10023956287717371
recall_loss,0.6000000238418579,105,False,6.925207751436836e-10
recall_loss,0.6000000238418579,106,False,6.289308172145088e-10
recall_loss,0.6000000238418579,107,True,0.13909066463020034
recall_loss,0.6000000238418579,108,True,0.7324536466144381
recall_loss,0.6000000238418579,109,True,0.651725267535168
recall_loss,0.6000000238418579,110,True,0.642907761746244
recall_loss,0.6000000238418579,111,True,0.45727198039086436
recall_loss,0.6000000238418579,112,True,0.09473684235602858
recall_loss,0.6000000238418579,113,True,0.5701509223112479
recall_loss,0.6000000238418579,114,False,3.3112582671812637e-09
recall_loss,0.6000000238418579,115,False,9.469696968800217e-11
recall_loss,0.6000000238418579,116,True,0.0007116977290326623
recall_loss,0.6499999761581421,104,True,0.09810404157481813
recall_loss,0.6499999761581421,105,False,7.267441855183544e-10
recall_loss,0.6499999761581421,106,False,6.514657976211949e-10
recall_loss,0.6499999761581421,107,True,0.13819789951102848
recall_loss,0.6499999761581421,108,True,0.730199012616314
recall_loss,0.6499999761581421,109,True,0.6525597648329757
recall_loss,0.6499999761581421,110,True,0.639549130121962
recall_loss,0.6499999761581421,111,True,0.45966386565973444
recall_loss,0.6499999761581421,112,True,0.0959770117540296
recall_loss,0.6499999761581421,113,True,0.5741204065759554
recall_loss,0.6499999761581421,114,False,3.508771917513081e-09
recall_loss,0.6499999761581421,115,False,9.798157945346055e-11
recall_loss,0.6499999761581421,116,True,0.0006601813621699243
recall_loss,0.699999988079071,104,True,0.09555769049841607
recall_loss,0.699999988079071,105,False,7.668711650560803e-10
recall_loss,0.699999988079071,106,False,6.811989096177119e-10
recall_loss,0.699999988079071,107,True,0.13749821721045524
recall_loss,0.699999988079071,108,True,0.7275306533666334
recall_loss,0.699999988079071,109,True,0.6536659705465466
recall_loss,0.699999988079071,110,True,0.634961194492192
recall_loss,0.699999988079071,111,True,0.4628027682822658
recall_loss,0.699999988079071,112,True,0.09820359308437018
recall_loss,0.699999988079071,113,True,0.5777627818438837
recall_loss,0.699999988079071,114,False,3.7174721051395087e-09
recall_loss,0.699999988079071,115,False,1.0111223457016054e-10
recall_loss,0.699999988079071,116,True,0.0006086269699402469
