internal_patient_id,slice_index,sample_id,truth_pixels,predicted_pixels,intersection_pixels,dice,positive_slice,q1_positive_slice_train_edge,detected,predicted_empty,empty_slice_false_positive,maximum_score
ircadb_01,114,ircadb_01_z0114,576,606,545,0.9221658207088276,True,False,True,False,False,1.0
ircadb_01,115,ircadb_01_z0115,568,596,549,0.9432989691208772,True,False,True,False,False,1.0
ircadb_01,116,ircadb_01_z0116,584,547,524,0.926613616333675,True,False,True,False,False,1.0
ircadb_01,117,ircadb_01_z0117,570,516,506,0.9318600368951564,True,False,True,False,False,1.0
ircadb_01,118,ircadb_01_z0118,499,461,445,0.9270833334092882,True,False,True,False,False,1.0
ircadb_01,119,ircadb_01_z0119,426,308,287,0.7820163490708224,True,False,True,False,False,1.0
ircadb_01,120,ircadb_01_z0120,317,262,248,0.8566493957570822,True,False,True,False,False,1.0
ircadb_01,121,ircadb_01_z0121,188,177,127,0.6958904117920811,True,False,True,False,False,1.0
ircadb_01,122,ircadb_01_z0122,88,0,0,1.1363636234504133e-08,True,False,False,True,False,0.0
ircadb_01,123,ircadb_01_z0123,33,0,0,3.0303029384756685e-08,True,True,False,True,False,0.0
ircadb_01,124,ircadb_01_z0124,0,0,0,1.0,False,False,False,True,False,0.0
ircadb_01,125,ircadb_01_z0125,0,0,0,1.0,False,False,False,True,False,0.0
ircadb_01,126,ircadb_01_z0126,0,0,0,1.0,False,False,False,True,False,0.0
ircadb_01,127,ircadb_01_z0127,0,0,0,1.0,False,False,False,True,False,0.0
ircadb_01,128,ircadb_01_z0128,0,0,0,1.0,False,False,False,True,False,0.0
ircadb_02,0,ircadb_02_z0000,0,0,0,1.0,False,False,False,True,False,0.0
ircadb_02,1,ircadb_02_z0001,0,0,0,1.0,False,False,False,True,False,0.0
ircadb_02,2,ircadb_02_z0002,0,0,0,1.0,False,False,False,True,False,0.0
ircadb_02,3,ircadb_02_z0003,0,0,0,1.0,False,False,False,True,False,0.0
ircadb_02,4,ircadb_02_z0004,0,0,0,1.0,False,False,False,True,False,0.0
ircadb_02,5,ircadb_02_z0005,0,0,0,1.0,False,False,False,True,False,0.0
ircadb_02,6,ircadb_02_z0006,0,0,0,1.0,False,False,False,True,False,0.0
ircadb_02,7,ircadb_02_z0007,0,0,0,1.0,False,False,False,True,False,0.0
ircadb_02,8,ircadb_02_z0008,0,0,0,1.0,False,False,False,True,False,0.0
ircadb_02,9,ircadb_02_z0009,0,0,0,1.0,False,False,False,True,False,0.0
ircadb_02,10,ircadb_02_z0010,0,0,0,1.0,False,False,False,True,False,0.0
ircadb_02,11,ircadb_02_z0011,0,0,0,1.0,False,False,False,True,False,0.0
ircadb_02,12,ircadb_02_z0012,0,0,0,1.0,False,False,False,True,False,0.0
ircadb_02,13,ircadb_02_z0013,0,0,0,1.0,False,False,False,True,False,0.0
ircadb_02,14,ircadb_02_z0014,0,0,0,1.0,False,False,False,True,False,0.0
ircadb_02,15,ircadb_02_z0015,0,0,0,1.0,False,False,False,True,False,0.0
ircadb_02,16,ircadb_02_z0016,0,0,0,1.0,False,False,False,True,False,0.0
ircadb_02,17,ircadb_02_z0017,0,0,0,1.0,False,False,False,True,False,0.0
ircadb_02,18,ircadb_02_z0018,0,0,0,1.0,False,False,False,True,False,0.0
ircadb_02,19,ircadb_02_z0019,0,0,0,1.0,False,False,False,True,False,0.0
ircadb_02,20,ircadb_02_z0020,0,0,0,1.0,False,False,False,True,False,0.0
ircadb_02,21,ircadb_02_z0021,0,0,0,1.0,False,False,False,True,False,0.0
ircadb_02,22,ircadb_02_z0022,0,0,0,1.0,False,False,False,True,False,0.0
ircadb_02,23,ircadb_02_z0023,0,0,0,1.0,False,False,False,True,False,0.0
ircadb_02,24,ircadb_02_z0024,0,0,0,1.0,False,False,False,True,False,0.0
ircadb_02,25,ircadb_02_z0025,0,0,0,1.0,False,False,False,True,False,0.0
ircadb_02,26,ircadb_02_z0026,0,0,0,1.0,False,False,False,True,False,0.0
ircadb_02,27,ircadb_02_z0027,0,0,0,1.0,False,False,False,True,False,0.0
ircadb_02,28,ircadb_02_z0028,0,0,0,1.0,False,False,False,True,False,0.0
ircadb_02,29,ircadb_02_z0029,0,0,0,1.0,False,False,False,True,False,0.0
ircadb_02,30,ircadb_02_z0030,0,0,0,1.0,False,False,False,True,False,0.0
ircadb_02,31,ircadb_02_z0031,0,0,0,1.0,False,False,False,True,False,0.0
ircadb_02,32,ircadb_02_z0032,0,0,0,1.0,False,False,False,True,False,0.0
ircadb_02,33,ircadb_02_z0033,0,0,0,1.0,False,False,False,True,False,0.0
ircadb_02,34,ircadb_02_z0034,0,0,0,1.0,False,False,False,True,False,0.0
ircadb_02,35,ircadb_02_z0035,0,0,0,1.0,False,False,False,True,False,0.0
ircadb_02,36,ircadb_02_z0036,0,0,0,1.0,False,False,False,True,False,0.0
ircadb_02,37,ircadb_02_z0037,0,0,0,1.0,False,False,False,True,False,0.0
ircadb_02,38,ircadb_02_z0038,0,0,0,1.0,False,False,False,True,False,0.0
ircadb_02,39,ircadb_02_z0039,0,0,0,1.0,False,False,False,True,False,0.0
ircadb_02,40,ircadb_02_z0040,0,0,0,1.0,False,False,False,True,False,0.0
ircadb_02,41,ircadb_02_z0041,0,0,0,1.0,False,False,False,True,False,0.0
ircadb_02,42,ircadb_02_z0042,0,0,0,1.0,False,False,False,True,False,0.0
ircadb_02,43,ircadb_02_z0043,0,0,0,1.0,False,False,False,True,False,0.0
ircadb_02,44,ircadb_02_z0044,0,0,0,1.0,False,False,False,True,False,0.0
ircadb_02,45,ircadb_02_z0045,0,0,0,1.0,False,False,False,True,False,0.0
ircadb_02,46,ircadb_02_z0046,0,0,0,1.0,False,False,False,True,False,0.0
ircadb_02,47,ircadb_02_z0047,0,0,0,1.0,False,False,False,True,False,0.0
ircadb_02,48,ircadb_02_z0048,0,0,0,1.0,False,False,False,True,False,0.0
ircadb_02,49,ircadb_02_z0049,0,0,0,1.0,False,False,False,True,False,0.0
ircadb_02,50,ircadb_02_z0050,0,0,0,1.0,False,False,False,True,False,0.0
ircadb_02,51,ircadb_02_z0051,0,0,0,1.0,False,False,False,True,False,0.0
ircadb_02,52,ircadb_02_z0052,0,0,0,1.0,False,False,False,True,False,0.0
ircadb_02,53,ircadb_02_z0053,0,0,0,1.0,False,False,False,True,False,1.0728836059570312e-06
ircadb_02,54,ircadb_02_z0054,0,0,0,1.0,False,False,False,True,False,0.0
ircadb_02,55,ircadb_02_z0055,0,0,0,1.0,False,False,False,True,False,0.0
ircadb_02,56,ircadb_02_z0056,20,9,9,0.6206896682520804,True,True,True,False,False,1.0
ircadb_02,57,ircadb_02_z0057,45,43,37,0.8409090927169421,True,True,True,False,False,1.0
ircadb_02,58,ircadb_02_z0058,65,65,61,0.9384615389349112,True,False,True,False,False,1.0
ircadb_02,59,ircadb_02_z0059,108,102,96,0.9142857146938775,True,False,True,False,False,1.0
ircadb_02,60,ircadb_02_z0060,134,124,121,0.9379844963644012,True,False,True,False,False,1.0
ircadb_02,61,ircadb_02_z0061,141,174,129,0.8190476196220711,True,False,True,False,False,1.0
ircadb_02,62,ircadb_02_z0062,160,191,153,0.8717948721601285,True,False,True,False,False,1.0
ircadb_02,63,ircadb_02_z0063,162,169,155,0.9365558914303448,True,False,True,False,False,1.0
ircadb_02,64,ircadb_02_z0064,180,189,174,0.9430894310485382,True,False,True,False,False,1.0
ircadb_02,65,ircadb_02_z0065,185,217,180,0.8955223883195961,True,False,True,False,False,1.0
ircadb_02,66,ircadb_02_z0066,197,228,191,0.898823529649827,True,False,True,False,False,1.0
ircadb_02,67,ircadb_02_z0067,214,235,200,0.8908685971250142,True,False,True,False,False,1.0
ircadb_02,68,ircadb_02_z0068,264,242,223,0.8814229251355278,True,False,True,False,False,1.0
ircadb_02,69,ircadb_02_z0069,303,261,230,0.8156028372063779,True,False,True,False,False,1.0
ircadb_02,70,ircadb_02_z0070,296,254,232,0.8436363639206611,True,False,True,False,False,1.0
ircadb_02,71,ircadb_02_z0071,286,257,249,0.9171270719758249,True,False,True,False,False,1.0
ircadb_02,72,ircadb_02_z0072,225,232,217,0.9496717725390115,True,False,True,False,False,1.0
ircadb_02,73,ircadb_02_z0073,187,233,184,0.8761904764852607,True,False,True,False,False,1.0
ircadb_02,74,ircadb_02_z0074,187,193,182,0.9578947369529086,True,False,True,False,False,1.0
ircadb_02,75,ircadb_02_z0075,93,169,78,0.5954198488724434,True,False,True,False,False,1.0
ircadb_02,76,ircadb_02_z0076,40,76,28,0.48275862514863255,True,True,True,False,False,1.0
ircadb_02,77,ircadb_02_z0077,20,0,0,4.999999750000012e-08,True,True,False,True,False,0.0
ircadb_02,78,ircadb_02_z0078,0,0,0,1.0,False,False,False,True,False,0.0
ircadb_02,79,ircadb_02_z0079,0,0,0,1.0,False,False,False,True,False,0.0
ircadb_02,80,ircadb_02_z0080,0,0,0,1.0,False,False,False,True,False,0.0
ircadb_02,81,ircadb_02_z0081,0,0,0,1.0,False,False,False,True,False,0.0
ircadb_02,82,ircadb_02_z0082,0,1,0,9.99999000001e-07,False,False,False,False,True,0.72021484375
ircadb_02,83,ircadb_02_z0083,0,32,0,3.124999902343753e-08,False,False,False,False,True,1.0
ircadb_02,84,ircadb_02_z0084,0,41,0,2.4390243307555043e-08,False,False,False,False,True,1.0
ircadb_02,85,ircadb_02_z0085,0,54,0,1.8518518175582995e-08,False,False,False,False,True,1.0
ircadb_02,86,ircadb_02_z0086,0,61,0,1.6393442354205864e-08,False,False,False,False,True,1.0
ircadb_02,87,ircadb_02_z0087,0,36,0,2.7777777006172862e-08,False,False,False,False,True,1.0
ircadb_02,88,ircadb_02_z0088,0,0,0,1.0,False,False,False,True,False,0.0
ircadb_02,89,ircadb_02_z0089,0,0,0,1.0,False,False,False,True,False,0.0
ircadb_02,90,ircadb_02_z0090,0,0,0,1.0,False,False,False,True,False,0.0
ircadb_02,91,ircadb_02_z0091,0,0,0,1.0,False,False,False,True,False,0.0
ircadb_02,92,ircadb_02_z0092,0,0,0,1.0,False,False,False,True,False,0.0
ircadb_02,93,ircadb_02_z0093,0,0,0,1.0,False,False,False,True,False,5.9604644775390625e-06
ircadb_02,94,ircadb_02_z0094,0,52,0,1.923076886094675e-08,False,False,False,False,True,1.0
ircadb_02,95,ircadb_02_z0095,0,0,0,1.0,False,False,False,True,False,0.0
ircadb_02,96,ircadb_02_z0096,0,0,0,1.0,False,False,False,True,False,0.0
ircadb_02,97,ircadb_02_z0097,0,0,0,1.0,False,False,False,True,False,0.0
ircadb_02,98,ircadb_02_z0098,0,0,0,1.0,False,False,False,True,False,0.0
ircadb_02,99,ircadb_02_z0099,0,0,0,1.0,False,False,False,True,False,0.0
ircadb_02,100,ircadb_02_z0100,0,0,0,1.0,False,False,False,True,False,0.0
ircadb_02,101,ircadb_02_z0101,0,0,0,1.0,False,False,False,True,False,0.0
ircadb_02,102,ircadb_02_z0102,0,0,0,1.0,False,False,False,True,False,0.0
ircadb_02,103,ircadb_02_z0103,0,0,0,1.0,False,False,False,True,False,0.01285552978515625
ircadb_02,104,ircadb_02_z0104,0,0,0,1.0,False,False,False,True,False,0.0
ircadb_02,105,ircadb_02_z0105,0,0,0,1.0,False,False,False,True,False,0.0
ircadb_02,106,ircadb_02_z0106,0,0,0,1.0,False,False,False,True,False,0.0
ircadb_02,107,ircadb_02_z0107,0,0,0,1.0,False,False,False,True,False,0.0
ircadb_02,108,ircadb_02_z0108,0,0,0,1.0,False,False,False,True,False,0.0
ircadb_02,109,ircadb_02_z0109,0,0,0,1.0,False,False,False,True,False,0.0
ircadb_02,110,ircadb_02_z0110,0,0,0,1.0,False,False,False,True,False,0.0
ircadb_02,111,ircadb_02_z0111,0,34,0,2.9411763840830475e-08,False,False,False,False,True,1.0
ircadb_02,112,ircadb_02_z0112,0,0,0,1.0,False,False,False,True,False,0.0
ircadb_02,113,ircadb_02_z0113,0,0,0,1.0,False,False,False,True,False,0.0
ircadb_02,114,ircadb_02_z0114,0,0,0,1.0,False,False,False,True,False,0.0
ircadb_02,115,ircadb_02_z0115,0,0,0,1.0,False,False,False,True,False,0.0
ircadb_02,116,ircadb_02_z0116,0,0,0,1.0,False,False,False,True,False,0.0
ircadb_02,117,ircadb_02_z0117,0,0,0,1.0,False,False,False,True,False,0.0
ircadb_02,118,ircadb_02_z0118,0,0,0,1.0,False,False,False,True,False,0.0
ircadb_02,119,ircadb_02_z0119,0,0,0,1.0,False,False,False,True,False,0.0
ircadb_02,120,ircadb_02_z0120,0,0,0,1.0,False,False,False,True,False,0.0
ircadb_02,121,ircadb_02_z0121,0,0,0,1.0,False,False,False,True,False,0.0
ircadb_02,122,ircadb_02_z0122,0,0,0,1.0,False,False,False,True,False,0.0
ircadb_02,123,ircadb_02_z0123,0,0,0,1.0,False,False,False,True,False,0.0
ircadb_02,124,ircadb_02_z0124,0,0,0,1.0,False,False,False,True,False,0.0
ircadb_02,125,ircadb_02_z0125,0,0,0,1.0,False,False,False,True,False,0.0
ircadb_02,126,ircadb_02_z0126,0,0,0,1.0,False,False,False,True,False,0.0
ircadb_02,127,ircadb_02_z0127,0,0,0,1.0,False,False,False,True,False,0.0
ircadb_02,128,ircadb_02_z0128,0,0,0,1.0,False,False,False,True,False,0.0
ircadb_02,129,ircadb_02_z0129,0,0,0,1.0,False,False,False,True,False,0.0
ircadb_02,130,ircadb_02_z0130,0,4,0,2.499999375000156e-07,False,False,False,False,True,0.96826171875
ircadb_02,131,ircadb_02_z0131,0,0,0,1.0,False,False,False,True,False,0.0
ircadb_02,132,ircadb_02_z0132,0,0,0,1.0,False,False,False,True,False,0.0
ircadb_02,133,ircadb_02_z0133,0,0,0,1.0,False,False,False,True,False,0.0
ircadb_02,134,ircadb_02_z0134,0,0,0,1.0,False,False,False,True,False,0.0
ircadb_02,135,ircadb_02_z0135,0,0,0,1.0,False,False,False,True,False,0.0
ircadb_02,136,ircadb_02_z0136,0,0,0,1.0,False,False,False,True,False,0.0
ircadb_02,137,ircadb_02_z0137,0,0,0,1.0,False,False,False,True,False,0.0
ircadb_02,138,ircadb_02_z0138,0,0,0,1.0,False,False,False,True,False,0.0
ircadb_02,139,ircadb_02_z0139,0,0,0,1.0,False,False,False,True,False,0.0
ircadb_02,140,ircadb_02_z0140,0,0,0,1.0,False,False,False,True,False,0.0
ircadb_02,141,ircadb_02_z0141,0,0,0,1.0,False,False,False,True,False,0.0
ircadb_02,142,ircadb_02_z0142,0,0,0,1.0,False,False,False,True,False,0.0
ircadb_02,143,ircadb_02_z0143,0,0,0,1.0,False,False,False,True,False,0.0
ircadb_02,144,ircadb_02_z0144,0,0,0,1.0,False,False,False,True,False,0.0
ircadb_02,145,ircadb_02_z0145,0,0,0,1.0,False,False,False,True,False,0.0
ircadb_02,146,ircadb_02_z0146,0,0,0,1.0,False,False,False,True,False,0.0
ircadb_02,147,ircadb_02_z0147,0,0,0,1.0,False,False,False,True,False,0.0
ircadb_02,148,ircadb_02_z0148,0,0,0,1.0,False,False,False,True,False,0.0
ircadb_02,149,ircadb_02_z0149,0,0,0,1.0,False,False,False,True,False,0.0
ircadb_02,150,ircadb_02_z0150,0,0,0,1.0,False,False,False,True,False,0.0
ircadb_02,151,ircadb_02_z0151,0,0,0,1.0,False,False,False,True,False,0.0
ircadb_02,152,ircadb_02_z0152,0,0,0,1.0,False,False,False,True,False,0.0
ircadb_02,153,ircadb_02_z0153,0,0,0,1.0,False,False,False,True,False,0.0
ircadb_02,154,ircadb_02_z0154,0,0,0,1.0,False,False,False,True,False,0.0
ircadb_02,155,ircadb_02_z0155,0,0,0,1.0,False,False,False,True,False,0.0
ircadb_02,156,ircadb_02_z0156,0,0,0,1.0,False,False,False,True,False,0.0
ircadb_02,157,ircadb_02_z0157,0,0,0,1.0,False,False,False,True,False,0.0
ircadb_02,158,ircadb_02_z0158,0,0,0,1.0,False,False,False,True,False,0.0
ircadb_02,159,ircadb_02_z0159,0,0,0,1.0,False,False,False,True,False,0.0
ircadb_02,160,ircadb_02_z0160,0,0,0,1.0,False,False,False,True,False,0.0
ircadb_02,161,ircadb_02_z0161,0,0,0,1.0,False,False,False,True,False,0.0
ircadb_02,162,ircadb_02_z0162,0,0,0,1.0,False,False,False,True,False,0.0
ircadb_02,163,ircadb_02_z0163,0,0,0,1.0,False,False,False,True,False,0.0
ircadb_02,164,ircadb_02_z0164,0,0,0,1.0,False,False,False,True,False,0.0
ircadb_02,165,ircadb_02_z0165,0,0,0,1.0,False,False,False,True,False,0.0
ircadb_02,166,ircadb_02_z0166,0,0,0,1.0,False,False,False,True,False,0.0
ircadb_02,167,ircadb_02_z0167,0,0,0,1.0,False,False,False,True,False,0.0
ircadb_02,168,ircadb_02_z0168,0,0,0,1.0,False,False,False,True,False,0.0
