policy,volume_id,slice_index,sample_id,truth_pixels,detected,max_truth_probability
maximum,104,371,v104_s0371,892,True,1.000000
maximum,104,372,v104_s0372,867,True,1.000000
maximum,104,373,v104_s0373,826,True,1.000000
maximum,104,374,v104_s0374,749,True,1.000000
maximum,104,375,v104_s0375,696,True,1.000000
maximum,104,376,v104_s0376,644,True,1.000000
maximum,104,377,v104_s0377,601,True,1.000000
maximum,104,378,v104_s0378,561,True,1.000000
maximum,104,379,v104_s0379,507,True,1.000000
maximum,104,380,v104_s0380,452,True,1.000000
maximum,104,381,v104_s0381,412,True,1.000000
maximum,104,382,v104_s0382,364,True,1.000000
maximum,104,383,v104_s0383,202,True,1.000000
maximum,104,384,v104_s0384,130,True,1.000000
maximum,104,385,v104_s0385,25,False,0.000000
maximum,104,386,v104_s0386,14,False,0.000000
maximum,104,413,v104_s0413,5,True,1.000000
maximum,104,414,v104_s0414,8,True,1.000000
maximum,104,415,v104_s0415,7,True,1.000000
maximum,104,416,v104_s0416,6,True,1.000000
maximum,104,417,v104_s0417,2,False,0.000000
maximum,104,423,v104_s0423,2,False,0.000000
maximum,104,424,v104_s0424,3,False,0.000000
maximum,104,425,v104_s0425,5,False,0.000003
maximum,104,426,v104_s0426,8,True,1.000000
maximum,104,427,v104_s0427,10,True,1.000000
maximum,104,428,v104_s0428,12,True,1.000000
maximum,104,429,v104_s0429,13,True,1.000000
maximum,104,430,v104_s0430,10,True,1.000000
maximum,104,431,v104_s0431,5,True,1.000000
maximum,104,432,v104_s0432,3,True,1.000000
maximum,104,433,v104_s0433,4,True,1.000000
maximum,104,434,v104_s0434,4,False,0.000000
maximum,107,268,v107_s0268,8,False,0.000000
maximum,107,269,v107_s0269,9,False,0.000000
maximum,107,270,v107_s0270,12,False,0.000000
maximum,107,271,v107_s0271,14,False,0.000000
maximum,107,272,v107_s0272,20,False,0.000000
maximum,107,273,v107_s0273,22,False,0.000000
maximum,107,274,v107_s0274,23,False,0.000000
maximum,107,275,v107_s0275,27,False,0.000000
maximum,107,276,v107_s0276,30,False,0.000000
maximum,107,277,v107_s0277,31,False,0.000000
maximum,107,278,v107_s0278,19,False,0.000000
maximum,107,279,v107_s0279,11,False,0.000000
maximum,107,280,v107_s0280,5,False,0.000000
maximum,107,331,v107_s0331,1,False,0.000000
maximum,107,332,v107_s0332,1,False,0.000000
maximum,107,333,v107_s0333,6,False,0.000000
maximum,107,334,v107_s0334,7,False,0.002356
maximum,107,335,v107_s0335,10,True,1.000000
maximum,107,336,v107_s0336,14,True,1.000000
maximum,107,337,v107_s0337,18,True,1.000000
maximum,107,338,v107_s0338,22,True,1.000000
maximum,107,339,v107_s0339,27,True,1.000000
maximum,107,340,v107_s0340,33,True,1.000000
maximum,107,341,v107_s0341,30,True,1.000000
maximum,107,342,v107_s0342,21,True,1.000000
maximum,107,343,v107_s0343,19,True,1.000000
maximum,107,344,v107_s0344,15,True,1.000000
maximum,107,345,v107_s0345,9,True,1.000000
maximum,107,346,v107_s0346,8,True,1.000000
maximum,107,347,v107_s0347,5,False,0.015114
maximum,107,348,v107_s0348,4,False,0.000000
maximum,107,349,v107_s0349,3,False,0.000000
maximum,107,350,v107_s0350,2,False,0.000000
maximum,107,358,v107_s0358,2,False,0.000000
maximum,107,359,v107_s0359,2,False,0.000000
maximum,107,360,v107_s0360,3,False,0.000000
maximum,107,361,v107_s0361,5,False,0.000000
maximum,107,362,v107_s0362,14,False,0.000000
maximum,107,363,v107_s0363,17,False,0.000000
maximum,107,364,v107_s0364,20,False,0.046967
maximum,107,365,v107_s0365,20,True,1.000000
maximum,107,366,v107_s0366,24,True,1.000000
maximum,107,367,v107_s0367,32,True,1.000000
maximum,107,368,v107_s0368,45,True,1.000000
maximum,107,369,v107_s0369,40,False,0.002590
maximum,107,370,v107_s0370,42,True,1.000000
maximum,107,371,v107_s0371,38,True,1.000000
maximum,107,372,v107_s0372,42,True,1.000000
maximum,107,373,v107_s0373,45,True,1.000000
maximum,107,374,v107_s0374,46,True,1.000000
maximum,107,375,v107_s0375,43,True,1.000000
maximum,107,376,v107_s0376,44,True,1.000000
maximum,107,377,v107_s0377,43,True,1.000000
maximum,107,378,v107_s0378,45,False,0.000001
maximum,107,379,v107_s0379,42,True,1.000000
maximum,107,380,v107_s0380,48,True,1.000000
maximum,107,381,v107_s0381,38,True,1.000000
maximum,107,382,v107_s0382,33,True,1.000000
maximum,107,383,v107_s0383,33,True,1.000000
maximum,107,384,v107_s0384,28,False,0.000002
maximum,107,385,v107_s0385,24,False,0.000000
maximum,107,386,v107_s0386,24,False,0.000000
maximum,107,387,v107_s0387,24,False,0.000000
maximum,107,388,v107_s0388,21,False,0.000000
maximum,107,389,v107_s0389,16,False,0.000000
maximum,107,390,v107_s0390,12,False,0.000000
maximum,107,391,v107_s0391,11,False,0.000000
maximum,107,392,v107_s0392,7,False,0.000000
maximum,107,393,v107_s0393,7,False,0.000000
maximum,107,394,v107_s0394,4,False,0.000000
maximum,107,395,v107_s0395,3,False,0.000000
maximum,108,414,v108_s0414,2,False,0.000000
maximum,108,415,v108_s0415,17,False,0.000000
maximum,108,416,v108_s0416,29,False,0.000000
maximum,108,417,v108_s0417,53,False,0.000000
maximum,108,418,v108_s0418,103,False,0.000000
maximum,108,419,v108_s0419,131,False,0.000000
maximum,108,420,v108_s0420,180,False,0.000000
maximum,108,421,v108_s0421,237,False,0.000000
maximum,108,422,v108_s0422,320,False,0.000000
maximum,108,423,v108_s0423,405,False,0.000000
maximum,108,424,v108_s0424,420,False,0.000000
maximum,108,425,v108_s0425,447,False,0.000000
maximum,108,426,v108_s0426,462,True,1.000000
maximum,108,427,v108_s0427,504,True,1.000000
maximum,108,428,v108_s0428,547,False,0.000000
maximum,108,429,v108_s0429,603,True,1.000000
maximum,108,430,v108_s0430,618,False,0.000000
maximum,108,431,v108_s0431,638,False,0.000000
maximum,108,432,v108_s0432,662,True,1.000000
maximum,108,433,v108_s0433,712,True,1.000000
maximum,108,434,v108_s0434,762,True,1.000000
maximum,108,435,v108_s0435,840,True,1.000000
maximum,108,436,v108_s0436,817,True,1.000000
maximum,108,437,v108_s0437,817,True,1.000000
maximum,108,438,v108_s0438,856,True,1.000000
maximum,108,439,v108_s0439,938,True,1.000000
maximum,108,440,v108_s0440,1012,True,1.000000
maximum,108,441,v108_s0441,1006,True,1.000000
maximum,108,442,v108_s0442,1022,True,1.000000
maximum,108,443,v108_s0443,1027,True,1.000000
maximum,108,444,v108_s0444,1109,True,1.000000
maximum,108,445,v108_s0445,1170,True,1.000000
maximum,108,446,v108_s0446,1192,True,1.000000
maximum,108,447,v108_s0447,1260,True,1.000000
maximum,108,448,v108_s0448,1531,True,1.000000
maximum,108,449,v108_s0449,1631,True,1.000000
maximum,108,450,v108_s0450,1732,True,1.000000
maximum,108,451,v108_s0451,1900,True,1.000000
maximum,108,452,v108_s0452,1959,True,1.000000
maximum,108,453,v108_s0453,1866,True,1.000000
maximum,108,454,v108_s0454,1970,True,1.000000
maximum,108,455,v108_s0455,1953,True,1.000000
maximum,108,456,v108_s0456,2066,True,1.000000
maximum,108,457,v108_s0457,2128,True,1.000000
maximum,108,458,v108_s0458,2205,True,1.000000
maximum,108,459,v108_s0459,2378,True,1.000000
maximum,108,460,v108_s0460,2250,True,1.000000
maximum,108,461,v108_s0461,2179,True,1.000000
maximum,108,462,v108_s0462,2156,True,1.000000
maximum,108,463,v108_s0463,2150,True,1.000000
maximum,108,464,v108_s0464,2154,True,1.000000
maximum,108,465,v108_s0465,2396,True,1.000000
maximum,108,466,v108_s0466,2265,True,1.000000
maximum,108,467,v108_s0467,2367,True,1.000000
maximum,108,468,v108_s0468,2373,True,1.000000
maximum,108,469,v108_s0469,2406,True,1.000000
maximum,108,470,v108_s0470,2499,True,1.000000
maximum,108,471,v108_s0471,2764,True,1.000000
maximum,108,472,v108_s0472,2634,True,1.000000
maximum,108,473,v108_s0473,2523,True,1.000000
maximum,108,474,v108_s0474,2449,True,1.000000
maximum,108,475,v108_s0475,2430,True,1.000000
maximum,108,476,v108_s0476,2314,True,1.000000
maximum,108,477,v108_s0477,2304,True,1.000000
maximum,108,478,v108_s0478,2261,True,1.000000
maximum,108,479,v108_s0479,2243,True,1.000000
maximum,108,480,v108_s0480,2248,True,1.000000
maximum,108,481,v108_s0481,2259,True,1.000000
maximum,108,482,v108_s0482,2343,True,1.000000
maximum,108,483,v108_s0483,2140,True,1.000000
maximum,108,484,v108_s0484,2043,True,1.000000
maximum,108,485,v108_s0485,2017,True,1.000000
maximum,108,486,v108_s0486,2009,True,1.000000
maximum,108,487,v108_s0487,1905,True,1.000000
maximum,108,488,v108_s0488,1922,True,1.000000
maximum,108,489,v108_s0489,1678,True,1.000000
maximum,108,490,v108_s0490,1752,True,1.000000
maximum,108,491,v108_s0491,1585,True,1.000000
maximum,108,492,v108_s0492,1556,True,1.000000
maximum,108,493,v108_s0493,1611,True,1.000000
maximum,108,494,v108_s0494,1578,True,1.000000
maximum,108,495,v108_s0495,1477,True,1.000000
maximum,108,496,v108_s0496,1458,True,1.000000
maximum,108,497,v108_s0497,1551,True,1.000000
maximum,108,498,v108_s0498,1368,True,1.000000
maximum,108,499,v108_s0499,1501,True,1.000000
maximum,108,500,v108_s0500,1705,True,1.000000
maximum,108,501,v108_s0501,1686,True,1.000000
maximum,108,502,v108_s0502,1700,True,1.000000
maximum,108,503,v108_s0503,1766,True,1.000000
maximum,108,504,v108_s0504,1343,True,1.000000
maximum,108,505,v108_s0505,1496,True,1.000000
maximum,108,506,v108_s0506,1897,True,1.000000
maximum,108,507,v108_s0507,1628,True,1.000000
maximum,108,508,v108_s0508,1624,True,1.000000
maximum,108,509,v108_s0509,1609,True,1.000000
maximum,108,510,v108_s0510,1686,True,1.000000
maximum,108,511,v108_s0511,1820,True,1.000000
maximum,108,512,v108_s0512,2052,True,1.000000
maximum,108,513,v108_s0513,2428,True,1.000000
maximum,108,514,v108_s0514,2376,True,1.000000
maximum,108,515,v108_s0515,2702,True,1.000000
maximum,108,516,v108_s0516,2907,True,1.000000
maximum,108,517,v108_s0517,3009,True,1.000000
maximum,108,518,v108_s0518,2814,True,1.000000
maximum,108,519,v108_s0519,3120,True,1.000000
maximum,108,520,v108_s0520,3005,True,1.000000
maximum,108,521,v108_s0521,3088,True,1.000000
maximum,108,522,v108_s0522,2892,True,1.000000
maximum,108,523,v108_s0523,2926,True,1.000000
maximum,108,524,v108_s0524,2847,True,1.000000
maximum,108,525,v108_s0525,2758,True,1.000000
maximum,108,526,v108_s0526,2777,True,1.000000
maximum,108,527,v108_s0527,2809,True,1.000000
maximum,108,528,v108_s0528,3358,True,1.000000
maximum,108,529,v108_s0529,3224,True,1.000000
maximum,108,530,v108_s0530,3297,True,1.000000
maximum,108,531,v108_s0531,3422,True,1.000000
maximum,108,532,v108_s0532,3669,True,1.000000
maximum,108,533,v108_s0533,3610,True,1.000000
maximum,108,534,v108_s0534,3630,True,1.000000
maximum,108,535,v108_s0535,3784,True,1.000000
maximum,108,536,v108_s0536,3428,True,1.000000
maximum,108,537,v108_s0537,3370,True,1.000000
maximum,108,538,v108_s0538,3401,True,1.000000
maximum,108,539,v108_s0539,3243,True,1.000000
maximum,108,540,v108_s0540,3086,True,1.000000
maximum,108,541,v108_s0541,2993,True,1.000000
maximum,108,542,v108_s0542,3070,True,1.000000
maximum,108,543,v108_s0543,3363,True,1.000000
maximum,108,544,v108_s0544,3274,True,1.000000
maximum,108,545,v108_s0545,3052,True,1.000000
maximum,108,546,v108_s0546,2915,True,1.000000
maximum,108,547,v108_s0547,2866,True,1.000000
maximum,108,548,v108_s0548,2947,True,1.000000
maximum,108,549,v108_s0549,2790,True,1.000000
maximum,108,550,v108_s0550,3151,True,1.000000
maximum,108,551,v108_s0551,2812,True,1.000000
maximum,108,552,v108_s0552,2946,True,1.000000
maximum,108,553,v108_s0553,3233,True,1.000000
maximum,108,554,v108_s0554,2849,True,1.000000
maximum,108,555,v108_s0555,2813,True,1.000000
maximum,108,556,v108_s0556,2477,True,1.000000
maximum,108,557,v108_s0557,2489,True,1.000000
maximum,108,558,v108_s0558,2281,True,1.000000
maximum,108,559,v108_s0559,2379,True,1.000000
maximum,108,560,v108_s0560,2343,True,1.000000
maximum,108,561,v108_s0561,2516,True,1.000000
maximum,108,562,v108_s0562,2391,True,1.000000
maximum,108,563,v108_s0563,2182,True,1.000000
maximum,108,564,v108_s0564,2169,True,1.000000
maximum,108,565,v108_s0565,2100,True,1.000000
maximum,108,566,v108_s0566,2050,True,1.000000
maximum,108,567,v108_s0567,1977,True,1.000000
maximum,108,568,v108_s0568,2029,True,1.000000
maximum,108,569,v108_s0569,2195,True,1.000000
maximum,108,570,v108_s0570,2225,True,1.000000
maximum,108,571,v108_s0571,2020,True,1.000000
maximum,108,572,v108_s0572,1803,True,1.000000
maximum,108,573,v108_s0573,1656,True,1.000000
maximum,108,574,v108_s0574,1788,True,1.000000
maximum,108,575,v108_s0575,1892,True,1.000000
maximum,108,576,v108_s0576,1669,True,1.000000
maximum,108,577,v108_s0577,1660,True,1.000000
maximum,108,578,v108_s0578,1661,True,1.000000
maximum,108,579,v108_s0579,1640,True,1.000000
maximum,108,580,v108_s0580,1492,True,1.000000
maximum,108,581,v108_s0581,1608,True,1.000000
maximum,108,582,v108_s0582,1538,True,1.000000
maximum,108,583,v108_s0583,1374,True,1.000000
maximum,108,584,v108_s0584,1407,True,1.000000
maximum,108,585,v108_s0585,1562,True,1.000000
maximum,108,586,v108_s0586,1564,True,1.000000
maximum,108,587,v108_s0587,1443,True,1.000000
maximum,108,588,v108_s0588,1402,True,1.000000
maximum,108,589,v108_s0589,1451,True,1.000000
maximum,108,590,v108_s0590,1427,True,1.000000
maximum,108,591,v108_s0591,1274,True,1.000000
maximum,108,592,v108_s0592,1255,True,1.000000
maximum,108,593,v108_s0593,1198,True,1.000000
maximum,108,594,v108_s0594,1145,True,1.000000
maximum,108,595,v108_s0595,1179,True,1.000000
maximum,108,596,v108_s0596,1084,True,1.000000
maximum,108,597,v108_s0597,980,True,1.000000
maximum,108,598,v108_s0598,963,True,1.000000
maximum,108,599,v108_s0599,977,True,1.000000
maximum,108,600,v108_s0600,861,True,1.000000
maximum,108,601,v108_s0601,719,True,1.000000
maximum,108,602,v108_s0602,656,True,1.000000
maximum,108,603,v108_s0603,627,True,1.000000
maximum,108,604,v108_s0604,612,True,1.000000
maximum,108,605,v108_s0605,485,True,1.000000
maximum,108,606,v108_s0606,474,True,1.000000
maximum,108,607,v108_s0607,414,True,1.000000
maximum,108,608,v108_s0608,329,True,1.000000
maximum,108,609,v108_s0609,279,True,1.000000
maximum,108,610,v108_s0610,280,True,1.000000
maximum,108,611,v108_s0611,217,True,1.000000
maximum,108,612,v108_s0612,160,False,0.000000
maximum,108,613,v108_s0613,117,False,0.000000
maximum,108,614,v108_s0614,88,False,0.000000
maximum,108,615,v108_s0615,44,False,0.000000
maximum,109,310,v109_s0310,7,False,0.000000
maximum,109,311,v109_s0311,7,False,0.000000
maximum,109,312,v109_s0312,7,False,0.000000
maximum,109,313,v109_s0313,8,False,0.000000
maximum,109,314,v109_s0314,11,True,1.000000
maximum,109,315,v109_s0315,13,True,1.000000
maximum,109,316,v109_s0316,13,True,1.000000
maximum,109,317,v109_s0317,14,True,1.000000
maximum,109,318,v109_s0318,16,True,1.000000
maximum,109,319,v109_s0319,19,True,1.000000
maximum,109,320,v109_s0320,21,True,1.000000
maximum,109,321,v109_s0321,27,True,1.000000
maximum,109,322,v109_s0322,52,True,1.000000
maximum,109,323,v109_s0323,52,True,0.908203
maximum,109,324,v109_s0324,51,True,1.000000
maximum,109,325,v109_s0325,63,True,1.000000
maximum,109,326,v109_s0326,54,True,1.000000
maximum,109,327,v109_s0327,63,True,1.000000
maximum,109,328,v109_s0328,56,True,1.000000
maximum,109,329,v109_s0329,51,True,1.000000
maximum,109,330,v109_s0330,54,True,1.000000
maximum,109,331,v109_s0331,61,True,1.000000
maximum,109,332,v109_s0332,50,False,0.000136
maximum,109,333,v109_s0333,54,False,0.000000
maximum,109,334,v109_s0334,58,False,0.000000
maximum,109,335,v109_s0335,62,False,0.000000
maximum,109,336,v109_s0336,71,False,0.000000
maximum,109,337,v109_s0337,73,True,1.000000
maximum,109,338,v109_s0338,83,True,1.000000
maximum,109,339,v109_s0339,89,True,1.000000
maximum,109,340,v109_s0340,101,True,1.000000
maximum,109,341,v109_s0341,117,True,1.000000
maximum,109,342,v109_s0342,133,True,1.000000
maximum,109,343,v109_s0343,159,True,1.000000
maximum,109,344,v109_s0344,138,True,1.000000
maximum,109,345,v109_s0345,121,True,1.000000
maximum,109,346,v109_s0346,108,True,1.000000
maximum,109,347,v109_s0347,96,True,1.000000
maximum,109,348,v109_s0348,83,True,1.000000
maximum,109,349,v109_s0349,77,True,1.000000
maximum,109,350,v109_s0350,71,True,1.000000
maximum,109,351,v109_s0351,13,True,1.000000
maximum,109,358,v109_s0358,17,True,0.991211
maximum,109,359,v109_s0359,18,True,1.000000
maximum,109,360,v109_s0360,27,True,1.000000
maximum,109,361,v109_s0361,18,True,1.000000
maximum,109,362,v109_s0362,18,True,1.000000
maximum,109,364,v109_s0364,13,True,1.000000
maximum,109,365,v109_s0365,12,True,1.000000
maximum,109,366,v109_s0366,10,True,1.000000
maximum,109,367,v109_s0367,15,True,1.000000
maximum,109,368,v109_s0368,21,True,1.000000
maximum,109,369,v109_s0369,18,True,1.000000
maximum,109,370,v109_s0370,13,True,1.000000
maximum,109,371,v109_s0371,11,True,1.000000
maximum,109,389,v109_s0389,31,True,1.000000
maximum,109,390,v109_s0390,31,True,1.000000
maximum,109,391,v109_s0391,37,True,1.000000
maximum,109,392,v109_s0392,37,True,1.000000
maximum,109,393,v109_s0393,42,True,0.653809
maximum,109,394,v109_s0394,46,True,1.000000
maximum,109,395,v109_s0395,46,True,1.000000
maximum,109,396,v109_s0396,45,True,1.000000
maximum,109,397,v109_s0397,45,True,1.000000
maximum,109,398,v109_s0398,48,True,1.000000
maximum,109,399,v109_s0399,70,True,1.000000
maximum,109,400,v109_s0400,69,True,1.000000
maximum,109,401,v109_s0401,74,True,1.000000
maximum,109,402,v109_s0402,78,True,1.000000
maximum,109,403,v109_s0403,83,True,1.000000
maximum,109,404,v109_s0404,90,True,1.000000
maximum,109,405,v109_s0405,139,True,1.000000
maximum,109,406,v109_s0406,148,True,1.000000
maximum,109,407,v109_s0407,151,True,1.000000
maximum,109,408,v109_s0408,180,True,1.000000
maximum,109,409,v109_s0409,240,True,1.000000
maximum,109,410,v109_s0410,282,True,1.000000
maximum,109,411,v109_s0411,254,True,1.000000
maximum,109,412,v109_s0412,281,True,1.000000
maximum,109,413,v109_s0413,274,True,1.000000
maximum,109,414,v109_s0414,273,True,1.000000
maximum,109,415,v109_s0415,299,True,1.000000
maximum,109,416,v109_s0416,284,True,1.000000
maximum,109,417,v109_s0417,267,True,1.000000
maximum,109,418,v109_s0418,311,True,1.000000
maximum,109,419,v109_s0419,262,True,1.000000
maximum,109,420,v109_s0420,217,True,1.000000
maximum,109,421,v109_s0421,207,True,1.000000
maximum,109,422,v109_s0422,238,True,1.000000
maximum,109,423,v109_s0423,244,True,1.000000
maximum,109,424,v109_s0424,184,True,1.000000
maximum,109,425,v109_s0425,194,True,1.000000
maximum,109,426,v109_s0426,187,True,1.000000
maximum,109,427,v109_s0427,184,True,1.000000
maximum,109,428,v109_s0428,236,True,1.000000
maximum,109,429,v109_s0429,244,True,1.000000
maximum,109,430,v109_s0430,274,True,1.000000
maximum,109,431,v109_s0431,327,True,1.000000
maximum,109,432,v109_s0432,277,True,1.000000
maximum,109,433,v109_s0433,287,True,1.000000
maximum,109,434,v109_s0434,269,True,1.000000
maximum,109,435,v109_s0435,265,True,1.000000
maximum,109,436,v109_s0436,318,True,1.000000
maximum,109,437,v109_s0437,333,True,1.000000
maximum,109,438,v109_s0438,380,True,1.000000
maximum,109,439,v109_s0439,329,True,1.000000
maximum,109,440,v109_s0440,353,True,1.000000
maximum,109,441,v109_s0441,368,True,1.000000
maximum,109,442,v109_s0442,405,True,1.000000
maximum,109,443,v109_s0443,353,True,1.000000
maximum,109,444,v109_s0444,370,True,1.000000
maximum,109,445,v109_s0445,375,True,1.000000
maximum,109,446,v109_s0446,369,True,1.000000
maximum,109,447,v109_s0447,365,True,1.000000
maximum,109,448,v109_s0448,369,True,1.000000
maximum,109,449,v109_s0449,377,True,1.000000
maximum,109,450,v109_s0450,417,True,1.000000
maximum,109,451,v109_s0451,333,True,1.000000
maximum,109,452,v109_s0452,301,True,1.000000
maximum,109,453,v109_s0453,275,True,1.000000
maximum,109,454,v109_s0454,240,True,1.000000
maximum,109,455,v109_s0455,211,True,1.000000
maximum,109,456,v109_s0456,169,True,1.000000
maximum,109,457,v109_s0457,28,True,1.000000
maximum,109,458,v109_s0458,24,True,0.999512
maximum,109,459,v109_s0459,28,True,1.000000
maximum,109,460,v109_s0460,26,False,0.000000
maximum,109,461,v109_s0461,20,False,0.000000
maximum,109,462,v109_s0462,14,False,0.000000
maximum,109,463,v109_s0463,9,False,0.000000
maximum,109,464,v109_s0464,2,False,0.000000
maximum,110,388,v110_s0388,5,True,1.000000
maximum,110,389,v110_s0389,8,True,1.000000
maximum,110,390,v110_s0390,9,True,1.000000
maximum,110,391,v110_s0391,15,True,1.000000
maximum,110,393,v110_s0393,24,False,0.000000
maximum,110,394,v110_s0394,36,False,0.000109
maximum,110,395,v110_s0395,57,False,0.000000
maximum,110,396,v110_s0396,80,False,0.000000
maximum,110,397,v110_s0397,102,True,1.000000
maximum,110,398,v110_s0398,159,True,1.000000
maximum,110,399,v110_s0399,186,True,1.000000
maximum,110,400,v110_s0400,233,True,1.000000
maximum,110,401,v110_s0401,292,True,1.000000
maximum,110,402,v110_s0402,305,True,1.000000
maximum,110,403,v110_s0403,313,True,1.000000
maximum,110,404,v110_s0404,332,True,1.000000
maximum,110,405,v110_s0405,343,True,1.000000
maximum,110,406,v110_s0406,378,True,1.000000
maximum,110,407,v110_s0407,450,True,1.000000
maximum,110,408,v110_s0408,429,True,1.000000
maximum,110,409,v110_s0409,395,True,1.000000
maximum,110,410,v110_s0410,354,True,1.000000
maximum,110,411,v110_s0411,353,True,1.000000
maximum,110,412,v110_s0412,322,True,1.000000
maximum,110,413,v110_s0413,324,True,1.000000
maximum,110,414,v110_s0414,287,True,1.000000
maximum,110,415,v110_s0415,279,True,1.000000
maximum,110,416,v110_s0416,223,True,1.000000
maximum,110,417,v110_s0417,183,True,1.000000
maximum,110,418,v110_s0418,162,True,1.000000
maximum,110,419,v110_s0419,141,True,1.000000
maximum,110,420,v110_s0420,126,True,1.000000
maximum,110,421,v110_s0421,120,True,1.000000
maximum,110,422,v110_s0422,95,True,1.000000
maximum,110,423,v110_s0423,72,True,1.000000
maximum,110,424,v110_s0424,57,False,0.000000
maximum,110,425,v110_s0425,44,False,0.000000
maximum,110,426,v110_s0426,30,False,0.000000
maximum,110,427,v110_s0427,10,False,0.000000
maximum,110,428,v110_s0428,14,False,0.000000
maximum,110,429,v110_s0429,23,False,0.000000
maximum,110,430,v110_s0430,26,True,0.999512
maximum,110,431,v110_s0431,34,True,1.000000
maximum,110,432,v110_s0432,43,True,1.000000
maximum,110,433,v110_s0433,49,True,1.000000
maximum,110,434,v110_s0434,81,True,1.000000
